id,name,line,geometry,longitude,latitude,type,town
237147,Massarrojos,1,POINT (-0.402877778128583 39.53660968895581),-0.40287777812858305,39.53660968895581,metrovalencia,Massarrojos
237222,La Pobla de Farnals,3,POINT (-0.3304361109078244 39.57941822166075),-0.33043611090782443,39.57941822166075,metrovalencia,La Pobla de Farnals
237211,Facultats - Manuel Broseta,"3,5,7,9",POINT (-0.3619055444301701 39.47800449481189),-0.3619055444301701,39.47800449481189,metrovalencia,Exposició - València
237188,El Clot,2,POINT (-0.5279861091158305 39.54986576262979),-0.5279861091158305,39.54986576262979,metrovalencia,L'Eliana
237138,Safranar,"1,2,7",POINT (-0.3983833189002929 39.45457080974115),-0.3983833189002929,39.45457080974115,metrovalencia,Patraix - València
237119,Ll. Llarga - Terramelar,4,POINT (-0.4304472209592373 39.50989917913695),-0.43044722095923726,39.50989917913695,metrovalencia,Paterna
237203,Salt de l'Aigua,"3,5,9",POINT (-0.4505681992431328 39.4848328033487),-0.45056819924313285,39.4848328033487,metrovalencia,Manises
237143,Bailén,7,POINT (-0.3794222170303012 39.463977853566156),-0.37942221703030116,39.463977853566156,metrovalencia,La Roqueta - València
237223,Rafelbunyol,3,POINT (-0.3310583234452487 39.588523904516435),-0.33105832344524866,39.588523904516435,metrovalencia,Rafelbunyol
237244,Alacant,10,POINT (-0.3774770005122519 39.46472103939357),-0.37747700051225186,39.46472103939357,metrovalencia,Russafa - València
237205,Faitanar,"3,5,9",POINT (-0.4331833418083208 39.47761921077863),-0.43318334180832085,39.47761921077863,metrovalencia,Quart de Poblet
237190,L'Eliana,2,POINT (-0.5359194284163187 39.561832467826335),-0.5359194284163187,39.561832467826335,metrovalencia,L'Eliana
237196,Riba-roja de Túria,9,POINT (-0.5594444275774598 39.54333500017424),-0.5594444275774598,39.54333500017424,metrovalencia,Riba-roja de Túria
237189,Montesol,2,POINT (-0.5316972140071671 39.55557254933344),-0.5316972140071671,39.55557254933344,metrovalencia,L'Eliana
237163,Picassent,1,POINT (-0.464858323278585 39.36303714856912),-0.46485832327858495,39.36303714856912,metrovalencia,Picassent
237135,Torrent,"1,2,7",POINT (-0.4609861070856414 39.434646646064856),-0.46098610708564136,39.434646646064856,metrovalencia,Torrent
237237,Ciutat Arts i Ciències - Justícia,10,POINT (-0.3532159997794547 39.45259203991893),-0.35321599977945467,39.45259203991893,metrovalencia,Ciutat Arts i Ciències  - València
237241,Natzaret,10,POINT (-0.3346740002450643 39.44988903943966),-0.3346740002450643,39.44988903943966,metrovalencia,Natzaret - València
237110,La Granja,4,POINT (-0.4124779998061252 39.50403217479327),-0.4124779998061252,39.50403217479327,metrovalencia,Burjassot
237111,Sant Joan,4,POINT (-0.416323989122466 39.50529102481966),-0.41632398912246604,39.50529102481966,metrovalencia,Burjassot
237220,Museros,3,POINT (-0.3408555689097638 39.56157688255019),-0.34085556890976376,39.56157688255019,metrovalencia,Museros
237213,Alboraia Palmaret,"3,9",POINT (-0.3552222251891727 39.49566272842113),-0.35522222518917274,39.49566272842113,metrovalencia,Alboraia
237198,València la Vella,9,POINT (-0.5342069862551926 39.530483285379376),-0.5342069862551926,39.530483285379376,metrovalencia,Riba-roja de Túria
237136,València Sud,"1,2,7",POINT (-0.4106472133564586 39.440811196343056),-0.4106472133564586,39.440811196343056,metrovalencia,Faitanar - València
237152,Beniferri,"1,2",POINT (-0.3993369340966121 39.491031686146925),-0.3993369340966121,39.491031686146925,metrovalencia,Benicalap - València
237156,Pl. Espanya,"1,2",POINT (-0.3816333410088131 39.466201822102235),-0.3816333410088131,39.466201822102235,metrovalencia,La Roqueta - València
237170,Benimodo,1,POINT (-0.5196194643809373 39.216293374118074),-0.5196194643809373,39.216293374118074,metrovalencia,Benimodo
237168,Ausiàs March,1,POINT (-0.491977215041994 39.24955753451306),-0.491977215041994,39.24955753451306,metrovalencia,Carlet
237165,Espioca,1,POINT (-0.4667472240898878 39.321884194543124),-0.4667472240898878,39.321884194543124,metrovalencia,Picassent
237159,Seminari - CEU,1,POINT (-0.3897444302876586 39.5499878326498),-0.38974443028765865,39.5499878326498,metrovalencia,Moncada
237239,Amado Granell - Montolivet,10,POINT (-0.365110000429508 39.45937303938424),-0.36511000042950803,39.45937303938424,metrovalencia,Montolivet - València
237094,Tarongers - Ernest Lluch,"1,4,6",POINT (-0.3396222295867718 39.47813800932393),-0.33962222958677185,39.47813800932393,metrovalencia,La Carrasca - València
237206,Mislata Almassil,"3,5,9",POINT (-0.4243694542402148 39.47600940862436),-0.42436945424021477,39.47600940862436,metrovalencia,Mislata
237128,Cabanyal,"4,6",POINT (-0.3275833432474662 39.47285465383452),-0.32758334324746624,39.47285465383452,metrovalencia,Cabanyal - València
237208,Nou d'Octubre,"3,5,9",POINT (-0.4076305632336302 39.47065738808727),-0.4076305632336302,39.47065738808727,metrovalencia,Soternes - València
237144,Alameda,"3,5,7,9",POINT (-0.3653166591372722 39.47315601519005),-0.36531665913727224,39.47315601519005,metrovalencia,La Xerea - València
237202,Manises,"3,5,9",POINT (-0.4590654377018195 39.48958973107335),-0.45906543770181946,39.48958973107335,metrovalencia,Manises
237182,Paterna,2,POINT (-0.4419719871267472 39.49880985401933),-0.44197198712674723,39.49880985401933,metrovalencia,Paterna
237130,Marítim,"5,6,7,8",POINT (-0.3382369870182364 39.46493915696556),-0.3382369870182364,39.46493915696556,metrovalencia,Ayora - València
237179,Benimàmet,2,POINT (-0.4194111232567788 39.501876870507694),-0.41941112325677876,39.501876870507694,metrovalencia,Benimàmet - València
237178,Cantereria,2,POINT (-0.4120722112951377 39.50238041102936),-0.41207221129513766,39.50238041102936,metrovalencia,Burjassot
237194,Benaguasil,2,POINT (-0.5839277509085257 39.598880807680814),-0.5839277509085257,39.598880807680814,metrovalencia,Benaguasil
237161,Realón,1,POINT (-0.4640137851031758 39.39390567874968),-0.4640137851031758,39.39390567874968,metrovalencia,Picassent
237093,Beteró,"1,4,6",POINT (-0.3342027661976934 39.47659305743498),-0.3342027661976934,39.47659305743498,metrovalencia,La Carrasca - València
237103,Marxalenes,4,POINT (-0.3838368950525468 39.48797229915813),-0.3838368950525468,39.48797229915813,metrovalencia,Marxalenes - València
237097,Vicente Zaragozá,"1,4,6",POINT (-0.3579472307358761 39.4833717743908),-0.35794723073587614,39.4833717743908,metrovalencia,Ciutat Universitària - València
237099,Trinitat,"1,4,6",POINT (-0.367763877448546 39.48627094440176),-0.367763877448546,39.48627094440176,metrovalencia,Benimaclet - València
237192,La Pobla de Vallbona,2,POINT (-0.5622777944476075 39.58276371115498),-0.5622777944476075,39.58276371115498,metrovalencia,La Pobla de Vallbona
237098,Benimaclet,"1,3,4,5,6,7,9",POINT (-0.3623333272775772 39.48485187642764),-0.3623333272775772,39.48485187642764,metrovalencia,Benimaclet - València
237185,La Canyada,2,POINT (-0.4871222073769305 39.52680591747526),-0.4871222073769305,39.52680591747526,metrovalencia,Paterna
237183,Santa Rita,2,POINT (-0.4551055434970949 39.505657235448645),-0.45510554349709487,39.505657235448645,metrovalencia,Paterna
237173,Massalavés,1,POINT (-0.5187610983053753 39.143806497062336),-0.5187610983053753,39.143806497062336,metrovalencia,Massalavés
237109,Empalme,"1,2,4",POINT (-0.4021083419820373 39.499576608331175),-0.40210834198203727,39.499576608331175,metrovalencia,Burjassot
237092,La Cadena,"4,6,8",POINT (-0.3293749993077695 39.47520450774123),-0.32937499930776953,39.47520450774123,metrovalencia,Cabanyal-Canyamelar - València
237091,Platja Malva-rosa,"4,6,8",POINT (-0.3257277910745404 39.47369007271332),-0.32572779107454036,39.47369007271332,metrovalencia,Cabanyal-Canyamelar - València
237090,Platja les Arenes,"4,6,8",POINT (-0.325727790999878 39.46892933010812),-0.325727790999878,39.46892933010812,metrovalencia,Cabanyal-Canyamelar - València
1067.0,Equador - Pintor Matarana,12,POINT (-0.3927782320996148 39.49607896649905),-0.3927782320996147,39.49607896649905,emt,Benicalap
2032.0,Les Corts,"11,16,26,6,80,94,N10",POINT (-0.3742677624589383 39.47872157854415),-0.3742677624589383,39.47872157854415,emt,Benicalap
1183.0,General Avilés - Dr. Nicasi Benlloch,"64,94",POINT (-0.3914609581496043 39.488037243059374),-0.3914609581496043,39.488037243059374,emt,Benicalap
1319.0,Corts Valencianes - Palau de Congressos,"62,63,99,N3",POINT (-0.401818111537627 39.494183850192464),-0.401818111537627,39.494183850192464,emt,Benicalap
1331.0,Florista - Carrasqueta,28,POINT (-0.3962088210973265 39.49404940420439),-0.3962088210973264,39.49404940420439,emt,Benicalap
1684.0,Dr. Peset Aleixandre - Av. de Burjassot,"60,64,89",POINT (-0.3885702988290171 39.48893284987757),-0.3885702988290171,39.48893284987757,emt,Benicalap
2257.0,Palau de Justícia,"11,31,32,6,70,71,81,N10,N2",POINT (-0.369568178294565 39.47207596206278),-0.3695681782945649,39.47207596206278,emt,Benicalap
2271.0,Passeig Marítim - Pavia,"93,98",POINT (-0.324609458011564 39.4742645348839),-0.324609458011564,39.4742645348839,emt,Benicalap
1825.0,Joan XXIII - Federico Alcacer Aguilar,64,POINT (-0.3840975314338629 39.49502166239837),-0.3840975314338629,39.49502166239837,emt,Benicalap
2260.0,Colón - Pascual i Genís,"10,11,28,32,40,70,71,8,81,N1,N10,N2,N8",POINT (-0.3735744715296922 39.46819493294377),-0.3735744715296922,39.46819493294377,emt,Benicalap
2261.0,Estació del Nord,"19,35,40,6,8,N1,N7,N8,N9",POINT (-0.3764952645701374 39.467514635721294),-0.3764952645701374,39.467514635721294,emt,Benicalap
1283.0,Campus Tarongers,"40,71",POINT (-0.3453280743399829 39.47927736170695),-0.3453280743399828,39.47927736170695,emt,Benicalap
1835.0,Federico Alcacer Aguilar - Poeta Serrano Clavero,"12,N10",POINT (-0.3862542617208672 39.494982866941655),-0.3862542617208672,39.494982866941655,emt,Benicalap
1847.0,Castellonet - Joan XXIII,12,POINT (-0.383564526993556 39.49321971627099),-0.383564526993556,39.49321971627099,emt,Benicalap
1143.0,Centre de Salut Fonteta,"13,7,N7",POINT (-0.3681617463809649 39.442507726023),-0.3681617463809649,39.442507726023,emt,Benicalap
281.0,Camí de Montcada  - Alemany,26,POINT (-0.3809572259295906 39.49649249254142),-0.3809572259295906,39.49649249254142,emt,Benicalap
304.0,Camí de Montcada  - Alemany,26,POINT (-0.3810964690976113 39.49659003403457),-0.3810964690976113,39.49659003403457,emt,Benicalap
308.0,Burjassot - Pintor Matarana,"28,N10",POINT (-0.3933097334910693 39.492393440457676),-0.3933097334910693,39.49239344045768,emt,Benicalap
1062.0,Pere Cabanes - Bisbe Laguarda,12,POINT (-0.3787829198086891 39.49424189829983),-0.3787829198086891,39.49424189829983,emt,Torrefiel
1131.0,Pintor Jacomart - Comte de Torrefiel,12,POINT (-0.3772548411393017 39.49646764365853),-0.3772548411393017,39.49646764365853,emt,Torrefiel
1865.0,Pérez Galdós - Sant Josep de la Muntanya,"67,N4",POINT (-0.3948889650634679 39.473994685702266),-0.3948889650634679,39.473994685702266,emt,Torrefiel
2122.0,Parc de Natzaret,"30,4",POINT (-0.3332872128016265 39.44458966947652),-0.3332872128016265,39.44458966947652,emt,Torrefiel
1683.0,Dr. Peset Aleixandre - Montcada,"60,89",POINT (-0.3796334261844185 39.490916646574654),-0.3796334261844185,39.490916646574654,emt,Torrefiel
2231.0,Centre d'especialitats Ricard Trénor,"11,N10",POINT (-0.3705717018844134 39.48185718248969),-0.3705717018844134,39.48185718248969,emt,Torrefiel
242.0,Dr. Peset Aleixandre - Guardacostes,"60,64,90",POINT (-0.3829222819940433 39.48998211816957),-0.3829222819940433,39.48998211816957,emt,Tormos
2315.0,Roger de Llòria - Colón,40,POINT (-0.3725957521101151 39.46913251637978),-0.3725957521101151,39.46913251637978,emt,Tormos
325.0,Constitució - Dr. Peset Aleixandre,"16,26,6,N10",POINT (-0.3744527015329163 39.49152974184241),-0.3744527015329162,39.49152974184241,emt,Tormos
206.0,Primat Reig - Bilbao,"90,N2",POINT (-0.3715588686786924 39.490142892523416),-0.3715588686786924,39.490142892523416,emt,Sant Antoni
2312.0,Estació del Nord - Sant Pau,"62,67,73,9,N3,N7",POINT (-0.3778266392067869 39.468393565184314),-0.3778266392067869,39.46839356518432,emt,Sant Antoni
2301.0,Félix del Río - Camí de Montcada,60,POINT (-0.3794747799932956 39.49198776163449),-0.3794747799932956,39.49198776163449,emt,Benimaclet
2338.0,País Valencià - València,9,POINT (-0.3814167408394351 39.42642679040525),-0.3814167408394351,39.42642679040525,emt,Benimaclet
1233.0,Dolores Marqués - Assagador d'Alboraia,"12,70",POINT (-0.3620430866045035 39.48828209528488),-0.3620430866045034,39.48828209528488,emt,Benimaclet
2340.0,País Valencià - Pintor Sorolla,9,POINT (-0.3847701114340046 39.427966203019466),-0.3847701114340046,39.427966203019466,emt,Benimaclet
2341.0,Passeig Marítim - Mediterrània,32,POINT (-0.3245759842700254 39.46830732255087),-0.3245759842700254,39.46830732255087,emt,Benimaclet
1902.0,Catalunya - Guardia Civil,"93,98",POINT (-0.3542697867591446 39.47969835044653),-0.3542697867591446,39.47969835044653,emt,Benimaclet
216.0,Primat Reig - Calderón de la Barca,"90,N2",POINT (-0.366171206986556 39.486132856561134),-0.366171206986556,39.486132856561134,emt,Benimaclet
1162.0,Passeig Marítim - Mendizábal,32,POINT (-0.3252024019888047 39.48355244046615),-0.3252024019888047,39.48355244046615,emt,Benimaclet
965.0,Germans Villalonga - Enric Navarro,10,POINT (-0.3571893087552929 39.48549520152587),-0.3571893087552928,39.48549520152587,emt,Benimaclet
387.0,Polvorí - Sinarques,62,POINT (-0.4252266367622226 39.500991787797524),-0.4252266367622225,39.50099178779752,emt,Benimaclet
987.0,Mistral - Murta,10,POINT (-0.3578205939800466 39.485866448519644),-0.3578205939800465,39.48586644851965,emt,Benimaclet
7.0,Edifici del Rellotge,"19,92,95,N9",POINT (-0.3324961026053938 39.46035702072443),-0.3324961026053938,39.46035702072443,emt,Marxalenes
2160.0,Burjassot - Marxalenes,"28,94,N10",POINT (-0.386812993791799 39.48635768353169),-0.386812993791799,39.48635768353169,emt,Marxalenes
2160.0,Burjassot - Marxalenes,"28,94,N10",POINT (-0.3868134851295496 39.486370018608675),-0.3868134851295495,39.48637001860868,emt,Marxalenes
1587.0,Marina de València,"19,92",POINT (-0.3294739656056153 39.46378658245906),-0.3294739656056153,39.46378658245906,emt,Marxalenes
333.0,Burjassot - Dr. Peset Aleixandre,"28,94,N10",POINT (-0.3890689091090323 39.48833469992052),-0.3890689091090323,39.48833469992052,emt,Marxalenes
154.0,Blasco Ibáñez - Rubén Darío,"30,31,71,81,89,N1",POINT (-0.3539115521832035 39.475908821952615),-0.3539115521832035,39.475908821952615,emt,El Calvari
1829.0,General Avilés - Conchita Piquer,94,POINT (-0.3905968368320168 39.48801949874912),-0.3905968368320168,39.48801949874912,emt,El Calvari
1807.0,Argenter Suárez - Ministre Luis Mayans,"98,N10",POINT (-0.3729700513308436 39.48547389435351),-0.3729700513308436,39.48547389435351,emt,Morvedre
231.0,Eduard Boscà - Balears,"18,89",POINT (-0.3577284538779769 39.46429795476555),-0.3577284538779768,39.46429795476555,emt,Morvedre
342.0,Guadalaviar - Sagunt,"79,94,95",POINT (-0.3754961789160185 39.482006220611204),-0.3754961789160185,39.4820062206112,emt,Morvedre
1806.0,Molinell  - Alboraia,"98,N10",POINT (-0.3700428613032802 39.48520324342893),-0.3700428613032802,39.48520324342893,emt,Trinitat
1318.0,Molinell  - Alboraia,98,POINT (-0.3697122176746564 39.484941180603634),-0.3697122176746564,39.484941180603634,emt,Trinitat
2232.0,Alboraia - Jaca,"11,N10",POINT (-0.3693788614546257 39.484134105928334),-0.3693788614546257,39.484134105928334,emt,Trinitat
284.0,Camí de Montcada - Casa d'Àngel,26,POINT (-0.3839692130139706 39.506847919125384),-0.3839692130139706,39.50684791912538,emt,Les Tendetes
1812.0,Joaquím Ballester  - Pare Ferris,98,POINT (-0.3854716070173363 39.484813825417525),-0.3854716070173363,39.484813825417525,emt,Les Tendetes
