id,name,line,geometry,longitude,latitude,type,town
1364.0,Regne de València  - Alcalde Reig,40,POINT (-0.3608618180579194 39.46205693155921),-0.3608618180579194,39.46205693155921,emt,Mont-Olivet
1663.0,Alcalde Reig - Pont del Regne,"15,24,25,95",POINT (-0.3601325706808689 39.46180729364421),-0.3601325706808689,39.46180729364421,emt,Mont-Olivet
1665.0,Alcalde Reig  - Pere Aleixandre,"15,24,25,95",POINT (-0.3587170268205189 39.45986161104104),-0.3587170268205189,39.45986161104104,emt,Mont-Olivet
2258.0,Colón - Porta de la Mar,"10,28,32,8,81,N1,N10,N2,N8",POINT (-0.3691971220085118 39.47146724406039),-0.3691971220085118,39.47146724406039,emt,Mont-Olivet
1688.0,Peris i Valero - Escultor Josep Capuz,"15,89",POINT (-0.3631775418983216 39.4621326934425),-0.3631775418983216,39.4621326934425,emt,Mont-Olivet
339.0,la Plata - Sapadors,"18,6",POINT (-0.3657443125431373 39.45584425932465),-0.3657443125431373,39.45584425932465,emt,Mont-Olivet
2263.0,Neptú,"95,N9",POINT (-0.3254072584476352 39.463170553536294),-0.3254072584476352,39.46317055353629,emt,Mont-Olivet
2270.0,La Cadena - Progrés,"93,98",POINT (-0.3292222208886852 39.47506479264544),-0.3292222208886852,39.47506479264544,emt,Mont-Olivet
600.0,Peris i Valero - Pere Aleixandre,"14,15,89",POINT (-0.3656000725227582 39.46106784872129),-0.3656000725227582,39.46106784872129,emt,Mont-Olivet
683.0,Escultor J. Capuz  - Pere Aleixandre,"14,18",POINT (-0.3618095235619844 39.46034689684454),-0.3618095235619843,39.46034689684454,emt,Mont-Olivet
680.0,Escultor J. Capuz  - Pere Aleixandre,"13,14,18",POINT (-0.3612957965284901 39.459867371474616),-0.3612957965284901,39.459867371474616,emt,Mont-Olivet
2050.0,Centre d'Investigació Príncep Felip,"15,95",POINT (-0.3462388297099983 39.451893108982496),-0.3462388297099983,39.451893108982496,emt,La Raiosa
2078.0,Parc Central,8,POINT (-0.3770001363599794 39.458250528158615),-0.3770001363599793,39.458250528158615,emt,La Raiosa
434.0,Giorgeta - Ctra. D'Escrivà,27,POINT (-0.3839337884209572 39.45799732092898),-0.3839337884209571,39.45799732092898,emt,La Raiosa
2350.0,José Roca Coll - Músic Gomis,73,POINT (-0.3985895388020473 39.45929152242264),-0.3985895388020473,39.45929152242264,emt,La Raiosa
575.0,Sant Vicent Màrtir - Dolores Alcaide,"27,64",POINT (-0.384074137219023 39.45587046060732),-0.3840741372190229,39.45587046060732,emt,La Raiosa
394.0,Polvorí - Campament,62,POINT (-0.4251263966335924 39.50065830287195),-0.4251263966335923,39.50065830287195,emt,Safranar
855.0,Orxata - Mestre Serrano,70,POINT (-0.3541326622459023 39.495950606273986),-0.3541326622459023,39.49595060627399,emt,Safranar
543.0,Arxiduc Carles - Músic Gomis,"72,73",POINT (-0.4013184574177355 39.45880102403968),-0.4013184574177355,39.45880102403968,emt,Safranar
538.0,Arxiduc Carles  - Fra Juníper Serra,"72,N5",POINT (-0.3994536513013597 39.46102839657768),-0.3994536513013597,39.46102839657768,emt,Safranar
544.0,Arxiduc Carles - Fra Juníper Serra,72,POINT (-0.3992116222841135 39.46082093938832),-0.3992116222841135,39.46082093938832,emt,Safranar
1416.0,Inst. Obrer de Val.  - Autopista Saler,"13,35,N9",POINT (-0.3578379222926703 39.455811592703874),-0.3578379222926703,39.455811592703874,emt,Ciutat de Les Arts i de Les Ciencies
1419.0,Inst. Obrer de Val.  - Autopista Saler,"13,35,N9",POINT (-0.3567357484052863 39.45607640649157),-0.3567357484052862,39.45607640649157,emt,Ciutat de Les Arts i de Les Ciencies
2236.0,Actor Antonio Ferrandis  - Amado Granell Mesado,99,POINT (-0.3581314902591134 39.45086711501388),-0.3581314902591134,39.45086711501388,emt,Ciutat de Les Arts i de Les Ciencies
2241.0,Actor Antonio Ferrandis  - Amado Granell Mesado,99,POINT (-0.3579383170475219 39.45047567902353),-0.3579383170475219,39.45047567902353,emt,Ciutat de Les Arts i de Les Ciencies
2240.0,Actor Antonio Ferrandis  - En Corts,99,POINT (-0.3624389000375285 39.448551757224315),-0.3624389000375285,39.44855175722432,emt,Ciutat de Les Arts i de Les Ciencies
2237.0,Actor Antonio Ferrandis  - En Corts,99,POINT (-0.3626391341334995 39.4488487357999),-0.3626391341334994,39.4488487357999,emt,Ciutat de Les Arts i de Les Ciencies
2295.0,Amado Granell Mesado  - Antonio Ferrandis,14,POINT (-0.3592014296563564 39.45064884159421),-0.3592014296563564,39.45064884159421,emt,Ciutat de Les Arts i de Les Ciencies
2296.0,Amado Granell Mesado  - Antonio Ferrandis,14,POINT (-0.3593398778553022 39.451398438149184),-0.3593398778553022,39.451398438149184,emt,Ciutat de Les Arts i de Les Ciencies
557.0,Gaspar Aguilar - Jesús,"9,N6",POINT (-0.3886025161061958 39.459298257302954),-0.3886025161061958,39.45929825730296,emt,En Corts
1356.0,la Plata - Fonteta Sant Lluís,"18,6,N7",POINT (-0.3717963938996816 39.45289707459995),-0.3717963938996815,39.45289707459995,emt,En Corts
2008.0,Pare Esteban Pernet  - Centre Comercial,71,POINT (-0.41286514104078 39.46706816175477),-0.41286514104078,39.46706816175477,emt,En Corts
640.0,Puigcampana - Fonteta Sant Lluís,7,POINT (-0.3712258287196661 39.45495005321587),-0.3712258287196661,39.45495005321587,emt,En Corts
2064.0,Terrateig - Jorge Comín,67,POINT (-0.4035492720264716 39.481090336937136),-0.4035492720264715,39.481090336937136,emt,En Corts
2293.0,Amado Granell Mesado  - Arabista Ambrosio Huici,"14,35,N9",POINT (-0.3626746350495243 39.45552820643952),-0.3626746350495243,39.45552820643952,emt,Na Rovella
2298.0,Amado Granell Mesado  - Arabista Ambrosio Huici,"14,35,N9",POINT (-0.3623760500232643 39.45559519452403),-0.3623760500232643,39.45559519452403,emt,Na Rovella
637.0,Fonteta Sant Lluís - Germans Maristes,"13,7,N7",POINT (-0.3695650149245823 39.45024206627388),-0.3695650149245822,39.45024206627388,emt,Na Rovella
1440.0,Sant Marcel·lí,"10,9,99,N6",POINT (-0.3911919986708565 39.447297352157136),-0.3911919986708564,39.447297352157136,emt,Na Rovella
654.0,Germans Maristes - Institut Jordi de Sant Jordi,13,POINT (-0.3629140837498804 39.45341304988402),-0.3629140837498804,39.45341304988402,emt,Na Rovella
892.0,la Plata - Poeta Miguel Hernández,18,POINT (-0.3657236089736667 39.455462366463664),-0.3657236089736667,39.455462366463664,emt,Na Rovella
1937.0,Arquitecte Segura de Lago - Dr. Rafael Bartual,"72,73,N5",POINT (-0.4030875564782824 39.4535227230909),-0.4030875564782823,39.4535227230909,emt,Sant Isidre
1773.0,Doctor Álvaro López - Illa de Hierro,99,POINT (-0.3305380255434382 39.482771422307145),-0.3305380255434382,39.482771422307145,emt,Sant Isidre
524.0,José Andreu Alabarta - Mariano de Cavia,"72,73",POINT (-0.4037437337433508 39.452580597064674),-0.4037437337433508,39.452580597064674,emt,Sant Isidre
525.0,José Andreu Alabarta - Professor Àngel Lacalle,"72,73",POINT (-0.404771350758735 39.454266735538795),-0.404771350758735,39.4542667355388,emt,Sant Isidre
1783.0,Uruguai  - Jeroni Munyós,"10,9",POINT (-0.3859542145336388 39.459732341925736),-0.3859542145336387,39.459732341925736,emt,Sant Isidre
1465.0,Malilla  - Bernat Descoll,"18,8",POINT (-0.3788382745885845 39.4509575041895),-0.3788382745885845,39.4509575041895,emt,Malilla
1463.0,Malilla  - Illa Formentera,"18,8",POINT (-0.3798615242635189 39.44688800067091),-0.3798615242635189,39.44688800067091,emt,Malilla
612.0,Malilla  - Illa Formentera,"18,8,N7",POINT (-0.3802040087048436 39.446936692888585),-0.3802040087048435,39.446936692888585,emt,Malilla
611.0,Malilla  - Illa Cabrera,"18,8,N7",POINT (-0.3797021986808435 39.44884847787071),-0.3797021986808435,39.44884847787071,emt,Malilla
1464.0,Malilla  - Illa Cabrera,"18,8",POINT (-0.3792936765346163 39.44936088734793),-0.3792936765346162,39.44936088734793,emt,Malilla
2174.0,Cementeri El Palmar,24,POINT (-0.3178360672833879 39.32145112079876),-0.3178360672833879,39.32145112079876,emt,Malilla
1994.0,Bulevard Sud - Ausiàs March,"99,N7",POINT (-0.3695400495579194 39.44559227697989),-0.3695400495579194,39.44559227697989,emt,Malilla
2170.0,Cementeri El Palmar,24,POINT (-0.3179182482280645 39.32144067346984),-0.3179182482280644,39.32144067346984,emt,Malilla
1020.0,Albereda,"11,16,26,6,70,94,95,N10",POINT (-0.3648410986066368 39.47400415698762),-0.3648410986066368,39.47400415698762,emt,Malilla
1696.0,Jesús,64,POINT (-0.3846089907321853 39.45907853140179),-0.3846089907321853,39.45907853140179,emt,Favara
1905.0,Tres Creus - Gaspar Aguilar,99,POINT (-0.395198205244882 39.450327556748576),-0.395198205244882,39.450327556748576,emt,Favara
571.0,Gaspar Aguilar - Calvo Acacio,9,POINT (-0.3917382229399118 39.45411989967468),-0.3917382229399118,39.45411989967468,emt,L'Hort de senabre de Senabre
1988.0,Estadi Ciutat de València,70,POINT (-0.3625443736449209 39.49101713643237),-0.3625443736449209,39.49101713643237,emt,Natzaret
2250.0,Porta de la Mar,"10,13,4,94,95,N8",POINT (-0.367746388686345 39.47167472901249),-0.3677463886863449,39.47167472901249,emt,Natzaret
66.0,Punta al Mar - Camí Canal,"30,4",POINT (-0.3352189052532168 39.44483679710412),-0.3352189052532168,39.44483679710412,emt,Natzaret
2253.0,Porta de la Mar,"13,8",POINT (-0.3683482439350574 39.472403747576045),-0.3683482439350574,39.472403747576045,emt,La Creu Coberta
593.0,Sant Vicent Màrtir - Altamira,"27,64",POINT (-0.385278929091055 39.449146389388616),-0.385278929091055,39.449146389388616,emt,La Creu Coberta
976.0,Carters  - Primer de Maig,"10,N6",POINT (-0.3893862090608468 39.44834486776072),-0.3893862090608467,39.44834486776072,emt,La Creu Coberta
978.0,Carters  - Primer de Maig,"10,18",POINT (-0.3896869755569483 39.44826712893847),-0.3896869755569482,39.44826712893847,emt,La Creu Coberta
2337.0,País Valencià - Colón,9,POINT (-0.3849761337051897 39.4278676053088),-0.3849761337051897,39.4278676053088,emt,La Creu Coberta
2043.0,Àgora,"15,95",POINT (-0.3503647002582772 39.452904489979694),-0.3503647002582771,39.452904489979694,emt,Cami Real
2041.0,Les Arts,"13,15,24,25,95",POINT (-0.3567639979063356 39.4567452306967),-0.3567639979063355,39.4567452306967,emt,Cami Real
2054.0,Les Arts,"13,15,24,25,95",POINT (-0.3561727476391912 39.45709033185761),-0.3561727476391912,39.45709033185761,emt,Cami Real
591.0,Sant Vicent Màrtir  - Arquebisbe Olaechea,"27,9,N6",POINT (-0.387111395563098 39.444233429989865),-0.387111395563098,39.444233429989865,emt,Cami Real
579.0,Sant Vicent Màrtir  - Arquebisbe Olaechea,"27,9,N6",POINT (-0.3875334083863065 39.44368660183897),-0.3875334083863065,39.44368660183897,emt,Cami Real
11.0,Dr. Lluch,"19,92",POINT (-0.3279746481730595 39.46940080239034),-0.3279746481730595,39.46940080239034,emt,Cami Real
634.0,Gravador Jordán - Escultor Pastor,"13,7,N7",POINT (-0.3675166120953084 39.44431934801419),-0.3675166120953084,39.44431934801419,emt,La Fonteta S.lluis
128.0,Blasco Ibáñez - Músic Ginés,"31,81,N1",POINT (-0.3429609389141424 39.47204948876648),-0.3429609389141424,39.47204948876648,emt,Sant Marcel.li
1472.0,Pius IX - Salvador Perles,10,POINT (-0.3937222206932342 39.44323189954128),-0.3937222206932342,39.44323189954128,emt,Sant Marcel.li
162.0,Blasco Ibáñez - Jaume Roig,"31,71,79,81",POINT (-0.3655121170351207 39.47965702605211),-0.3655121170351207,39.47965702605211,emt,Sant Marcel.li
1805.0,Mercat de Colón,"13,40",POINT (-0.3678128308642323 39.46926220389207),-0.3678128308642323,39.46926220389207,emt,L'Amistat
2187.0,Gavines - Bitàcora,25,POINT (-0.2799527151621057 39.281796902694346),-0.2799527151621057,39.281796902694346,emt,L'Amistat
153.0,Cardenal Benlloch - Dr. Vicente Pallarés,"18,89",POINT (-0.3528496963536356 39.47417337903859),-0.3528496963536356,39.47417337903859,emt,L'Amistat
2343.0,Vicent Marco Miranda - Lluís Alcanyís,6,POINT (-0.3737898453544708 39.44797660146613),-0.3737898453544708,39.44797660146613,emt,La Punta
1149.0,Font d'en Corts  - Davant Alqueria Reial,14,POINT (-0.3596591087942178 39.44744218834654),-0.3596591087942177,39.44744218834654,emt,La Punta
1380.0,Punta al Mar  - Canal,15,POINT (-0.3382558100051726 39.44533904028948),-0.3382558100051726,39.44533904028948,emt,La Punta
1375.0,Punta al Mar  - Canal,15,POINT (-0.3382682051821491 39.445290001112255),-0.3382682051821491,39.445290001112255,emt,La Punta
361.0,Joaquím Ballester  - Ricardo Micó,98,POINT (-0.3897472524713733 39.48269477590207),-0.3897472524713733,39.48269477590207,emt,La Punta
2049.0,Barraques del Figuero  - Llauradors,"15,95",POINT (-0.3403844676487384 39.45073038656823),-0.3403844676487383,39.45073038656823,emt,La Punta
2046.0,Barraques del Figuero  - Llauradors,"15,95",POINT (-0.3404623686502243 39.450569236562316),-0.3404623686502243,39.45056923656232,emt,La Punta
657.0,Font d'en Corts - Levantina Alegre,14,POINT (-0.3607197582904198 39.44867925943339),-0.3607197582904198,39.44867925943339,emt,La Punta
658.0,Font d'en Corts  - Roig de lagarda,14,POINT (-0.3582573892184202 39.44559255023338),-0.3582573892184202,39.44559255023338,emt,La Punta
673.0,Font d'en Corts  - Roig de lagarda,14,POINT (-0.3582236503312717 39.445669898708644),-0.3582236503312717,39.44566989870864,emt,La Punta
659.0,Font d'en Corts  - Matador d'en Corts,14,POINT (-0.3560179502218901 39.44271560423901),-0.3560179502218901,39.44271560423901,emt,La Punta
672.0,Font d'en Corts  - Matador d'en Corts,14,POINT (-0.3567508651844257 39.443360295662636),-0.3567508651844256,39.44336029566264,emt,La Punta
2097.0,Vall de la Ballestera  - Mestre Rodrigo,"98,99",POINT (-0.397790087905668 39.47915546959452),-0.397790087905668,39.47915546959452,emt,La Punta
950.0,Cases de Bàrcena II -,16,POINT (-0.3586220862236414 39.52056170380673),-0.3586220862236414,39.52056170380673,emt,La Punta
674.0,Font d'en Corts - Casa de Roc,14,POINT (-0.3606715248612903 39.44871738846159),-0.3606715248612903,39.44871738846159,emt,La Punta
939.0,Carrera del Riu - Entrada casa Rosquilla,15,POINT (-0.3429951473059988 39.43211317444846),-0.3429951473059988,39.43211317444846,emt,La Punta
1008.0,Jesús Morante Borràs  -,15,POINT (-0.3444680974752609 39.449482671002265),-0.3444680974752608,39.449482671002265,emt,La Punta
1096.0,Ramon Llull - Bernat Fenollar,"40,71",POINT (-0.3462591705605456 39.47699399387104),-0.3462591705605455,39.47699399387104,emt,La Carrasca
2284.0,Estació Joaquín Sorolla,64,POINT (-0.3815842726557285 39.46083008668604),-0.3815842726557285,39.46083008668604,emt,La Carrasca
1895.0,Catalunya - Clariano,"93,98",POINT (-0.3518566251500697 39.48077588982563),-0.3518566251500697,39.48077588982563,emt,La Carrasca
1897.0,Tarongers - Facultat d'Economia,"93,98",POINT (-0.3400360091248547 39.47811546383158),-0.3400360091248547,39.47811546383158,emt,La Carrasca
1898.0,Tarongers - Aparcament,"93,98",POINT (-0.3359320196862148 39.47692974279595),-0.3359320196862148,39.47692974279595,emt,La Carrasca
2099.0,Nou d'Octubre,99,POINT (-0.406090459447312 39.46987515747994),-0.406090459447312,39.46987515747994,emt,La Carrasca
338.0,Museu de Belles Arts,"11,16,26,6,79,94,95,N10",POINT (-0.3712873368678562 39.479056527205856),-0.3712873368678562,39.479056527205856,emt,El Grau
1624.0,Port - Joan Josep Sister,"30,4,N8",POINT (-0.3332327387115568 39.45999105455247),-0.3332327387115568,39.45999105455247,emt,El Grau
1161.0,Passeig Marítim - Font d'en Carrós,32,POINT (-0.3246745657003995 39.48126567063038),-0.3246745657003995,39.48126567063038,emt,Ciutat Jardi
135.0,Sants Just i Pastor - Humanista Furió,32,POINT (-0.3452290461842566 39.46896825274407),-0.3452290461842566,39.46896825274407,emt,Ciutat Jardi
1376.0,Camí del Canal  - Guitarrista Tàrrega,15,POINT (-0.3353619304379461 39.44726299366294),-0.3353619304379461,39.44726299366294,emt,Nou Moles
343.0,El Pla de la Saïdia - Constitució,"79,94,95",POINT (-0.3777667858637368 39.48292394659387),-0.3777667858637368,39.48292394659387,emt,Nou Moles
475.0,Brasil - Artur Piera,73,POINT (-0.3951866421883474 39.47071907570776),-0.3951866421883474,39.47071907570776,emt,Nou Moles
1715.0,Fires - Cementeri,62,POINT (-0.4243047445734628 39.505677761999614),-0.4243047445734628,39.505677761999614,emt,Benimamet
428.0,Llorca - Pérez Galdós,"72,N5",POINT (-0.3920749248766163 39.46848171976078),-0.3920749248766163,39.46848171976078,emt,Benimamet
436.0,Jesús,90,POINT (-0.384248701652007 39.45908217049384),-0.384248701652007,39.45908217049384,emt,Benimamet
381.0,Mossén Miguel Tarin  - Carretera de Paterna,62,POINT (-0.4160532094387273 39.49713534639552),-0.4160532094387272,39.49713534639552,emt,Benimamet
400.0,Mossén Miguel Tarin  - Carretera de Paterna,"62,N3",POINT (-0.4162416047164449 39.497640092862355),-0.4162416047164449,39.49764009286236,emt,Benimamet
1085.0,Aragó - Xile,"10,12,79,93,N1",POINT (-0.358289505035946 39.47017288205743),-0.358289505035946,39.47017288205743,emt,Soternes
487.0,Cid - Pere Maria Orts,"93,98,N4",POINT (-0.4141584991953426 39.46971986479556),-0.4141584991953426,39.46971986479556,emt,Soternes
2004.0,Cid  - Alejandro Volta,71,POINT (-0.4147600227482523 39.469147645212445),-0.4147600227482523,39.469147645212445,emt,La Llum
2005.0,Marconi - Barri de la Llum,71,POINT (-0.4144577719427557 39.46747790499429),-0.4144577719427557,39.46747790499429,emt,La Llum
814.0,Jesús - Pare Jofré,"10,11,27,63,67,71,9,N3,N6",POINT (-0.3818096975575082 39.46817229485698),-0.3818096975575081,39.46817229485698,emt,La Llum
690.0,Germanies - Castelló,"80,92,93",POINT (-0.3750098389061969 39.464579907712775),-0.3750098389061969,39.464579907712775,emt,La Llum
495.0,Cid - Marconi,"93,98",POINT (-0.4132110636422129 39.469233328598364),-0.4132110636422129,39.46923332859837,emt,La Llum
712.0,Plaça de Cánovas,"79,92,93,N1",POINT (-0.365597822724352 39.4681453547292),-0.365597822724352,39.4681453547292,emt,Beniferri
603.0,Maties Perelló - Lluís de Santàngel,"15,90",POINT (-0.3664518348128164 39.462143173048815),-0.3664518348128163,39.462143173048815,emt,El Palmar
2205.0,Albufera - Pl. de la Sequiota,24,POINT (-0.3176888901800368 39.310588171705874),-0.3176888901800367,39.310588171705874,emt,El Palmar
2007.0,Pare Esteban Pernet - Casa Misericòrdia,71,POINT (-0.4095332299865051 39.467138739884255),-0.4095332299865051,39.467138739884255,emt,La Fontsanta
638.0,Ausiàs March - Algímia d'Alfara,"7,N7",POINT (-0.371655235340067 39.4516065501464),-0.3716552353400669,39.4516065501464,emt,La Fontsanta
481.0,Linares - Pérez Galdós,"70,93",POINT (-0.3923373023272986 39.46898095751243),-0.3923373023272986,39.46898095751243,emt,La Fontsanta
504.0,Hospital General,"70,73,95,99",POINT (-0.4054971017439388 39.46866586258445),-0.4054971017439387,39.46866586258445,emt,La Fontsanta
510.0,Arxiduc Carles - Enguera,"72,N5",POINT (-0.3949176841785839 39.465083512658076),-0.3949176841785839,39.46508351265808,emt,Sant Llorens
10.0,Mediterrani,"19,92",POINT (-0.3283055767526645 39.46723369413599),-0.3283055767526645,39.46723369413599,emt,Sant Llorens
697.0,Jardí Botànic,"60,62,63,64,79,92,N3",POINT (-0.3888912529439532 39.47534854008927),-0.3888912529439532,39.47534854008927,emt,Els Orriols
704.0,Prefectura superior de Policia,"64,79,92",POINT (-0.3840101965526302 39.468463790176756),-0.3840101965526302,39.46846379017676,emt,Els Orriols
723.0,Regne de València - Lluís Santàngel,19,POINT (-0.3691866955221844 39.46386437267184),-0.3691866955221844,39.46386437267184,emt,Els Orriols
1845.0,Duc de Mandas  - Arquitecto Rodríguez,12,POINT (-0.3701315190912524 39.49435538013844),-0.3701315190912524,39.49435538013844,emt,Els Orriols
796.0,IVAM,C1,POINT (-0.3829312546528493 39.48002307784448),-0.3829312546528493,39.48002307784448,emt,Els Orriols
621.0,Joaquín Benlloch - Oltà,"6,N7",POINT (-0.3755675178299468 39.45231574613625),-0.3755675178299468,39.45231574613625,emt,Els Orriols
247.0,Constitució - Sant Joan de la Penya,"16,N2",POINT (-0.3708155235797656 39.496534997808794),-0.3708155235797655,39.4965349978088,emt,Els Orriols
639.0,Bèrnia - Ausiàs March,7,POINT (-0.3727054835223476 39.45403360415668),-0.3727054835223475,39.45403360415668,emt,El Perellonet
2178.0,Gavines - Entrada Trenca Perols,25,POINT (-0.2946258716506496 39.30518324314801),-0.2946258716506496,39.30518324314801,emt,El Perellonet
2180.0,Gavines  - Platja,25,POINT (-0.2892315442557703 39.297596296685256),-0.2892315442557703,39.297596296685256,emt,El Perellonet
2192.0,Gavines  - Platja,25,POINT (-0.2891523549414194 39.29762328898449),-0.2891523549414194,39.29762328898449,emt,El Perellonet
2191.0,Gavines  - Sirena,25,POINT (-0.2869423052493911 39.29380421333727),-0.2869423052493911,39.29380421333727,emt,El Perellonet
2181.0,Gavines  - Sirena,25,POINT (-0.2870753936631477 39.2938017762892),-0.2870753936631477,39.2938017762892,emt,El Perellonet
2182.0,Gavines - Entrada Paridera,25,POINT (-0.2858150460947822 39.29168933789484),-0.2858150460947822,39.29168933789484,emt,El Perellonet
2188.0,Gavines  - Les Escales,25,POINT (-0.2819260887335254 39.285205918852604),-0.2819260887335254,39.28520591885261,emt,El Perellonet
2184.0,Gavines  - Les Escales,25,POINT (-0.2820383741942724 39.2850770391611),-0.2820383741942723,39.2850770391611,emt,El Perellonet
273.0,Sant Doménec Savio - Constitució,"6,60",POINT (-0.374108750873881 39.49239707202728),-0.374108750873881,39.49239707202728,emt,El Perellonet
174.0,Jaume Roig - Álvaro de Bazán,"12,70",POINT (-0.3639104429842347 39.48127042429335),-0.3639104429842347,39.48127042429335,emt,El Perellonet
602.0,Mestre Racional - Regne de València,"15,90",POINT (-0.3632913542612162 39.46343654105763),-0.3632913542612161,39.46343654105763,emt,El Perellonet
588.0,Real de Madrid - Hellín,"27,9,N6",POINT (-0.3911214354693308 39.43395856502526),-0.3911214354693307,39.43395856502526,emt,El Perellonet
194.0,Primat Reig - Emili Baró,"89,98,N2",POINT (-0.3633285598084129 39.48440252426396),-0.3633285598084129,39.48440252426396,emt,El Perellonet
2193.0,Gavines - Les dunes,25,POINT (-0.2916943489684611 39.30210177176995),-0.2916943489684611,39.30210177176995,emt,El Perellonet
54.0,Mercat del Cabanyal,"32,N1,N9",POINT (-0.3324118384530789 39.46831556303038),-0.3324118384530788,39.46831556303038,emt,El Perellonet
1175.0,Tres Creus - Segona República Espanyola,"99,N5",POINT (-0.4027765192417444 39.4586289177038),-0.4027765192417443,39.4586289177038,emt,Vara de Quart
169.0,Blasco Ibáñez - Bèlgica,"30,31,71,81,90,N1",POINT (-0.3548399972623082 39.47583189033342),-0.3548399972623082,39.47583189033342,emt,Vara de Quart
2266.0,Fra Juníper Serra  - Torrent,73,POINT (-0.4005664555338511 39.46151815674541),-0.400566455533851,39.46151815674541,emt,Vara de Quart
2267.0,Fra Juníper Serra - Tres Forques,73,POINT (-0.4006735938966 39.463134676018534),-0.4006735938966,39.46313467601853,emt,Vara de Quart
384.0,Benimàmet,62,POINT (-0.4187548057227073 39.501456205745974),-0.4187548057227073,39.50145620574597,emt,Vara de Quart
1677.0,Cardenal Benlloch -La  Pobla de Farnals,"18,89",POINT (-0.3549193437555828 39.469942730509096),-0.3549193437555827,39.469942730509096,emt,Vara de Quart
539.0,Arxiduc Carles - Puebla de Valverde,"72,73,N5",POINT (-0.4011475146752728 39.459509044600196),-0.4011475146752728,39.4595090446002,emt,Vara de Quart
2303.0,Andreu Alfaro - Louis Braille,"12,28,N10",POINT (-0.3949398474370588 39.49751250712938),-0.3949398474370588,39.49751250712938,emt,Ciutat Fallera
1592.0,Joan Verdeguer - Isaac Peral,"19,30,4,92,N8",POINT (-0.3393311092781367 39.45904837476364),-0.3393311092781367,39.45904837476364,emt,La Malva-Rosa
1163.0,Isabel de Villena - Font d'en Carrós,32,POINT (-0.3258003515262037 39.48115818380831),-0.3258003515262037,39.48115818380831,emt,La Malva-Rosa
1361.0,La Carrasca,"93,98",POINT (-0.3446960942223264 39.47990625445434),-0.3446960942223264,39.47990625445434,emt,La Malva-Rosa
1164.0,Isabel de Villena - Vicent la Roda,32,POINT (-0.325857514325032 39.47896606657254),-0.3258575143250319,39.47896606657254,emt,La Malva-Rosa
1765.0,Museu Faller,"13,15,24,25,95",POINT (-0.358574379730994 39.45917158425204),-0.358574379730994,39.45917158425204,emt,La Malva-Rosa
16.0,Cavite - Vicent la Roda,"19,31,N1",POINT (-0.3266646838466293 39.479115616941954),-0.3266646838466293,39.479115616941954,emt,La Malva-Rosa
1808.0,Ruaya  - Visitació,"98,N10",POINT (-0.377084971955387 39.48555886989051),-0.377084971955387,39.48555886989051,emt,La Malva-Rosa
1900.0,Col·legi Major,"93,98",POINT (-0.3399071164948644 39.478523473845776),-0.3399071164948644,39.478523473845776,emt,La Malva-Rosa
20.0,la Malva-rosa - Mendizábal,"19,31,92,N1",POINT (-0.3278568588926716 39.48392812543484),-0.3278568588926716,39.48392812543484,emt,La Malva-Rosa
24.0,la Malva-rosa - Sant Rafael,"19,31,92,N1",POINT (-0.328148424423329 39.47911786974092),-0.328148424423329,39.47911786974092,emt,La Malva-Rosa
26.0,la Malva-rosa - Riu Tajo,"19,31,92,N1",POINT (-0.3278526044683693 39.47624892503862),-0.3278526044683693,39.47624892503862,emt,La Malva-Rosa
1485.0,Palmaret - Rosa dels Vents,26,POINT (-0.3814219694544736 39.516148297991315),-0.3814219694544736,39.51614829799132,emt,Carpesa
1562.0,Palmaret - Rosa dels Vents,26,POINT (-0.3813964156869942 39.51621517050606),-0.3813964156869942,39.51621517050606,emt,Carpesa
1714.0,Fires - Cementeri,62,POINT (-0.4246377985327163 39.505618290419605),-0.4246377985327163,39.505618290419605,emt,Carpesa
1706.0,Pinedo,"14,15",POINT (-0.3359740588533517 39.41949515652359),-0.3359740588533517,39.41949515652359,emt,Borboto
286.0,Camí de Montcada  - Matador,26,POINT (-0.386861045633565 39.515641765917515),-0.386861045633565,39.51564176591752,emt,Borboto
299.0,Camí de Montcada  - Matador,26,POINT (-0.3870114396298455 39.51533636447669),-0.3870114396298454,39.51533636447669,emt,Borboto
1152.0,Camí de Montcada - Camí Alqueria de Marquet,26,POINT (-0.3863308213412471 39.5122017270186),-0.3863308213412471,39.5122017270186,emt,Poble Nou
139.0,Sants Just i Pastor - Lluís de Milà,32,POINT (-0.3528486962192548 39.470892545462505),-0.3528486962192548,39.470892545462505,emt,Poble Nou
170.0,Dr. Gómez Ferrer - Menéndez y Pelayo,"89,N2",POINT (-0.3608370921382534 39.47996827344468),-0.3608370921382534,39.47996827344468,emt,Poble Nou
1616.0,Port - Eduard Boscà,"4,92,N8",POINT (-0.3559793427821633 39.466762126378505),-0.3559793427821633,39.466762126378505,emt,Poble Nou
302.0,Camí de Montcada - Poble Nou,26,POINT (-0.3838043839546851 39.50503064441887),-0.3838043839546851,39.50503064441887,emt,Poble Nou
283.0,Camí de Montcada - Poble Nou,26,POINT (-0.3836591454923775 39.505061345957685),-0.3836591454923775,39.505061345957685,emt,Poble Nou
300.0,Camí de Montcada - Alqueria Paella,26,POINT (-0.3858231542082964 39.51007142658831),-0.3858231542082964,39.51007142658831,emt,Poble Nou
