Geo Point;Geo Shape;codbarrio;nombre;coddistbar;coddistrit;codbar;transporte;stop_id;stop_name;stop_desc;X;Y;zone_id
39.46667718163825, -0.3350371877428653;"{""coordinates"": [-0.335037187742865, 39.46667718163825], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1384;Serradora - Poliesportiu;C SERRERIA POLIESPORTIU - VAL�NCIA;729256.29;4371956.62;
39.4682547311923, -0.3345552855993253;"{""coordinates"": [-0.334555285599325, 39.4682547311923], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1385;Mart� Grajales - Serradora;C MARTI GRAJALES 2 - VAL�NCIA;729292.57;4372132.96;
39.469860907531356, -0.3285295879806858;"{""coordinates"": [-0.328529587980686, 39.469860907531356], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1672;Reina - Pescadors;C REINA (C.) 143 - VAL�NCIA;729805.71;4372326.61;
39.475144707608514, -0.3334481499595517;"{""coordinates"": [-0.333448149959552, 39.475144707608514], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1749;Llu�s Peix� - Comte Melito;C  S/N - VAL�NCIA;729365.18;4372900.59;
39.463170373253035, -0.3254072537258831;"{""coordinates"": [-0.325407253725883, 39.463170373253035], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;2263;Marcos Sopena - Eug�nia Vi�es;C DOCTOR MARCOS SOPENA S/N (FGV) - VAL�NCIA;730096.39;4371591.91;
39.46830720500591, -0.32457596552347634;"{""coordinates"": [-0.324575965523476, 39.46830720500591], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;2341;Passeig Mar�tim - Mediterr�nia;C PAVIA 9 (DAVANT) - VAL�NCIA;730150.98;4372164.24;
39.47194821277114, -0.32957533744059847;"{""coordinates"": [-0.329575337440598, 39.47194821277114], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;45;Pintor Ferrandis - Josep Benlliure;C PINTOR FERRANDIS 30 - VAL�NCIA;729708.87;4372555.64;
39.472401501401905, -0.3317898636193223;"{""coordinates"": [-0.331789863619322, 39.472401501401905], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;47;Esgl�sia dels �ngels - Pintor Ferrandis;PL IGLESIA DE LOS ANGELES 2 (DAVANT JARD�) - VAL�NCIA;729516.86;4372600.31;
39.47252133956445, -0.3256693454448722;"{""coordinates"": [-0.325669345444872, 39.47252133956445], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;83;Eug�nia Vi�es - Camps;C EUGENIA VI�ES 231 - VAL�NCIA;730043.0200000001;4372629.23;
39.46959601771084, -0.325700285899262;"{""coordinates"": [-0.325700285899262, 39.46959601771084], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;84;Eug�nia Vi�es - Francesc Miralles;C EUGENIA VI�ES 183 - VAL�NCIA;730049.9999999999;4372304.43;
39.4731558364109, -0.36531668099171977;"{""coordinates"": [-0.36531668099172, 39.4731558364109], ""type"": ""Point""}";2;MESTALLA;062;6;62;metrovlc;14;Alameda;NULL;726630.07;4372599.13;A
39.472815642538706, -0.35689341117587137;"{""coordinates"": [-0.356893411175871, 39.472815642538706], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1055;Arag� - Ernest Ferrer;AV ARAG�N 34 - VAL�NCIA;727355.83;4372582.6;
39.47361127252344, -0.36209801724994184;"{""coordinates"": [-0.362098017249942, 39.47361127252344], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1218;Amadeu de Savoia - Mu�oz Seca;C AMADEO DE SABOYA 14 - VAL�NCIA;726905.4899999999;4372657.79;
39.47381491757256, -0.364430697191043;"{""coordinates"": [-0.364430697191043, 39.47381491757256], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1245;Albereda - Armando Palacio Vald�s;PSEG ALAMEDA DAVANT P.VALD�S) - VAL�NCIA;726704.15;4372674.52;
39.46794684126069, -0.3600001235795228;"{""coordinates"": [-0.360000123579523, 39.46794684126069], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1615;Port - Saragossa;AV PUERTO 2 ACCS. - VAL�NCIA;727104.4;4372034.31;
39.47616124722011, -0.3569299230499089;"{""coordinates"": [-0.356929923049909, 39.47616124722011], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;168;Blasco Ib��ez - Su�cia;AV BLASCO IBA�EZ 50 (COPUT) - VAL�NCIA;727341.79;4372953.88;
39.47204888196909, -0.35425968932329055;"{""coordinates"": [-0.354259689323291, 39.47204888196909], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;226;Cardenal Benlloch - Ernest Ferrer;AV CARDENAL BENLLOCH 69 - VAL�NCIA;727584.91;4372504.14;
39.47303055689049, -0.3594914588915244;"{""coordinates"": [-0.359491458891524, 39.47303055689049], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;869;Amadeu de Savoia - Su�cia;C AMADEO DE SABOYA 15 - VAL�NCIA;727131.62;4372599.9;
39.47272269811785, -0.3603308363543444;"{""coordinates"": [-0.360330836354344, 39.47272269811785], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;874;Finl�ndia - General Gil Dolz;C FINLANDIA 2 ACC - VAL�NCIA;727060.41;4372563.61;
39.473944288271376, -0.36988236378926365;"{""coordinates"": [-0.369882363789264, 39.473944288271376], ""type"": ""Point""}";2;LA XEREA;012;1;12;emt;2223;Tetuan;PL TETUAN 3 - VAL�NCIA;726234.73;4372675.17;
39.472203205460815, -0.36942664166757844;"{""coordinates"": [-0.369426641667578, 39.472203205460815], ""type"": ""Point""}";2;LA XEREA;012;1;12;emt;2256;Porta de la Mar (par) - Palau de Just�cia;C PALACIO DE JUSTICIA 1 (DAVANT) - VAL�NCIA;726279.5800000001;4372483.05;
39.47511258638515, -0.3808729968834428;"{""coordinates"": [-0.380872996883443, 39.47511258638515], ""type"": ""Point""}";5;EL MERCAT;015;1;15;emt;1734;Carda - Moro Zeit;C CARDA 21ACC (DAVANT) - VAL�NCIA;725285.45;4372777.3;
39.472712168556434, -0.38041232878456754;"{""coordinates"": [-0.380412328784568, 39.472712168556434], ""type"": ""Point""}";5;EL MERCAT;015;1;15;emt;2287;Editor Manuel Aguilar - Guillem Sorolla;C EDITOR MANUEL AGUILAR 5 - VAL�NCIA;725332.83;4372512.0;
39.47143266594265, -0.37980570166363853;"{""coordinates"": [-0.379805701663639, 39.47143266594265], ""type"": ""Point""}";4;EL PILAR;014;1;14;emt;2290;Av. de l'Oest - Hospital;AV BARON DE CARCER 30 - VAL�NCIA;725389.15;4372371.49;
39.47501402357978, -0.3839482831483903;"{""coordinates"": [-0.38394828314839, 39.47501402357978], ""type"": ""Point""}";4;EL PILAR;014;1;14;emt;793;Guillem de Castro - Torres de Quart;C GUILLEM DE CASTRO 78 - VAL�NCIA;725021.2100000001;4372758.67;
39.47014605671977, -0.37092779565723527;"{""coordinates"": [-0.370927795657235, 39.47014605671977], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;metrovlc;15;Col�n;NULL;726157.1;4372250.93;A
39.46851572967579, -0.38027828850587686;"{""coordinates"": [-0.380278288505877, 39.46851572967579], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;1520;Guillem de Castro - Sant Agust�;PL SAN AGUSTIN 2 - VAL�NCIA;725357.91;4372046.52;
39.4720853525868, -0.37686259803161754;"{""coordinates"": [-0.376862598031618, 39.4720853525868], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2220;Pl. de l'Ajuntament - Mercat Central - Llotja;PL AYUNTAMIENTO 9 (DAVANT) ILLETA - VAL�NCIA;725640.24;4372451.31;
39.472075780989066, -0.36956813861841664;"{""coordinates"": [-0.369568138618417, 39.472075780989066], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2257;Porta de la Mar (impar) - Palau de Just�cia;C PALACIO DE JUSTICIA 1 - VAL�NCIA;726267.82;4372468.55;
39.471467127571806, -0.3691971496412579;"{""coordinates"": [-0.369197149641258, 39.471467127571806], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2258;Porta de la Mar -  Col�n;C COLON 84 (DAVANT) - VAL�NCIA;726301.71;4372401.92;
39.4675144646991, -0.3764952709921496;"{""coordinates"": [-0.37649527099215, 39.4675144646991], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2261;X�tiva - Estaci� del Nord;C XATIVA 17 - VAL�NCIA;725686.62;4371944.85;
39.46949117420052, -0.37955776906375016;"{""coordinates"": [-0.37955776906375, 39.46949117420052], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2282;Av. de l'Oest (impar) - Sant Agust�;AV BARON DE CARCER 47 - VAL�NCIA;725416.75;4372156.6;
39.46863035326306, -0.37710051512923765;"{""coordinates"": [-0.377100515129238, 39.46863035326306], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2313;Marqu�s de Sotelo - Periodista Azzati;AV MARQU�S DE SOTELO 8 - VAL�NCIA;725630.9399999998;4372067.2;
39.469262050347254, -0.36781281340236444;"{""coordinates"": [-0.367812813402364, 39.469262050347254], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;1805;Comte de Salvatierra - Ciril Amor�s;C CONDE DE SALVATIERRA 27 - VAL�NCIA;726427.9599999998;4372160.63;
39.47068412458924, -0.3658702607615708;"{""coordinates"": [-0.365870260761571, 39.47068412458924], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;2206;Pl. Am�rica - Navarro Reverter;AV NAVARRO REVERTER 24 - VAL�NCIA;726590.47;4372323.37;
39.47182152734822, -0.36774082986780976;"{""coordinates"": [-0.36774082986781, 39.47182152734822], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;2251;Porta de la Mar (impar) - Navarro Reverter;AV NAVARRO REVERTER 1 - VAL�NCIA;726425.85;4372444.92;
39.468488864689924, -0.36581861288965045;"{""coordinates"": [-0.36581861288965, 39.468488864689924], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;686;Marqu�s del T�ria (impar) - C�novas;GV MARQU�S DEL TURIA BARDISSA C�NOVAS (IMPAR) - VAL�NCIA;726602.04;4372079.82;
39.466443208149585, -0.3707660886937458;"{""coordinates"": [-0.370766088693746, 39.466443208149585], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;688;Marqu�s del T�ria - Hern�n Cort�s;GV MARQU�S DEL TURIA 35 - VAL�NCIA;726183.01;4371840.31;
39.46952681509829, -0.36487899190558154;"{""coordinates"": [-0.364878991905582, 39.46952681509829], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;777;Am�rica - Marqu�s del T�ria;PL AMERICA 2 - VAL�NCIA;726679.51;4372197.4;
39.46603439880883, -0.37252314773268197;"{""coordinates"": [-0.372523147732682, 39.46603439880883], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;823;F�lix Pizcueta - Ciril Amor�s;C FELIX  PIZCUETA 22 - VAL�NCIA;726033.1599999999;4371790.52;
39.467020448347206, -0.3706168475839394;"{""coordinates"": [-0.370616847583939, 39.467020448347206], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;834;Hern�n Cort�s - Ciril Amor�s;C HERNAN CORTES 26 - VAL�NCIA;726193.98;4371904.76;
39.4708923659718, -0.3528487262678802;"{""coordinates"": [-0.35284872626788, 39.4708923659718], ""type"": ""Point""}";2;ALBORS;122;12;122;emt;139;Sants Just i Pastor - Llu�s de Mil�;C SANTOS JUSTO Y PASTOR 22 - VAL�NCIA;727710.07;4372379.33;
39.46978590365663, -0.34907033534369625;"{""coordinates"": [-0.349070335343696, 39.46978590365663], ""type"": ""Point""}";2;ALBORS;122;12;122;emt;140;Sants Just i Pastor - Duc de Gaeta;C SANTOS JUSTO Y PASTOR 56 - VAL�NCIA;728038.75;4372266.07;
39.46154289038019, -0.386002694993465;"{""coordinates"": [-0.386002694993465, 39.46154289038019], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;1690;Giorgeta - Albacete;AV GIORGETA 13 - VAL�NCIA;724887.87;4371258.21;
39.463668586957226, -0.3875360691218742;"{""coordinates"": [-0.387536069121874, 39.463668586957226], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;1691;P�rez Gald�s - Mart�nez Aloy;AV PEREZ GALDOS 20 - VAL�NCIA;724749.09;4371490.34;
39.46739555821404, -0.3901793882016968;"{""coordinates"": [-0.390179388201697, 39.46739555821404], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;1692;P�rez Gald�s - Heroi Romeu;AV PEREZ GALDOS 62 (ACC.) - VAL�NCIA;724509.6700000002;4371897.45;
39.46071811730741, -0.3819517409311864;"{""coordinates"": [-0.381951740931186, 39.46071811730741], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;2284;Estaci� J. Sorolla - Mestre Sosa;C BAILEN S/N (ESTACIO) - VAL�NCIA;725239.09;4371176.78;
39.46999048190105, -0.3851027978521904;"{""coordinates"": [-0.38510279785219, 39.46999048190105], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;702;Ferran el Cat�lic (impar) - �ngel Guimer�;GV FERNANDO EL CATOLICO 9 - VAL�NCIA;724938.08;4372198.16;
39.470484897558826, -0.3851393734768274;"{""coordinates"": [-0.385139373476827, 39.470484897558826], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;703;Ferran el Cat�lic (central) - �ngel Guimer�;GV FERNANDO EL CATOLICO BARDISSA CENTRAL - VAL�NCIA;724933.34;4372252.95;
39.46493894538717, -0.33823695323821834;"{""coordinates"": [-0.338236953238218, 39.46493894538717], ""type"": ""Point""}";1;AIORA;121;12;121;metrovlc;115;Mar�tim - Serrer�a;NULL;728986.69;4371755.53;A
39.46642666483745, -0.3429694959208192;"{""coordinates"": [-0.342969495920819, 39.46642666483745], ""type"": ""Point""}";1;AIORA;121;12;121;metrovlc;22;Ayora;NULL;728574.63;4371908.65;A
39.46597115226733, -0.3509473086002593;"{""coordinates"": [-0.350947308600259, 39.46597115226733], ""type"": ""Point""}";1;AIORA;121;12;121;emt;1110;Dr. Manuel Candela (par) - Port;C DOCTOR MANUEL CANDELA 6 - VAL�NCIA;727889.7200000001;4371837.87;
39.46811762414188, -0.3500403959120343;"{""coordinates"": [-0.350040395912034, 39.46811762414188], ""type"": ""Point""}";1;AIORA;121;12;121;emt;144;Dr. Manuel Candela (par) - Rodr�guez de Cepeda;C DOCTOR MANUEL CANDELA 28 - VAL�NCIA;727960.74;4372078.43;
39.46806668060438, -0.34302737764748903;"{""coordinates"": [-0.343027377647489, 39.46806668060438], ""type"": ""Point""}";1;AIORA;121;12;121;emt;1499;Sants Just i Pastor - Ind�stria;C SANTOS JUSTO Y PASTOR JUNT ESTACI� METRO - VAL�NCIA;728564.28;4372090.55;
39.466912295970026, -0.33905841940538844;"{""coordinates"": [-0.339058419405388, 39.466912295970026], ""type"": ""Point""}";1;AIORA;121;12;121;emt;1500;Sants Just i Pastor - Escultor Esteve Edo;C SANTOS JUSTO Y PASTOR JUNT COLEGI - VAL�NCIA;728909.54;4371972.49;
39.462791617831904, -0.3375801090919822;"{""coordinates"": [-0.337580109091982, 39.462791617831904], ""type"": ""Point""}";1;AIORA;121;12;121;emt;1602;Serradora - Peanya;C SERRERIA 11 - VAL�NCIA;729050.25;4371518.84;
39.46457406781298, -0.33618358491652695;"{""coordinates"": [-0.336183584916527, 39.46457406781298], ""type"": ""Point""}";1;AIORA;121;12;121;emt;1757;Serradora - Jeroni de Montsoriu;C SERRERIA 35 - VAL�NCIA;729164.56;4371720.25;
39.46724535782602, -0.3777120757638496;"{""coordinates"": [-0.37771207576385, 39.46724535782602], ""type"": ""Point""}";2;LA ROQUETA;032;3;32;emt;2309;Estaci� del Nord - Bail�n;C BAILEN SN (ESTACI�) - VAL�NCIA;725582.8;4371911.93;
39.46596619352814, -0.381215670024839;"{""coordinates"": [-0.381215670024839, 39.46596619352814], ""type"": ""Point""}";2;LA ROQUETA;032;3;32;emt;815;Espanya - Julio Antonio;PL ESPA�A 3 - VAL�NCIA;725285.4899999999;4371761.17;
39.466328474745225, -0.3628318334222926;"{""coordinates"": [-0.362831833422293, 39.466328474745225], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;1427;Jacinto Benavente - Borriana;AV JACINTO BENAVENTE 16 - VAL�NCIA;726866.03;4371847.53;
39.46683757217342, -0.36255841224481716;"{""coordinates"": [-0.362558412244817, 39.46683757217342], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;1764;Jacinto Benavente - Palau de la M�sica;AV JACINTO BENAVENTE 14 (DAVANT) - VAL�NCIA;726887.9;4371904.73;
39.46321185480006, -0.36423624192304893;"{""coordinates"": [-0.364236241923049, 39.46321185480006], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;2355;Regne de Val�ncia - Joaqu�n Costa;AV REGNE DE VALENCIA 69 - VAL�NCIA;726755.32;4371498.04;
39.46384488114191, -0.36766150880652076;"{""coordinates"": [-0.367661508806521, 39.46384488114191], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;725;Regne de Val�ncia - Mestre Gozalbo;AV REGNE DE VALENCIA 43 - VAL�NCIA;726458.55;4371559.69;
39.46350766354142, -0.3638253855259147;"{""coordinates"": [-0.363825385525915, 39.46350766354142], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;732;Ciscar - Mestre Racional;C CISCAR 61 - VAL�NCIA;726789.71;4371531.91;
39.46545610413703, -0.3651252645648251;"{""coordinates"": [-0.365125264564825, 39.46545610413703], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;733;Ciscar - Borriana;C CISCAR 31 - VAL�NCIA;726671.54;4371744.92;
39.467176761909506, -0.36631664698838795;"{""coordinates"": [-0.366316646988388, 39.467176761909506], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;734;Ciscar - Comte d'Altea;C CISCAR 11 - VAL�NCIA;726563.4499999998;4371932.92;
39.468219589785335, -0.3975749455178018;"{""coordinates"": [-0.397574945517802, 39.468219589785335], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;metrovlc;18;Av. del Cid;NULL;723870.7400000001;4371970.51;A
39.46439755677277, -0.40526075175405113;"{""coordinates"": [-0.405260751754051, 39.46439755677277], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;1307;Tres Creus - Llombai;AV TRES CRUCES 49 - VAL�NCIA;723221.71;4371527.18;
39.46896508519518, -0.40252051507384357;"{""coordinates"": [-0.402520515073844, 39.46896508519518], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;506;Cid - Josep Maestre;AV CID 51 - VAL�NCIA;723442.86;4372040.98;
39.46797568737925, -0.39660409473386293;"{""coordinates"": [-0.396604094733863, 39.46797568737925], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;508;Cid - �nguera;AV CID JARD� ENGUERA - VAL�NCIA;723955.05;4371945.85;
39.46395120895064, -0.3996639392906132;"{""coordinates"": [-0.399663939290613, 39.46395120895064], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;512;Tres Forques - Santa Cruz de Tenerife;C TRES FORQUES 82 - VAL�NCIA;723704.69;4371491.52;
39.464103184193775, -0.4054480034148204;"{""coordinates"": [-0.40544800341482, 39.464103184193775], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;514;Tres Creus (carril bus) - Llombai;AV TRES CRUCES 49 (ACC�S CARRIL BUS) - VAL�NCIA;723206.54;4371494.04;
39.46329135610718, -0.3519176230166835;"{""coordinates"": [-0.351917623016684, 39.46329135610718], ""type"": ""Point""}";4;CAMI FONDO;124;12;124;emt;1109;Tom�s Monta�ana (impar) - Ast�ries;C PADRE TOMAS MONTA�ANA 24 (DAVANT) - VAL�NCIA;727814.98;4371537.95;
39.46360780180353, -0.35230763653105346;"{""coordinates"": [-0.352307636531053, 39.46360780180353], ""type"": ""Point""}";4;CAMI FONDO;124;12;124;emt;1120;Tom�s Monta�ana (par) - Ast�ries;C PADRE TOMAS MONTA�ANA 22 - VAL�NCIA;727780.39;4371572.09;
39.465773052999566, -0.35266323634377805;"{""coordinates"": [-0.352663236343778, 39.465773052999566], ""type"": ""Point""}";4;CAMI FONDO;124;12;124;emt;1617;Port - Riu Escalona;AV PUERTO 104 - VAL�NCIA;727742.73;4371811.54;
39.46344353879806, -0.3964277781882855;"{""coordinates"": [-0.396427778188286, 39.46344353879806], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;1038;Arxiduc Carles (impar) - Tres Forques;C ARCHIDUQUE CARLOS 63 - VAL�NCIA;723984.76;4371443.21;
39.46723377908242, -0.3923112736504759;"{""coordinates"": [-0.392311273650476, 39.46723377908242], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;1254;Cid - Aiora;AV CID 11 - VAL�NCIA;724326.77;4371874.18;
39.46291467213292, -0.3873451965505862;"{""coordinates"": [-0.387345196550586, 39.46291467213292], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;432;P�rez Gald�s - Lladr� i Mall�;AV PEREZ GALDOS 5 - VAL�NCIA;724767.94;4371407.13;
39.4637960143069, -0.39688848042721625;"{""coordinates"": [-0.396888480427216, 39.4637960143069], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;531;Tres Forques (impar) - Arxiduc Carles;C TRES FORQUES 77 - VAL�NCIA;723943.99;4371481.19;
39.46400190918527, -0.39191989123690524;"{""coordinates"": [-0.391919891236905, 39.46400190918527], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;532;Tres Forques - Churat i Saur�;C TRES FORQUES 33 - VAL�NCIA;724370.83;4371516.41;
39.46411195382883, -0.3890693314315881;"{""coordinates"": [-0.389069331431588, 39.46411195382883], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;533;Tres Forques - P�rez Gald�s;C TRES FORQUES 3 - VAL�NCIA;724615.74;4371535.73;
39.460240655941426, -0.38874339283212844;"{""coordinates"": [-0.388743392832128, 39.460240655941426], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;548;Jes�s (Pla�a) - Beat Nicolau Factor;C JESUS 12 (PLA�A) - VAL�NCIA;724656.24;4371106.82;
39.46172786341891, -0.39030893818848805;"{""coordinates"": [-0.390308938188488, 39.46172786341891], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;554;Conca - Moss�n Fenollar;C CUENCA 97 - VAL�NCIA;724516.75;4371268.0;
