Id. Parada;Cod. Via / Cod. Vía;Num. Portal;Suprimida;Denominació / Denominación;Línies / Líneas;Pròximes Arribades / Proximas Llegadas;geo_shape;geo_point_2d
511.0;73950.0;77 (DAVANT);0;Tres Forques (parell) - Arxiduc Carles (511);71,N5;http://www.emtvalencia.es/QR.php?sec=est&p=511;"{""coordinates"": [-0.3968986906759247, 39.4640549316569], ""type"": ""Point""}";39.4640549316569, -0.3968986906759247
348.0;47760.0;14 (DAVANT RIU);0;Estació d'autobusos (348);80;http://www.emtvalencia.es/QR.php?sec=est&p=348;"{""coordinates"": [-0.3875662738247945, 39.48001260014058], ""type"": ""Point""}";39.48001260014058, -0.3875662738247945
427.0;57300.0;95;0;Pérez Galdós - Olimpia Arozena Torres (427);67,89;http://www.emtvalencia.es/QR.php?sec=est&p=427;"{""coordinates"": [-0.3924516543019034, 39.470061032341185], ""type"": ""Point""}";39.470061032341185, -0.3924516543019034
215.0;1440.0;74;0;Primat Reig (215);11;http://www.emtvalencia.es/QR.php?sec=est&p=215;"{""coordinates"": [-0.36789066928723907, 39.486993814193085], ""type"": ""Point""}";39.486993814193085, -0.36789066928723907
223.0;33090.0;2;0;Vivers (223);70,80;http://www.emtvalencia.es/QR.php?sec=est&p=223;"{""coordinates"": [-0.3668734883003739, 39.477912433202995], ""type"": ""Point""}";39.477912433202995, -0.3668734883003739
302.0;49500.0;217;0;Camí de Montcada - Poble Nou (302);26;http://www.emtvalencia.es/QR.php?sec=est&p=302;"{""coordinates"": [-0.3838043839546851, 39.50503064441887], ""type"": ""Point""}";39.50503064441887, -0.3838043839546851
1615.0;25680.0;2 ACCS.;0;Port - Saragossa (1615);4,92,N8;http://www.emtvalencia.es/QR.php?sec=est&p=1615;"{""coordinates"": [-0.3600001765439261, 39.46794697759549], ""type"": ""Point""}";39.46794697759549, -0.3600001765439261
650.0;35462.0;16 (DAVANT);0;Poliesportiu Fta. Sant Lluís (650);13;http://www.emtvalencia.es/QR.php?sec=est&p=650;"{""coordinates"": [-0.3657970193654089, 39.452500521724005], ""type"": ""Point""}";39.452500521724005, -0.3657970193654089
1268.0;73920.0;2 (CARRIL BUS);0;Hospital General (1268);70,73,95,99,N5;http://www.emtvalencia.es/QR.php?sec=est&p=1268;"{""coordinates"": [-0.4065624413220466, 39.46864328212283], ""type"": ""Point""}";39.46864328212283, -0.4065624413220466
1170.0;23180.0;1;0;Foc - Amadeu Desfilis (1170);12,28,N10;http://www.emtvalencia.es/QR.php?sec=est&p=1170;"{""coordinates"": [-0.3946564854350024, 39.500041154383375], ""type"": ""Point""}";39.500041154383375, -0.3946564854350024
1175.0;73920.0;103 (CARRIL BUS);0;Tres Creus - Segona República Espanyola (1175);99,N5;http://www.emtvalencia.es/QR.php?sec=est&p=1175;"{""coordinates"": [-0.40277651924174435, 39.4586289177038], ""type"": ""Point""}";39.4586289177038, -0.40277651924174435
1184.0;33030.0;28;0;General Avilés - Miguel Servet (parell) (1184);64,94;http://www.emtvalencia.es/QR.php?sec=est&p=1184;"{""coordinates"": [-0.39402409371178304, 39.486923331414786], ""type"": ""Point""}";39.486923331414786, -0.39402409371178304
1211.0;900.0;173;0;Blasco Ibáñez (imparell) - José María Haro (1211);31,81,N1;http://www.emtvalencia.es/QR.php?sec=est&p=1211;"{""coordinates"": [-0.33648578725818995, 39.47109825338238], ""type"": ""Point""}";39.47109825338238, -0.33648578725818995
698.0;62010.0;114;0;Quart - Ferran el Catòlic (698);73;http://www.emtvalencia.es/QR.php?sec=est&p=698;"{""coordinates"": [-0.3893208099488203, 39.47493757884592], ""type"": ""Point""}";39.47493757884592, -0.3893208099488203
1117.0;24420.0;53;0;Dr. Manuel Candela - Sants Just i Pastor (1117);30,40;http://www.emtvalencia.es/QR.php?sec=est&p=1117;"{""coordinates"": [-0.34945838574956734, 39.470483708971614], ""type"": ""Point""}";39.470483708971614, -0.34945838574956734
940.0;46770.0;172 (DAVANT);0;Carrera del Riu - Casa Andrés (940);15;http://www.emtvalencia.es/QR.php?sec=est&p=940;"{""coordinates"": [-0.3434787026201625, 39.43545765219834], ""type"": ""Point""}";39.43545765219834, -0.3434787026201625
115.0;900.0;84 (JARDÍ);0;Blasco Ibáñez - República Argentina (115);30,31,71,81,N1;http://www.emtvalencia.es/QR.php?sec=est&p=115;"{""coordinates"": [-0.3508922782297367, 39.474750989916124], ""type"": ""Point""}";39.474750989916124, -0.3508922782297367
18.0;17820.0;177 (DAVANT);0;Malva-rosa - Cavite (18);19,31,N1;http://www.emtvalencia.es/QR.php?sec=est&p=18;"{""coordinates"": [-0.32656574728359566, 39.48309931836655], ""type"": ""Point""}";39.48309931836655, -0.32656574728359566
1218.0;5100.0;14;0;Palau de l'Exposició (1218);32;http://www.emtvalencia.es/QR.php?sec=est&p=1218;"{""coordinates"": [-0.3620979636551263, 39.47361146049102], ""type"": ""Point""}";39.47361146049102, -0.3620979636551263
1464.0;44460.0;65 ACC.;0;Malilla (imparell) - Illa Cabrera (1464);18,8;http://www.emtvalencia.es/QR.php?sec=est&p=1464;"{""coordinates"": [-0.37929367653461626, 39.44936088734793], ""type"": ""Point""}";39.44936088734793, -0.37929367653461626
1176.0;73920.0;79 (CARRIL BUS);0;Tres Creus - Dr. Pérez Feliu (1176);99,N5;http://www.emtvalencia.es/QR.php?sec=est&p=1176;"{""coordinates"": [-0.40399474426358184, 39.46060083026702], ""type"": ""Point""}";39.46060083026702, -0.40399474426358184
1356.0;59610.0;7 (DAVANT);0;la Plata - Fonteta Sant Lluís (1356);18,6,N7;http://www.emtvalencia.es/QR.php?sec=est&p=1356;"{""coordinates"": [-0.37179639389968155, 39.45289707459995], ""type"": ""Point""}";39.45289707459995, -0.37179639389968155
1409.0;900.0;200;0;Blasco Ibáñez - Manuela Estelles (1409);31,N1;http://www.emtvalencia.es/QR.php?sec=est&p=1409;"{""coordinates"": [-0.33562374278852364, 39.469927607373826], ""type"": ""Point""}";39.469927607373826, -0.33562374278852364
1114.0;62850.0;29;0;Ramon Llull - García Donato (1114);40,71;http://www.emtvalencia.es/QR.php?sec=est&p=1114;"{""coordinates"": [-0.3468700786979239, 39.476814345542415], ""type"": ""Point""}";39.476814345542415, -0.3468700786979239
1585.0;17190.0;S/N;0;Natzaret (1585);30,4;http://www.emtvalencia.es/QR.php?sec=est&p=1585;"{""coordinates"": [-0.33177604010792494, 39.44747024180433], ""type"": ""Point""}";39.44747024180433, -0.33177604010792494
1657.0;81589.0;BGW 11;0;Nou Campanar - Hospital Arnau de Vilanova (1657);67;http://www.emtvalencia.es/QR.php?sec=est&p=1657;"{""coordinates"": [-0.4043021542697896, 39.49009974886632], ""type"": ""Point""}";39.49009974886632, -0.4043021542697896
1763.0;37650.0;27 (DAVANT);0;Jacinto Benavente - Pont Angel Custodi (1763);24,25,95;http://www.emtvalencia.es/QR.php?sec=est&p=1763;"{""coordinates"": [-0.36113485681404967, 39.464318769140704], ""type"": ""Point""}";39.464318769140704, -0.36113485681404967
1747.0;71130.0;4;0;Serradora - Port (1747);99;http://www.emtvalencia.es/QR.php?sec=est&p=1747;"{""coordinates"": [-0.3379865935145151, 39.46208706690172], ""type"": ""Point""}";39.46208706690172, -0.3379865935145151
1771.0;;PAR;0;la Murta (parell) - Assagador la Torre (1771);14,9;http://www.emtvalencia.es/QR.php?sec=est&p=1771;"{""coordinates"": [-0.37700513007170383, 39.42695797603809], ""type"": ""Point""}";39.42695797603809, -0.37700513007170383
1814.0;63780.0;32 ACC;0;Reus - Poeta Fernández Heredia (1814);98;http://www.emtvalencia.es/QR.php?sec=est&p=1814;"{""coordinates"": [-0.37938529397681225, 39.48553616056461], ""type"": ""Point""}";39.48553616056461, -0.37938529397681225
1854.0;57630.0;165;0;Peris i Valero - Duc de Calàbria (1854);14;http://www.emtvalencia.es/QR.php?sec=est&p=1854;"{""coordinates"": [-0.36567505910231507, 39.461292993584856], ""type"": ""Point""}";39.461292993584856, -0.36567505910231507
1901.0;17610.0;21;0;Direcció General de Salut Pública (1901);93,98;http://www.emtvalencia.es/QR.php?sec=est&p=1901;"{""coordinates"": [-0.35268270945804336, 39.48119626881528], ""type"": ""Point""}";39.48119626881528, -0.35268270945804336
141.0;70620.0;78;0;Sants Just i Pastor - Peris Brell (141);32;http://www.emtvalencia.es/QR.php?sec=est&p=141;"{""coordinates"": [-0.34641727771750563, 39.46898731947195], ""type"": ""Point""}";39.46898731947195, -0.34641727771750563
150.0;14730.0;6;0;Cardenal Benlloch (parell) - Port (150);18,89;http://www.emtvalencia.es/QR.php?sec=est&p=150;"{""coordinates"": [-0.3560970174426078, 39.467527134963845], ""type"": ""Point""}";39.467527134963845, -0.3560970174426078
1683.0;53640.0;60 (ACC.);0;Dr. Peset Aleixandre - Montcada (1683);60,89;http://www.emtvalencia.es/QR.php?sec=est&p=1683;"{""coordinates"": [-0.3796334261844185, 39.490916646574654], ""type"": ""Point""}";39.490916646574654, -0.3796334261844185
1686.0;57300.0;25 (ACC.);0;Pérez Galdós - Tres Forques (1686);89;http://www.emtvalencia.es/QR.php?sec=est&p=1686;"{""coordinates"": [-0.3885466409169001, 39.46459971296371], ""type"": ""Point""}";39.46459971296371, -0.3885466409169001
1692.0;57300.0;62 (ACC.);0;Pérez Galdós - Heroi Romeu (1692);90;http://www.emtvalencia.es/QR.php?sec=est&p=1692;"{""coordinates"": [-0.39017935959601513, 39.46739570171268], ""type"": ""Point""}";39.46739570171268, -0.39017935959601513
2070.0;53070.0;8 ACC;0;Ciutat Administrativa 9 d'Octubre (2070);73,95,98,99;http://www.emtvalencia.es/QR.php?sec=est&p=2070;"{""coordinates"": [-0.4055931856745867, 39.47208325795632], ""type"": ""Point""}";39.47208325795632, -0.4055931856745867
2085.0;80970.0;4;0;Torrefiel (2085);6,60;http://www.emtvalencia.es/QR.php?sec=est&p=2085;"{""coordinates"": [-0.3771525112521627, 39.498528205767464], ""type"": ""Point""}";39.498528205767464, -0.3771525112521627
2094.0;14470.0;24 ACC;0;Molinell (parell) - Pintor Genaro Lahuerta (2094);98;http://www.emtvalencia.es/QR.php?sec=est&p=2094;"{""coordinates"": [-0.36705312725586736, 39.48483209535911], ""type"": ""Point""}";39.48483209535911, -0.36705312725586736
2095.0;14470.0;21;0;Molinell (imparell) - Pintor Genaro Lahuerta (2095);98;http://www.emtvalencia.es/QR.php?sec=est&p=2095;"{""coordinates"": [-0.36696633037798476, 39.484947269589476], ""type"": ""Point""}";39.484947269589476, -0.36696633037798476
2113.0;;S/N;0;Blasco Ibáñez - Mar Tirreno (2113);31;http://www.emtvalencia.es/QR.php?sec=est&p=2113;"{""coordinates"": [-0.3275985358265318, 39.4877585796915], ""type"": ""Point""}";39.4877585796915, -0.3275985358265318
1827.0;33030.0;37;0;General Avilés - Pius XII (1827);64;http://www.emtvalencia.es/QR.php?sec=est&p=1827;"{""coordinates"": [-0.3952958418142908, 39.4860214705243], ""type"": ""Point""}";39.4860214705243, -0.3952958418142908
1829.0;33030.0;1;0;General Avilés - Conchita Piquer (1829);94;http://www.emtvalencia.es/QR.php?sec=est&p=1829;"{""coordinates"": [-0.3905968368320168, 39.48801949874912], ""type"": ""Point""}";39.48801949874912, -0.3905968368320168
1862.0;62610.0;180 AC (DAVANT);0;Constitució - Coronel Montesinos (1862);16,N2;http://www.emtvalencia.es/QR.php?sec=est&p=1862;"{""coordinates"": [-0.3733657791557381, 39.49328629957593], ""type"": ""Point""}";39.49328629957593, -0.3733657791557381
571.0;32790.0;73;0;Gaspar Aguilar - Calvo Acacio (571);9;http://www.emtvalencia.es/QR.php?sec=est&p=571;"{""coordinates"": [-0.3917382229399118, 39.45411989967468], ""type"": ""Point""}";39.45411989967468, -0.3917382229399118
1801.0;30300.0;16 ACC;0;Finlàndia - Aragó (1801);32;http://www.emtvalencia.es/QR.php?sec=est&p=1801;"{""coordinates"": [-0.3587571550721798, 39.47149430617416], ""type"": ""Point""}";39.47149430617416, -0.3587571550721798
1816.0;59760.0;11;0;Argenter Suárez - Miraculosa (1816);98;http://www.emtvalencia.es/QR.php?sec=est&p=1816;"{""coordinates"": [-0.37287465513570645, 39.48526901315684], ""type"": ""Point""}";39.48526901315684, -0.37287465513570645
1838.0;25980.0;8;0;Duc de Mandas - Constitució (1838);11,12;http://www.emtvalencia.es/QR.php?sec=est&p=1838;"{""coordinates"": [-0.370859933746354, 39.49469063062696], ""type"": ""Point""}";39.49469063062696, -0.370859933746354
1858.0;17250.0;2;0;Estació del Nord - Castelló (1858);15,19,7,N7;http://www.emtvalencia.es/QR.php?sec=est&p=1858;"{""coordinates"": [-0.3768044017627947, 39.466285570394696], ""type"": ""Point""}";39.466285570394696, -0.3768044017627947
1919.0;55710.0;12 (DAVANT);0;Poliesportiu Natzaret - Pont de les Drassanes (1919);30,4,95,N8;http://www.emtvalencia.es/QR.php?sec=est&p=1919;"{""coordinates"": [-0.33206456403847856, 39.451857131525855], ""type"": ""Point""}";39.451857131525855, -0.33206456403847856
1940.0;51540.0;S/N;0;Fonteta de Sant Lluís (1940);13,7,N7;http://www.emtvalencia.es/QR.php?sec=est&p=1940;"{""coordinates"": [-0.36875707741728947, 39.44183578640397], ""type"": ""Point""}";39.44183578640397, -0.36875707741728947
1943.0;81628.0;S/N (CARRIL BUS);0;Bulevard Sud- Pont (1943);64;http://www.emtvalencia.es/QR.php?sec=est&p=1943;"{""coordinates"": [-0.38645069337613347, 39.446218205183264], ""type"": ""Point""}";39.446218205183264, -0.38645069337613347
1958.0;58830.0;3;0;Pintor Maella - Illes Canàries (1958);35;http://www.emtvalencia.es/QR.php?sec=est&p=1958;"{""coordinates"": [-0.34632806998706195, 39.463474786032265], ""type"": ""Point""}";39.463474786032265, -0.34632806998706195
1818.0;72030.0;73;0;Sueca - Peris i Valero (1818);7,N7;http://www.emtvalencia.es/QR.php?sec=est&p=1818;"{""coordinates"": [-0.3731643213242576, 39.45888549004815], ""type"": ""Point""}";39.45888549004815, -0.3731643213242576
1961.0;2250.0;49;0;Alfahuir - Germans Machado (1961);70;http://www.emtvalencia.es/QR.php?sec=est&p=1961;"{""coordinates"": [-0.35917501015980235, 39.49357881864023], ""type"": ""Point""}";39.49357881864023, -0.35917501015980235
2179.0;32880.0;FTE. 107;0;Gavines - Entrada Filero (2179);25;http://www.emtvalencia.es/QR.php?sec=est&p=2179;"{""coordinates"": [-0.2917894513587539, 39.3019644290928], ""type"": ""Point""}";39.3019644290928, -0.2917894513587539
2188.0;32880.0;249;0;Gavines (imparell) - Les Escales (2188);25;http://www.emtvalencia.es/QR.php?sec=est&p=2188;"{""coordinates"": [-0.2819260887335254, 39.285205918852604], ""type"": ""Point""}";39.285205918852604, -0.2819260887335254
2168.0;42390.0;S/N EMBARCADERO;0;Embarcador de l'Albufera (I) (2168);24,25;http://www.emtvalencia.es/QR.php?sec=est&p=2168;"{""coordinates"": [-0.3235743539468294, 39.34941901999708], ""type"": ""Point""}";39.34941901999708, -0.3235743539468294
2277.0;38100.0;SN (INSTITUT);0;Xàtiva (2277);10,11,28,60,62,67,7,70,71,72,73,9,C1,N4,N5;http://www.emtvalencia.es/QR.php?sec=est&p=2277;"{""coordinates"": [-0.37803001909890876, 39.467883264908636], ""type"": ""Point""}";39.467883264908636, -0.37803001909890876
2280.0;8580.0;4;0;Barques - Pl. de l'Ajuntament (2280);10,32,71,81,N8;http://www.emtvalencia.es/QR.php?sec=est&p=2280;"{""coordinates"": [-0.3754938249770125, 39.47030633633648], ""type"": ""Point""}";39.47030633633648, -0.3754938249770125
2313.0;46290.0;8;0;Institut Lluís Vives (2313);C1,N6;http://www.emtvalencia.es/QR.php?sec=est&p=2313;"{""coordinates"": [-0.37710054523926506, 39.46863048006576], ""type"": ""Point""}";39.46863048006576, -0.37710054523926506
2305.0;17160.0;48;0;Democràcia - Velázquez (2305);73,N4;http://www.emtvalencia.es/QR.php?sec=est&p=2305;"{""coordinates"": [-0.4004405379418552, 39.47343755922188], ""type"": ""Point""}";39.47343755922188, -0.4004405379418552
2222.0;56280.0;S/N;0;Plaça de la Reina (2222);C1;http://www.emtvalencia.es/QR.php?sec=est&p=2222;"{""coordinates"": [-0.3758163668971253, 39.47361052631086], ""type"": ""Point""}";39.47361052631086, -0.3758163668971253
1044.0;;POLIESPORTIU;0;Poliesportiu de Burjassot (1044);63;http://www.emtvalencia.es/QR.php?sec=est&p=1044;"{""coordinates"": [-0.4162871688457954, 39.50772062463645], ""type"": ""Point""}";39.50772062463645, -0.4162871688457954
383.0;;2;0;Dr. Soriano Benlloch - Rafael Tenes Escrich (383);62;http://www.emtvalencia.es/QR.php?sec=est&p=383;"{""coordinates"": [-0.4173282952580855, 39.49955546473998], ""type"": ""Point""}";39.49955546473998, -0.4173282952580855
390.0;;1;0;Terramelar  (390);62;http://www.emtvalencia.es/QR.php?sec=est&p=390;"{""coordinates"": [-0.4279307015844851, 39.50819355102462], ""type"": ""Point""}";39.50819355102462, -0.4279307015844851
606.0;30210.0;BARDISSA CENTRAL;0;Parc Central (606);90;http://www.emtvalencia.es/QR.php?sec=est&p=606;"{""coordinates"": [-0.3764721523610052, 39.45790463610097], ""type"": ""Point""}";39.45790463610097, -0.3764721523610052
764.0;5160.0;1 (DAVANT RIU);0;Plaça Amèrica (764);10,12,24,25,4,94,95,N1,N8;http://www.emtvalencia.es/QR.php?sec=est&p=764;"{""coordinates"": [-0.36413769904304755, 39.46928963085881], ""type"": ""Point""}";39.46928963085881, -0.36413769904304755
425.0;57300.0;137;0;Pérez Galdós - Democràcia (425);67,89;http://www.emtvalencia.es/QR.php?sec=est&p=425;"{""coordinates"": [-0.3955983699722911, 39.47446296440309], ""type"": ""Point""}";39.47446296440309, -0.3955983699722911
199.0;55140.0;72;0;Pare Viñas - Duc de Mandas (199);11;http://www.emtvalencia.es/QR.php?sec=est&p=199;"{""coordinates"": [-0.37043901258816153, 39.49412668835639], ""type"": ""Point""}";39.49412668835639, -0.37043901258816153
216.0;61410.0;101 (DAVANT JARDÍ);0;Primat Reig - Calderón de la Barca (216);90,N2;http://www.emtvalencia.es/QR.php?sec=est&p=216;"{""coordinates"": [-0.366171206986556, 39.486132856561134], ""type"": ""Point""}";39.486132856561134, -0.366171206986556
540.0;57960.0;2;0;Camí nou de Picanya - Tres Creus (540);72,73,N5;http://www.emtvalencia.es/QR.php?sec=est&p=540;"{""coordinates"": [-0.4033659197447694, 39.45752170203241], ""type"": ""Point""}";39.45752170203241, -0.4033659197447694
552.0;59460.0;3;0;Pius XI - Manuel Simó (552);11;http://www.emtvalencia.es/QR.php?sec=est&p=552;"{""coordinates"": [-0.39219459445835936, 39.45976676171187], ""type"": ""Point""}";39.45976676171187, -0.39219459445835936
2242.0;81612.0;S/N (C.C.SALER DAVANT);0;Actor Antonio Ferrandis - Centre Comercial (2242);99;http://www.emtvalencia.es/QR.php?sec=est&p=2242;"{""coordinates"": [-0.35284397501902387, 39.452636588319436], ""type"": ""Point""}";39.452636588319436, -0.35284397501902387
2307.0;59490.0;S/N (ILLETA);0;General Avilés (illeta) - Pius XII (2307);94;http://www.emtvalencia.es/QR.php?sec=est&p=2307;"{""coordinates"": [-0.3958820309358738, 39.48559001534807], ""type"": ""Point""}";39.48559001534807, -0.3958820309358738
2049.0;;1;0;Barraques del Figuero (imparell) - Llauradors (2049);15,95;http://www.emtvalencia.es/QR.php?sec=est&p=2049;"{""coordinates"": [-0.34038446764873836, 39.45073038656823], ""type"": ""Point""}";39.45073038656823, -0.34038446764873836
2014.0;60480.0;14;0;Teatre Principal (2014);31,4,6;http://www.emtvalencia.es/QR.php?sec=est&p=2014;"{""coordinates"": [-0.3742453703589538, 39.47056078545704], ""type"": ""Point""}";39.47056078545704, -0.3742453703589538
2071.0;53070.0;S/N CONSELLERIES;0;Ciutat Administrativa 9 d'Octubre (2071);73,95,98,99;http://www.emtvalencia.es/QR.php?sec=est&p=2071;"{""coordinates"": [-0.40504420995549334, 39.470641956274534], ""type"": ""Point""}";39.470641956274534, -0.40504420995549334
2084.0;;S/N;0;Vinalesa (2084);16;http://www.emtvalencia.es/QR.php?sec=est&p=2084;"{""coordinates"": [-0.3674442140952633, 39.533671049329854], ""type"": ""Point""}";39.533671049329854, -0.3674442140952633
576.0;69330.0;278;0;Sant Vicent Màrtir - Joaquín Navarro (576);27,64;http://www.emtvalencia.es/QR.php?sec=est&p=576;"{""coordinates"": [-0.38469769380185215, 39.4527911504647], ""type"": ""Point""}";39.4527911504647, -0.38469769380185215
579.0;69330.0;438;0;Sant Vicent Màrtir (parell) - Arquebisbe Olaechea (579);27,9,N6;http://www.emtvalencia.es/QR.php?sec=est&p=579;"{""coordinates"": [-0.3875334083863065, 39.44368660183897], ""type"": ""Point""}";39.44368660183897, -0.3875334083863065
583.0;63090.0;100;0;Real de Madrid (parell) - Eduardo Dato (583);27,9,N6;http://www.emtvalencia.es/QR.php?sec=est&p=583;"{""coordinates"": [-0.392912081101602, 39.429929164492044], ""type"": ""Point""}";39.429929164492044, -0.392912081101602
586.0;81170.0;1;0;La Torre (586);27,N6;http://www.emtvalencia.es/QR.php?sec=est&p=586;"{""coordinates"": [-0.3934715045179921, 39.42738425310394], ""type"": ""Point""}";39.42738425310394, -0.3934715045179921
593.0;69330.0;289;0;Sant Vicent Màrtir - Altamira (593);27,64;http://www.emtvalencia.es/QR.php?sec=est&p=593;"{""coordinates"": [-0.38527892909105504, 39.449146389388616], ""type"": ""Point""}";39.449146389388616, -0.38527892909105504
600.0;57630.0;156;0;Peris i Valero - Pere Aleixandre (600);14,15,89;http://www.emtvalencia.es/QR.php?sec=est&p=600;"{""coordinates"": [-0.3656000725227582, 39.46106784872129], ""type"": ""Point""}";39.46106784872129, -0.3656000725227582
1474.0;58020.0;S/N;0;Accés Cementeri (1474);10;http://www.emtvalencia.es/QR.php?sec=est&p=1474;"{""coordinates"": [-0.39691611782509767, 39.4457785923486], ""type"": ""Point""}";39.4457785923486, -0.39691611782509767
1489.0;42340.0;S/N;0;Tarongers - Facultat de Magisteri (1489);18,93,98;http://www.emtvalencia.es/QR.php?sec=est&p=1489;"{""coordinates"": [-0.347228853313095, 39.48010716138913], ""type"": ""Point""}";39.48010716138913, -0.347228853313095
1622.0;25680.0;256;0;Port - Eivissa (1622);30,4,92,N8;http://www.emtvalencia.es/QR.php?sec=est&p=1622;"{""coordinates"": [-0.339188778152408, 39.46181884040959], ""type"": ""Point""}";39.46181884040959, -0.339188778152408
1418.0;81384.0;2;0;Inst. Obrer de Val. (parell) - Amado Granell Mesado (1418);13,35,N9;http://www.emtvalencia.es/QR.php?sec=est&p=1418;"{""coordinates"": [-0.3605944113820716, 39.45441539577533], ""type"": ""Point""}";39.45441539577533, -0.3605944113820716
1425.0;56340.0;3;0;Petxina - Túria (1425);95;http://www.emtvalencia.es/QR.php?sec=est&p=1425;"{""coordinates"": [-0.38430304779318536, 39.47960717312815], ""type"": ""Point""}";39.47960717312815, -0.38430304779318536
1431.0;72870.0;5 (ACCÉS);0;Tirso de Molina - Pius XII (1431);95;http://www.emtvalencia.es/QR.php?sec=est&p=1431;"{""coordinates"": [-0.39291533587780414, 39.47842212071948], ""type"": ""Point""}";39.47842212071948, -0.39291533587780414
1662.0;74730.0;60;0;Vall de la Ballestera - Pío Baroja (1662);98,99;http://www.emtvalencia.es/QR.php?sec=est&p=1662;"{""coordinates"": [-0.4040932418372411, 39.4786780173791], ""type"": ""Point""}";39.4786780173791, -0.4040932418372411
815.0;81467.0;3;0;Plaça Espanya (815);10,27,9,N6;http://www.emtvalencia.es/QR.php?sec=est&p=815;"{""coordinates"": [-0.3812156649651316, 39.46596632854621], ""type"": ""Point""}";39.46596632854621, -0.3812156649651316
167.0;900.0;32;0;Facultat de Filologia (167);12,30,31,71,80,81;http://www.emtvalencia.es/QR.php?sec=est&p=167;"{""coordinates"": [-0.35920429410147164, 39.47683767702657], ""type"": ""Point""}";39.47683767702657, -0.35920429410147164
1654.0;80950.0;109 (DAVANT);0;Mestre Rodrigo - la Safor (1654);67;http://www.emtvalencia.es/QR.php?sec=est&p=1654;"{""coordinates"": [-0.4041990611139158, 39.48710339383917], ""type"": ""Point""}";39.48710339383917, -0.4041990611139158
1766.0;35100.0;34;0;Guillem de Castro - Comissaria de policia (1766);11,28,C1;http://www.emtvalencia.es/QR.php?sec=est&p=1766;"{""coordinates"": [-0.38356725372324885, 39.470921168887536], ""type"": ""Point""}";39.470921168887536, -0.38356725372324885
1733.0;32790.0;92 DUP;0;Hospital Dr. Peset (1733);9,N6;http://www.emtvalencia.es/QR.php?sec=est&p=1733;"{""coordinates"": [-0.3933107688611551, 39.45223404390701], ""type"": ""Point""}";39.45223404390701, -0.3933107688611551
1931.0;32790.0;99;0;Hospital Dr. Peset (1931);9;http://www.emtvalencia.es/QR.php?sec=est&p=1931;"{""coordinates"": [-0.39289984344593626, 39.45244895804157], ""type"": ""Point""}";39.45244895804157, -0.39289984344593626
1980.0;47430.0;128;0;Major de Natzaret - Castell de Pop (1980);30,4,95,N8;http://www.emtvalencia.es/QR.php?sec=est&p=1980;"{""coordinates"": [-0.3346088607125288, 39.44853873629484], ""type"": ""Point""}";39.44853873629484, -0.3346088607125288
1981.0;6180.0;3 (DAVANT);0;Aras de los Olmos - Castell de Pop (1981);30,4,95,N8;http://www.emtvalencia.es/QR.php?sec=est&p=1981;"{""coordinates"": [-0.33313319494008886, 39.44845367072225], ""type"": ""Point""}";39.44845367072225, -0.33313319494008886
1990.0;2250.0;41;0;Estadi Ciutat de València (1990);70;http://www.emtvalencia.es/QR.php?sec=est&p=1990;"{""coordinates"": [-0.3614754708955227, 39.49225830991974], ""type"": ""Point""}";39.49225830991974, -0.3614754708955227
1774.0;81176.0;S/N (ESQUINA VTE.LA RODA);0;Doctor Álvaro López - Vicent La Roda (1774);99;http://www.emtvalencia.es/QR.php?sec=est&p=1774;"{""coordinates"": [-0.33102719024103866, 39.48056693737326], ""type"": ""Point""}";39.48056693737326, -0.33102719024103866
2324.0;30960.0;71 (DAVANT);0;França - Camí Fondo del Grao (2324);94;http://www.emtvalencia.es/QR.php?sec=est&p=2324;"{""coordinates"": [-0.34181066946538025, 39.457843933244504], ""type"": ""Point""}";39.457843933244504, -0.34181066946538025
2069.0;81637.0;1;0;Terrateig - Poeta Rafael Alberti (2069);67;http://www.emtvalencia.es/QR.php?sec=est&p=2069;"{""coordinates"": [-0.4038558055585973, 39.48098758434245], ""type"": ""Point""}";39.48098758434245, -0.4038558055585973
2213.0;81310.0;35;0;Estadi de Mestalla  (2213);10,12,80,93,N1;http://www.emtvalencia.es/QR.php?sec=est&p=2213;"{""coordinates"": [-0.35650129946418085, 39.47538409500397], ""type"": ""Point""}";39.47538409500397, -0.35650129946418085
2195.0;32880.0;S/N FTE. DEVESA GARDENS;0;Càmping la Devesa (2195);25;http://www.emtvalencia.es/QR.php?sec=est&p=2195;"{""coordinates"": [-0.30945858270853666, 39.323238473941736], ""type"": ""Point""}";39.323238473941736, -0.30945858270853666
2176.0;32880.0;S/N DEVESA GARDEN;0;Càmping la Devesa (2176);25;http://www.emtvalencia.es/QR.php?sec=est&p=2176;"{""coordinates"": [-0.3094238812824255, 39.32296644992034], ""type"": ""Point""}";39.32296644992034, -0.3094238812824255
382.0;;25;0;Mossén Miguel Tarin (imparell) - Miquel Agraït (382);62;http://www.emtvalencia.es/QR.php?sec=est&p=382;"{""coordinates"": [-0.41634854955580486, 39.49876092468515], ""type"": ""Point""}";39.49876092468515, -0.41634854955580486
585.0;;32;0;Forn d'Alcedo (585);14,9;http://www.emtvalencia.es/QR.php?sec=est&p=585;"{""coordinates"": [-0.37640522211784355, 39.43234242206631], ""type"": ""Point""}";39.43234242206631, -0.37640522211784355
