Id. Parada;Cod. Via / Cod. Vía;Num. Portal;Suprimida;Denominació / Denominación;Línies / Líneas;Pròximes Arribades / Proximas Llegadas;geo_shape;geo_point_2d
2180.0;32880.0;FTE 145;0;Gavines (parell) - Platja (2180);25;http://www.emtvalencia.es/QR.php?sec=est&p=2180;"{""coordinates"": [-0.2892315442557703, 39.297596296685256], ""type"": ""Point""}";39.297596296685256, -0.2892315442557703
2240.0;81612.0;S/N;0;Actor Antonio Ferrandis (imparell) - En Corts (2240);99;http://www.emtvalencia.es/QR.php?sec=est&p=2240;"{""coordinates"": [-0.3624389000375285, 39.448551757224315], ""type"": ""Point""}";39.448551757224315, -0.3624389000375285
2032.0;20310.0;4-6;0;Les Corts (2032);11,16,26,6,80,94,N10;http://www.emtvalencia.es/QR.php?sec=est&p=2032;"{""coordinates"": [-0.3742677624589383, 39.47872157854415], ""type"": ""Point""}";39.47872157854415, -0.3742677624589383
2194.0;32880.0;59;0;Gavines - Botavara (2194);25;http://www.emtvalencia.es/QR.php?sec=est&p=2194;"{""coordinates"": [-0.2945519235758161, 39.30528470219565], ""type"": ""Point""}";39.30528470219565, -0.2945519235758161
2193.0;32880.0;107;0;Gavines - Les dunes (2193);25;http://www.emtvalencia.es/QR.php?sec=est&p=2193;"{""coordinates"": [-0.29169434896846114, 39.30210177176995], ""type"": ""Point""}";39.30210177176995, -0.29169434896846114
2198.0;81238.0;S/N;0;Gola de Puchol (IV) (2198);24,25;http://www.emtvalencia.es/QR.php?sec=est&p=2198;"{""coordinates"": [-0.32086058821602126, 39.357493611266456], ""type"": ""Point""}";39.357493611266456, -0.32086058821602126
2165.0;42390.0;10;0;Pinars (parell) - El Saler (2165);24,25;http://www.emtvalencia.es/QR.php?sec=est&p=2165;"{""coordinates"": [-0.33254542772893125, 39.38320878943973], ""type"": ""Point""}";39.38320878943973, -0.33254542772893125
2257.0;55320.0;1;0;Palau de Justícia (2257);11,31,32,6,70,71,81,N10,N2;http://www.emtvalencia.es/QR.php?sec=est&p=2257;"{""coordinates"": [-0.36956817829456495, 39.47207596206278], ""type"": ""Point""}";39.47207596206278, -0.36956817829456495
2271.0;990215.0;133 ACC;0;Passeig Marítim - Pavia (2271);93,98;http://www.emtvalencia.es/QR.php?sec=est&p=2271;"{""coordinates"": [-0.32460945801156404, 39.4742645348839], ""type"": ""Point""}";39.4742645348839, -0.32460945801156404
2260.0;19350.0;13-15;0;Colón - Pascual i Genís (2260);10,11,28,32,40,70,71,8,81,N1,N10,N2,N8;http://www.emtvalencia.es/QR.php?sec=est&p=2260;"{""coordinates"": [-0.3735744715296922, 39.46819493294377], ""type"": ""Point""}";39.46819493294377, -0.3735744715296922
2261.0;38100.0;17;0;Estació del Nord (2261);19,35,40,6,8,N1,N7,N8,N9;http://www.emtvalencia.es/QR.php?sec=est&p=2261;"{""coordinates"": [-0.37649526457013743, 39.467514635721294], ""type"": ""Point""}";39.467514635721294, -0.37649526457013743
1283.0;62850.0;NOVES FACULTATS;0;Campus Tarongers (1283);40,71;http://www.emtvalencia.es/QR.php?sec=est&p=1283;"{""coordinates"": [-0.34532807433998286, 39.47927736170695], ""type"": ""Point""}";39.47927736170695, -0.34532807433998286
1298.0;28800.0;1;0;Espinosa - Ferran el Catòlic (1298);60,62,73;http://www.emtvalencia.es/QR.php?sec=est&p=1298;"{""coordinates"": [-0.3843959717064521, 39.4721221939705], ""type"": ""Point""}";39.4721221939705, -0.3843959717064521
1129.0;70530.0;51;0;Sant Doménec Savio - Josep Esteve (1129);6,60;http://www.emtvalencia.es/QR.php?sec=est&p=1129;"{""coordinates"": [-0.3755159116763595, 39.49602306488437], ""type"": ""Point""}";39.49602306488437, -0.3755159116763595
1143.0;34500.0;74;0;Centre de Salut Fonteta (1143);13,7,N7;http://www.emtvalencia.es/QR.php?sec=est&p=1143;"{""coordinates"": [-0.3681617463809649, 39.442507726023], ""type"": ""Point""}";39.442507726023, -0.3681617463809649
1151.0;20010.0;4 (DAVANT);0;Centre de Salut Salvador Allende (1151);16,N2;http://www.emtvalencia.es/QR.php?sec=est&p=1151;"{""coordinates"": [-0.37273030129435136, 39.49471895590445], ""type"": ""Point""}";39.49471895590445, -0.37273030129435136
2027.0;25680.0;204;0;Port - Trafalgar (2027);30,4,92,N8;http://www.emtvalencia.es/QR.php?sec=est&p=2027;"{""coordinates"": [-0.34419196205892433, 39.46330636258073], ""type"": ""Point""}";39.46330636258073, -0.34419196205892433
1812.0;38370.0;3;0;Joaquím Ballester (imparell) - Pare Ferris (1812);98;http://www.emtvalencia.es/QR.php?sec=est&p=1812;"{""coordinates"": [-0.3854716070173363, 39.484813825417525], ""type"": ""Point""}";39.484813825417525, -0.3854716070173363
1937.0;81172.0;28;0;Arquitecte Segura de Lago - Dr. Rafael Bartual (1937);72,73,N5;http://www.emtvalencia.es/QR.php?sec=est&p=1937;"{""coordinates"": [-0.40308755647828237, 39.4535227230909], ""type"": ""Point""}";39.4535227230909, -0.40308755647828237
1949.0;42340.0;4 DUP;0;Tarongers - Facultat de Magisteri (1949);18;http://www.emtvalencia.es/QR.php?sec=est&p=1949;"{""coordinates"": [-0.34599939834394794, 39.47981689713002], ""type"": ""Point""}";39.47981689713002, -0.34599939834394794
1951.0;81456.0;17 ACC (DAVANT);0;Pere II El Cerimonios - Vicente Beltrán Grimalt (1951);35;http://www.emtvalencia.es/QR.php?sec=est&p=1951;"{""coordinates"": [-0.347192148340816, 39.462558899092706], ""type"": ""Point""}";39.462558899092706, -0.347192148340816
1806.0;14470.0;1;0;Molinell (imparell) - Alboraia (1806);98,N10;http://www.emtvalencia.es/QR.php?sec=est&p=1806;"{""coordinates"": [-0.3700428613032802, 39.48520324342893], ""type"": ""Point""}";39.48520324342893, -0.3700428613032802
1865.0;57300.0;131 (DAVANT);0;Pérez Galdós - Sant Josep de la Muntanya (1865);67,N4;http://www.emtvalencia.es/QR.php?sec=est&p=1865;"{""coordinates"": [-0.39488896506346793, 39.473994685702266], ""type"": ""Point""}";39.473994685702266, -0.39488896506346793
2122.0;40890.0;89 (DAVANT);0;Parc de Natzaret (2122);30,4;http://www.emtvalencia.es/QR.php?sec=est&p=2122;"{""coordinates"": [-0.33328721280162654, 39.44458966947652], ""type"": ""Point""}";39.44458966947652, -0.33328721280162654
2231.0;1440.0;24-26;0;Centre d'especialitats Ricard Trénor  (2231);11,N10;http://www.emtvalencia.es/QR.php?sec=est&p=2231;"{""coordinates"": [-0.3705717018844134, 39.48185718248969], ""type"": ""Point""}";39.48185718248969, -0.3705717018844134
2234.0;2790.0;16ACC (DAV);0;Almassora - Pintor Vilar (2234);11;http://www.emtvalencia.es/QR.php?sec=est&p=2234;"{""coordinates"": [-0.3726952078369107, 39.48286109940063], ""type"": ""Point""}";39.48286109940063, -0.3726952078369107
2315.0;65250.0;30;0;Roger de Llòria - Colón (2315);40;http://www.emtvalencia.es/QR.php?sec=est&p=2315;"{""coordinates"": [-0.37259575211011514, 39.46913251637978], ""type"": ""Point""}";39.46913251637978, -0.37259575211011514
2295.0;33480.0;SN;0;Amado Granell Mesado (parell) - Antonio Ferrandis (2295);14;http://www.emtvalencia.es/QR.php?sec=est&p=2295;"{""coordinates"": [-0.35920142965635643, 39.45064884159421], ""type"": ""Point""}";39.45064884159421, -0.35920142965635643
2312.0;68820.0;REIXA INSTITUT;0;Estació del Nord - Sant Pau (2312);62,67,73,9,N3,N7;http://www.emtvalencia.es/QR.php?sec=est&p=2312;"{""coordinates"": [-0.3778266392067869, 39.468393565184314], ""type"": ""Point""}";39.468393565184314, -0.3778266392067869
2301.0;33240.0;1;0;Félix del Río - Camí de Montcada (2301);60;http://www.emtvalencia.es/QR.php?sec=est&p=2301;"{""coordinates"": [-0.37947477999329565, 39.49198776163449], ""type"": ""Point""}";39.49198776163449, -0.37947477999329565
2338.0;;49;0;País Valencià - València (2338);9;http://www.emtvalencia.es/QR.php?sec=est&p=2338;"{""coordinates"": [-0.3814167408394351, 39.42642679040525], ""type"": ""Point""}";39.42642679040525, -0.3814167408394351
2340.0;;83 (DAVANT);0;País Valencià - Pintor Sorolla (2340);9;http://www.emtvalencia.es/QR.php?sec=est&p=2340;"{""coordinates"": [-0.38477011143400464, 39.427966203019466], ""type"": ""Point""}";39.427966203019466, -0.38477011143400464
2341.0;56250.0;9 (DAVANT);0;Passeig Marítim - Mediterrània (2341);32;http://www.emtvalencia.es/QR.php?sec=est&p=2341;"{""coordinates"": [-0.32457598427002543, 39.46830732255087], ""type"": ""Point""}";39.46830732255087, -0.32457598427002543
1140.0;49500.0;341;0;Camí de Montcada - Gasolinera (1140);26;http://www.emtvalencia.es/QR.php?sec=est&p=1140;"{""coordinates"": [-0.3864642654513256, 39.5122945733796], ""type"": ""Point""}";39.5122945733796, -0.3864642654513256
1152.0;49500.0;341 (DAVANT);0;Camí de Montcada - Camí Alqueria de Marquet (1152);26;http://www.emtvalencia.es/QR.php?sec=est&p=1152;"{""coordinates"": [-0.38633082134124713, 39.5122017270186], ""type"": ""Point""}";39.5122017270186, -0.38633082134124713
1162.0;990215.0;FINAL PASSEIG;0;Passeig Marítim - Mendizábal (1162);32;http://www.emtvalencia.es/QR.php?sec=est&p=1162;"{""coordinates"": [-0.3252024019888047, 39.48355244046615], ""type"": ""Point""}";39.48355244046615, -0.3252024019888047
1177.0;73920.0;CANTÓ T.FORQUES (CARRIL BUS);0;Tres Creus - Tres Forques (1177);99;http://www.emtvalencia.es/QR.php?sec=est&p=1177;"{""coordinates"": [-0.40546988921610605, 39.462802876516236], ""type"": ""Point""}";39.462802876516236, -0.40546988921610605
1319.0;81575.0;P.CONGRESSOS (PAR);0;Corts Valencianes - Palau de Congressos (1319);62,63,99,N3;http://www.emtvalencia.es/QR.php?sec=est&p=1319;"{""coordinates"": [-0.40181811153762703, 39.494183850192464], ""type"": ""Point""}";39.494183850192464, -0.40181811153762703
387.0;;DAVANT HOTEL;0;Polvorí - Sinarques (387);62;http://www.emtvalencia.es/QR.php?sec=est&p=387;"{""coordinates"": [-0.42522663676222255, 39.500991787797524], ""type"": ""Point""}";39.500991787797524, -0.42522663676222255
7.0;24300.0;PORTA PPAL.;0;Edifici del Rellotge (7);19,92,95,N9;http://www.emtvalencia.es/QR.php?sec=est&p=7;"{""coordinates"": [-0.3324961026053938, 39.46035702072443], ""type"": ""Point""}";39.46035702072443, -0.3324961026053938
1587.0;2910.0;3;0;Marina de València (1587);19,92;http://www.emtvalencia.es/QR.php?sec=est&p=1587;"{""coordinates"": [-0.3294739656056153, 39.46378658245906], ""type"": ""Point""}";39.46378658245906, -0.3294739656056153
250.0;62610.0;360;0;Constitució (parell) - Tavernes Blanques (250);16,N2;http://www.emtvalencia.es/QR.php?sec=est&p=250;"{""coordinates"": [-0.36780207454484715, 39.50420124851776], ""type"": ""Point""}";39.50420124851776, -0.36780207454484715
136.0;70620.0;59;0;Sants Just i Pastor - Lleons (136);32;http://www.emtvalencia.es/QR.php?sec=est&p=136;"{""coordinates"": [-0.34799795800167294, 39.46975163452432], ""type"": ""Point""}";39.46975163452432, -0.34799795800167294
154.0;900.0;37 (BARDISSA LATERAL);0;Blasco Ibáñez - Rubén Darío (154);30,31,71,81,89,N1;http://www.emtvalencia.es/QR.php?sec=est&p=154;"{""coordinates"": [-0.3539115521832035, 39.475908821952615], ""type"": ""Point""}";39.475908821952615, -0.3539115521832035
178.0;26820.0;40;0;Emili Baró - Manuel Castellanos (178);12,70;http://www.emtvalencia.es/QR.php?sec=est&p=178;"{""coordinates"": [-0.36126425691697295, 39.48670487857733], ""type"": ""Point""}";39.48670487857733, -0.36126425691697295
186.0;61410.0;70;0;Primat Reig - Jaume Roig (186);90,98;http://www.emtvalencia.es/QR.php?sec=est&p=186;"{""coordinates"": [-0.3633803278420699, 39.48407398723863], ""type"": ""Point""}";39.48407398723863, -0.3633803278420699
225.0;14730.0;99;0;Cardenal Benlloch - Ciutat de Mula (225);18,90;http://www.emtvalencia.es/QR.php?sec=est&p=225;"{""coordinates"": [-0.35315890133992645, 39.47432558037473], ""type"": ""Point""}";39.47432558037473, -0.35315890133992645
231.0;26190.0;31;0;Eduard Boscà - Balears (231);18,89;http://www.emtvalencia.es/QR.php?sec=est&p=231;"{""coordinates"": [-0.35772845387797686, 39.46429795476555], ""type"": ""Point""}";39.46429795476555, -0.35772845387797686
1330.0;21870.0;4;0;Florista (1330);28;http://www.emtvalencia.es/QR.php?sec=est&p=1330;"{""coordinates"": [-0.39743263129890005, 39.495574489483765], ""type"": ""Point""}";39.495574489483765, -0.39743263129890005
1363.0;38670.0;100 (DAVANT);0;Regne de València (imparell) - Alcalde Reig (1363);40;http://www.emtvalencia.es/QR.php?sec=est&p=1363;"{""coordinates"": [-0.36117927817648254, 39.462427716848396], ""type"": ""Point""}";39.462427716848396, -0.36117927817648254
242.0;53640.0;105;0;Dr. Peset Aleixandre - Guardacostes (242);60,64,90;http://www.emtvalencia.es/QR.php?sec=est&p=242;"{""coordinates"": [-0.3829222819940433, 39.48998211816957], ""type"": ""Point""}";39.48998211816957, -0.3829222819940433
280.0;49500.0;92;0;Camí de Montcada (parell) - Cambrils (280);26;http://www.emtvalencia.es/QR.php?sec=est&p=280;"{""coordinates"": [-0.38015074417768174, 39.4946989253522], ""type"": ""Point""}";39.4946989253522, -0.38015074417768174
284.0;49500.0;260;0;Camí de Montcada - Casa d'Àngel (284);26;http://www.emtvalencia.es/QR.php?sec=est&p=284;"{""coordinates"": [-0.38396921301397063, 39.506847919125384], ""type"": ""Point""}";39.506847919125384, -0.38396921301397063
303.0;49500.0;181;0;Camí de Montcada - Ctra. Carpesa (303);26;http://www.emtvalencia.es/QR.php?sec=est&p=303;"{""coordinates"": [-0.38264649176434967, 39.50273142014839], ""type"": ""Point""}";39.50273142014839, -0.38264649176434967
64.0;74730.0;1;0;Vall de la Ballestera - Campanar (64);98,99;http://www.emtvalencia.es/QR.php?sec=est&p=64;"{""coordinates"": [-0.393545512567508, 39.48091290492269], ""type"": ""Point""}";39.48091290492269, -0.393545512567508
70.0;55710.0;58 (DAVANT);0;Poliesportiu Natzaret - Moraira (70);30,4,95,N8;http://www.emtvalencia.es/QR.php?sec=est&p=70;"{""coordinates"": [-0.33242877535322085, 39.45055909542334], ""type"": ""Point""}";39.45055909542334, -0.33242877535322085
1417.0;81384.0;3;0;Inst. Obrer de Val. (imparell) - Amado Granell Mesado (1417);13,35,N9;http://www.emtvalencia.es/QR.php?sec=est&p=1417;"{""coordinates"": [-0.36071520920458994, 39.45457962167039], ""type"": ""Point""}";39.45457962167039, -0.36071520920458994
1422.0;56340.0;47;0;Petxina - Pérez Galdos (1422);95;http://www.emtvalencia.es/QR.php?sec=est&p=1422;"{""coordinates"": [-0.39675385859092016, 39.474647788340086], ""type"": ""Point""}";39.474647788340086, -0.39675385859092016
1430.0;58710.0;31;0;Albereda - Illes Canàries (1430);4,92,94,N8;http://www.emtvalencia.es/QR.php?sec=est&p=1430;"{""coordinates"": [-0.3604474562139681, 39.46788511246925], ""type"": ""Point""}";39.46788511246925, -0.3604474562139681
290.0;;103;0;Carpesa (290);26;http://www.emtvalencia.es/QR.php?sec=est&p=290;"{""coordinates"": [-0.3773143752871361, 39.515098993531204], ""type"": ""Point""}";39.515098993531204, -0.3773143752871361
696.0;30000.0;85;0;Túria (696);60,62,64,79,92,N3;http://www.emtvalencia.es/QR.php?sec=est&p=696;"{""coordinates"": [-0.3900978443496681, 39.47699300557139], ""type"": ""Point""}";39.47699300557139, -0.3900978443496681
749.0;62010.0;134;0;Quart - Terol (749);73;http://www.emtvalencia.es/QR.php?sec=est&p=749;"{""coordinates"": [-0.39128027130327875, 39.47461197811272], ""type"": ""Point""}";39.47461197811272, -0.39128027130327875
627.0;31920.0;70;0;Fonteta Sant Lluís - Bèrnia (627);7;http://www.emtvalencia.es/QR.php?sec=est&p=627;"{""coordinates"": [-0.37162165655642027, 39.45396312664135], ""type"": ""Point""}";39.45396312664135, -0.37162165655642027
525.0;81020.0;5;0;José Andreu Alabarta - Professor Àngel Lacalle (525);72,73;http://www.emtvalencia.es/QR.php?sec=est&p=525;"{""coordinates"": [-0.404771350758735, 39.454266735538795], ""type"": ""Point""}";39.454266735538795, -0.404771350758735
530.0;73950.0;99 (ACCÉS);0;Tres Forques - Mare de Déu de la Cabeça (530);71,N5;http://www.emtvalencia.es/QR.php?sec=est&p=530;"{""coordinates"": [-0.3998469363943848, 39.46368117339872], ""type"": ""Point""}";39.46368117339872, -0.3998469363943848
532.0;73950.0;33;0;Tres Forques - Churat i Saurí (532);71;http://www.emtvalencia.es/QR.php?sec=est&p=532;"{""coordinates"": [-0.3919199326488302, 39.46400204524694], ""type"": ""Point""}";39.46400204524694, -0.3919199326488302
9.0;24360.0;38;0;Dr. Lluch - Vicent Gallart (9);19,92,N9;http://www.emtvalencia.es/QR.php?sec=est&p=9;"{""coordinates"": [-0.32848401723716, 39.46562731388932], ""type"": ""Point""}";39.46562731388932, -0.32848401723716
16.0;17820.0;94;0;Cavite - Vicent la Roda (16);19,31,N1;http://www.emtvalencia.es/QR.php?sec=est&p=16;"{""coordinates"": [-0.3266646838466293, 39.479115616941954], ""type"": ""Point""}";39.479115616941954, -0.3266646838466293
24.0;44550.0;57;0;la Malva-rosa - Sant Rafael (24);19,31,92,N1;http://www.emtvalencia.es/QR.php?sec=est&p=24;"{""coordinates"": [-0.32814842442332903, 39.47911786974092], ""type"": ""Point""}";39.47911786974092, -0.32814842442332903
45.0;58530.0;30;0;Pintor Ferrandis - Josep Benlliure (45);31,N1;http://www.emtvalencia.es/QR.php?sec=est&p=45;"{""coordinates"": [-0.32957534251672244, 39.471948384053576], ""type"": ""Point""}";39.471948384053576, -0.32957534251672244
1410.0;;S/N (IMPAR);0;Borbotó (1410);26;http://www.emtvalencia.es/QR.php?sec=est&p=1410;"{""coordinates"": [-0.3886678195476463, 39.51418151401951], ""type"": ""Point""}";39.51418151401951, -0.3886678195476463
1442.0;25080.0;43 (CARRIL BUS);0;Dr. Tomàs Sala (imparell) - Sant Vicent Màrtir (1442);18,9,99,N6;http://www.emtvalencia.es/QR.php?sec=est&p=1442;"{""coordinates"": [-0.3872770335861917, 39.44692260835913], ""type"": ""Point""}";39.44692260835913, -0.3872770335861917
1537.0;58710.0;s/n;0;Parc Gulliver  (1537);19,94;http://www.emtvalencia.es/QR.php?sec=est&p=1537;"{""coordinates"": [-0.35879300916703183, 39.46318627266343], ""type"": ""Point""}";39.46318627266343, -0.35879300916703183
1552.0;45810.0;30;0;Marí Blas de Lezo - Felip Gauna (1552);31,98,99,N1;http://www.emtvalencia.es/QR.php?sec=est&p=1552;"{""coordinates"": [-0.3340077005111219, 39.47225120271202], ""type"": ""Point""}";39.47225120271202, -0.3340077005111219
331.0;12540.0;56;0;Bombas Gens (331);28,94,N10;http://www.emtvalencia.es/QR.php?sec=est&p=331;"{""coordinates"": [-0.38562989681110177, 39.48548516355135], ""type"": ""Point""}";39.48548516355135, -0.38562989681110177
333.0;12540.0;114;0;Burjassot - Dr. Peset Aleixandre (333);28,94,N10;http://www.emtvalencia.es/QR.php?sec=est&p=333;"{""coordinates"": [-0.3890689091090323, 39.48833469992052], ""type"": ""Point""}";39.48833469992052, -0.3890689091090323
339.0;59610.0;59;0;la Plata - Sapadors (339);18,6;http://www.emtvalencia.es/QR.php?sec=est&p=339;"{""coordinates"": [-0.3657443125431373, 39.45584425932465], ""type"": ""Point""}";39.45584425932465, -0.3657443125431373
341.0;21660.0;1 FGV;0;Pont de Fusta (341);16,26,6,79,94,95;http://www.emtvalencia.es/QR.php?sec=est&p=341;"{""coordinates"": [-0.37401109059047366, 39.4809077774229], ""type"": ""Point""}";39.4809077774229, -0.37401109059047366
367.0;2400.0;102;0;Campanar - Joan Pau II (367);89;http://www.emtvalencia.es/QR.php?sec=est&p=367;"{""coordinates"": [-0.3937953224402587, 39.48003460861822], ""type"": ""Point""}";39.48003460861822, -0.3937953224402587
372.0;59490.0;28;0;Pius XII - Campanar (372);62,63,64,92,99,N3;http://www.emtvalencia.es/QR.php?sec=est&p=372;"{""coordinates"": [-0.39328386658874426, 39.482233591707285], ""type"": ""Point""}";39.482233591707285, -0.39328386658874426
419.0;44850.0;1;0;Manuel de Falla - Mestre Rodrigo (419);67,95;http://www.emtvalencia.es/QR.php?sec=est&p=419;"{""coordinates"": [-0.39780872499083714, 39.47632291104864], ""type"": ""Point""}";39.47632291104864, -0.39780872499083714
422.0;80950.0;13;0;Mestre Rodrigo - Manuel de Falla (422);67;http://www.emtvalencia.es/QR.php?sec=est&p=422;"{""coordinates"": [-0.39779420967041934, 39.47743618411912], ""type"": ""Point""}";39.47743618411912, -0.39779420967041934
473.0;12180.0;71;0;Brasil - Velàzquez (473);73;http://www.emtvalencia.es/QR.php?sec=est&p=473;"{""coordinates"": [-0.4006458202088345, 39.47246202669662], ""type"": ""Point""}";39.47246202669662, -0.4006458202088345
657.0;31740.0;54;0;Font d'en Corts - Levantina Alegre (657);14;http://www.emtvalencia.es/QR.php?sec=est&p=657;"{""coordinates"": [-0.3607197582904198, 39.44867925943339], ""type"": ""Point""}";39.44867925943339, -0.3607197582904198
659.0;31740.0;161 (DAVANT);0;Font d'en Corts (parell) - Matador d'en Corts (659);14;http://www.emtvalencia.es/QR.php?sec=est&p=659;"{""coordinates"": [-0.35601795022189014, 39.44271560423901], ""type"": ""Point""}";39.44271560423901, -0.35601795022189014
664.0;;65;0;Crist del Refugi - del Remolí (664);14;http://www.emtvalencia.es/QR.php?sec=est&p=664;"{""coordinates"": [-0.3639365492256364, 39.42470350239161], ""type"": ""Point""}";39.42470350239161, -0.3639365492256364
1145.0;;S/N;0;Campus de Burjassot (1145);63;http://www.emtvalencia.es/QR.php?sec=est&p=1145;"{""coordinates"": [-0.42169964653488445, 39.509630083457694], ""type"": ""Point""}";39.509630083457694, -0.42169964653488445
1366.0;;CORTES D'ARENÓS;0;La Llum (1366);71;http://www.emtvalencia.es/QR.php?sec=est&p=1366;"{""coordinates"": [-0.41714866161426606, 39.46845737329358], ""type"": ""Point""}";39.46845737329358, -0.41714866161426606
381.0;;49;0;Mossén Miguel Tarin (imparell) - Carretera de Paterna (381);62;http://www.emtvalencia.es/QR.php?sec=est&p=381;"{""coordinates"": [-0.41605320943872726, 39.49713534639552], ""type"": ""Point""}";39.49713534639552, -0.41605320943872726
395.0;;53;0;Campament (imparell) - Joaquín Marín (395);62,N3;http://www.emtvalencia.es/QR.php?sec=est&p=395;"{""coordinates"": [-0.4226941165430092, 39.50148699751043], ""type"": ""Point""}";39.50148699751043, -0.4226941165430092
1320.0;81576.0;6;0;Camp de Túria (parell) - Corts Valencianes (1320);62,N3;http://www.emtvalencia.es/QR.php?sec=est&p=1320;"{""coordinates"": [-0.40400419354279304, 39.49432534052181], ""type"": ""Point""}";39.49432534052181, -0.40400419354279304
1321.0;81576.0;6 (DAVANT);0;Camp de Túria (imparell) - Corts Valencianes (1321);62,N3;http://www.emtvalencia.es/QR.php?sec=est&p=1321;"{""coordinates"": [-0.40337081510038314, 39.49391476445109], ""type"": ""Point""}";39.49391476445109, -0.40337081510038314
292.0;49500.0;S/N (SILVESTRE);0;Benifaraig a Montcada - Casa Silvestre (292);26;http://www.emtvalencia.es/QR.php?sec=est&p=292;"{""coordinates"": [-0.38604529372573154, 39.52525355985053], ""type"": ""Point""}";39.52525355985053, -0.38604529372573154
434.0;33900.0;JARDÍ;0;Giorgeta - Ctra. D'Escrivà (434);27;http://www.emtvalencia.es/QR.php?sec=est&p=434;"{""coordinates"": [-0.38393378842095716, 39.45799732092898], ""type"": ""Point""}";39.45799732092898, -0.38393378842095716
485.0;18390.0;S/N (JARDÍ 9 D'OCTUBRE);0;Nou d'Octubre (485);93,N4;http://www.emtvalencia.es/QR.php?sec=est&p=485;"{""coordinates"": [-0.40557850645080745, 39.47013317475743], ""type"": ""Point""}";39.47013317475743, -0.40557850645080745
849.0;31740.0;112;0;Font d'en Corts (parell) - Mossén Palanca (849);14;http://www.emtvalencia.es/QR.php?sec=est&p=849;"{""coordinates"": [-0.35751203884286215, 39.444492271525384], ""type"": ""Point""}";39.444492271525384, -0.35751203884286215
929.0;46770.0;267;0;Carrera del Riu (imparell) - Canal (929);14,15,24,25;http://www.emtvalencia.es/QR.php?sec=est&p=929;"{""coordinates"": [-0.34090115402451227, 39.42356462373024], ""type"": ""Point""}";39.42356462373024, -0.34090115402451227
931.0;;151;0;el Tremolar - Guadiana (931);14;http://www.emtvalencia.es/QR.php?sec=est&p=931;"{""coordinates"": [-0.35035269714630507, 39.42229023928656], ""type"": ""Point""}";39.42229023928656, -0.35035269714630507
934.0;;23 (DAVANT);0;el Tremolar - Camí del Cavalló (934);14;http://www.emtvalencia.es/QR.php?sec=est&p=934;"{""coordinates"": [-0.36099426786497923, 39.42349814485445], ""type"": ""Point""}";39.42349814485445, -0.36099426786497923
936.0;;100;0;el Tremolar - Séquia de l'Or (936);14;http://www.emtvalencia.es/QR.php?sec=est&p=936;"{""coordinates"": [-0.35620080490369793, 39.422615295518746], ""type"": ""Point""}";39.422615295518746, -0.35620080490369793
938.0;;163 (DAVANT);0;el Tremolar - Camí del Bracet (938);14;http://www.emtvalencia.es/QR.php?sec=est&p=938;"{""coordinates"": [-0.34504441349228704, 39.42131843170627], ""type"": ""Point""}";39.42131843170627, -0.34504441349228704
939.0;46770.0;219;0;Carrera del Riu - Entrada casa Rosquilla (939);15;http://www.emtvalencia.es/QR.php?sec=est&p=939;"{""coordinates"": [-0.3429951473059988, 39.43211317444846], ""type"": ""Point""}";39.43211317444846, -0.3429951473059988
949.0;;1 (DAVANT);0;Almàssera (949);16;http://www.emtvalencia.es/QR.php?sec=est&p=949;"{""coordinates"": [-0.3613584036763181, 39.51637262851342], ""type"": ""Point""}";39.51637262851342, -0.3613584036763181
1007.0;38290.0;26;0;Jesús Morante Borràs (I) - (1007);15;http://www.emtvalencia.es/QR.php?sec=est&p=1007;"{""coordinates"": [-0.34543455299927084, 39.45101489021512], ""type"": ""Point""}";39.45101489021512, -0.34543455299927084
1010.0;38290.0;158;0;Jesús Morante Borrás (IV) (1010);15;http://www.emtvalencia.es/QR.php?sec=est&p=1010;"{""coordinates"": [-0.3439874281076998, 39.44414756137639], ""type"": ""Point""}";39.44414756137639, -0.3439874281076998
1014.0;38290.0;75;0;Jesús Morante Borràs (VIII) -  (1014);15;http://www.emtvalencia.es/QR.php?sec=est&p=1014;"{""coordinates"": [-0.34386496765355334, 39.44789369518285], ""type"": ""Point""}";39.44789369518285, -0.34386496765355334
1029.0;;72;0;Vicent Puchol - Font de Bonet (1029);14;http://www.emtvalencia.es/QR.php?sec=est&p=1029;"{""coordinates"": [-0.36419505902750116, 39.4266084086136], ""type"": ""Point""}";39.4266084086136, -0.36419505902750116
1126.0;20280.0;74;0;Comte de Torrefiel - Josep Esteve (1126);6,60;http://www.emtvalencia.es/QR.php?sec=est&p=1126;"{""coordinates"": [-0.3768122756845486, 39.4958258230829], ""type"": ""Point""}";39.4958258230829, -0.3768122756845486
1118.0;24420.0;29;0;Dr. Manuel Candela (imparell) - Rodríguez de Cepeda (1118);30,40;http://www.emtvalencia.es/QR.php?sec=est&p=1118;"{""coordinates"": [-0.3502674310412221, 39.46837632561385], ""type"": ""Point""}";39.46837632561385, -0.3502674310412221
924.0;46770.0;314;0;Carrera del Riu - Trav. Pinedo a la Mar (924);14,15,24,25;http://www.emtvalencia.es/QR.php?sec=est&p=924;"{""coordinates"": [-0.3406249446178361, 39.42169734723553], ""type"": ""Point""}";39.42169734723553, -0.3406249446178361
