name,line,geometry,longitude,latitude,type
Primat Reig - Dr. Gómez Ferrer,"[""90"", ""98""]",POINT (-0.3603170919812813 39.48181223106321),-0.3603170919812813,39.48181223106321,emt
Primat Reig - Jaume Roig,"[""90"", ""98""]",POINT (-0.3633803278420699 39.48407398723863),-0.3633803278420699,39.48407398723863,emt
Borbotó,"[""26""]",POINT (-0.3886678195476463 39.51418151401951),-0.3886678195476463,39.51418151401951,emt
Blanqueria - Pare d' Òrfens,"[""28"", ""95"", ""C1""]",POINT (-0.3777590314775099 39.48037510519851),-0.3777590314775099,39.48037510519851,emt
Dr. Tomàs Sala  - Sant Vicent Màrtir,"[""18"", ""9"", ""99"", ""N6""]",POINT (-0.3872770335861917 39.44692260835913),-0.3872770335861917,39.44692260835913,emt
Parc Gulliver,"[""19"", ""94""]",POINT (-0.3587930091670318 39.46318627266343),-0.3587930091670318,39.46318627266343,emt
Bombas Gens,"[""28"", ""94"", ""N10""]",POINT (-0.3856298968111018 39.48548516355135),-0.3856298968111017,39.48548516355135,emt
Pont de Fusta,"[""16"", ""26"", ""6"", ""79"", ""94"", ""95""]",POINT (-0.3740110905904737 39.4809077774229),-0.3740110905904736,39.4809077774229,emt
Ferran el Catòlic - Juan de Mena,"[""60"", ""62"", ""64"", ""80"", ""92"", ""N3""]",POINT (-0.3861318703269894 39.47232192391291),-0.3861318703269893,39.47232192391291,emt
Quart - Guillem de Castro,"[""73""]",POINT (-0.3846713154528348 39.47572058859991),-0.3846713154528348,39.47572058859991,emt
Misser Mascó - Dr. Moliner,"[""32""]",POINT (-0.362503832423428 39.47554958631664),-0.362503832423428,39.47554958631664,emt
Brasil - Velàzquez,"[""73""]",POINT (-0.4006458202088345 39.47246202669662),-0.4006458202088345,39.47246202669662,emt
Ramon Llull - García Donato,"[""40"", ""71""]",POINT (-0.3468700786979239 39.476814345542415),-0.3468700786979239,39.476814345542415,emt
Campus de Burjassot,"[""63""]",POINT (-0.4216996465348844 39.509630083457694),-0.4216996465348844,39.509630083457694,emt
La Llum,"[""71""]",POINT (-0.4171486616142661 39.46845737329358),-0.417148661614266,39.46845737329358,emt
Quart - Terol,"[""73""]",POINT (-0.3912802713032788 39.47461197811272),-0.3912802713032787,39.47461197811272,emt
Campament  - Joaquín Marín,"[""62"", ""N3""]",POINT (-0.4226941165430092 39.50148699751043),-0.4226941165430092,39.50148699751043,emt
Nou d'Octubre,"[""93"", ""N4""]",POINT (-0.4055785064508074 39.47013317475743),-0.4055785064508074,39.47013317475743,emt
Serradora - Poliesportiu,"[""32"", ""99""]",POINT (-0.33503715902562 39.46667732511951),-0.33503715902562,39.46667732511951,emt
Martí Grajales - Serradora,"[""32""]",POINT (-0.3345553043626351 39.46825484873621),-0.3345553043626351,39.46825484873621,emt
Reina - Pescadors,"[""19"", ""92"", ""N1""]",POINT (-0.3285296166249586 39.46986107034692),-0.3285296166249586,39.46986107034692,emt
el Tremolar - Camí del Cavalló,"[""14""]",POINT (-0.3609942678649792 39.42349814485445),-0.3609942678649792,39.42349814485445,emt
Pintor Ferrandis - Josep Benlliure,"[""31"", ""N1""]",POINT (-0.3295753425167224 39.471948384053576),-0.3295753425167224,39.471948384053576,emt
Almàssera,"[""16""]",POINT (-0.3613584036763181 39.51637262851342),-0.3613584036763181,39.51637262851342,emt
Jesús Morante Borràs  -,"[""15""]",POINT (-0.3454345529992708 39.45101489021512),-0.3454345529992708,39.45101489021512,emt
Jesús Morante Borrás,"[""15""]",POINT (-0.3439874281076998 39.44414756137639),-0.3439874281076998,39.44414756137639,emt
Jesús Morante Borràs  -,"[""15""]",POINT (-0.3438649676535533 39.44789369518285),-0.3438649676535533,39.44789369518285,emt
Port - Saragossa,"[""4"", ""92"", ""N8""]",POINT (-0.3600001765439261 39.46794697759549),-0.3600001765439261,39.46794697759549,emt
Cardenal Benlloch - Ernest Ferrer,"[""18"", ""90""]",POINT (-0.3542597170047676 39.47204907178329),-0.3542597170047676,39.47204907178329,emt
Vicent Zaragozà,"[""10""]",POINT (-0.3575740857631919 39.48407868643406),-0.3575740857631919,39.48407868643406,emt
Amadeu de Savoia - Suècia,"[""32""]",POINT (-0.3594915098152329 39.47303074723169),-0.3594915098152329,39.47303074723169,emt
Finlàndia - General Gil Dolz,"[""32""]",POINT (-0.3603308647332809 39.47272286992908),-0.3603308647332809,39.47272286992908,emt
Illes Canàries - Lebon,"[""30"", ""4"", ""92"", ""N8""]",POINT (-0.3504602989321458 39.46504304755925),-0.3504602989321458,39.46504304755925,emt
Port - Illes Canàries,"[""19"", ""N9""]",POINT (-0.3381571286187352 39.46152898895248),-0.3381571286187351,39.46152898895248,emt
Carda - Moro Zeit,"[""73""]",POINT (-0.3808729918214302 39.47511272140295),-0.3808729918214302,39.47511272140295,emt
Centre de Salut Benimaclet,"[""10""]",POINT (-0.3585035150302925 39.48332168711801),-0.3585035150302925,39.48332168711801,emt
Editor Manuel Aguilar - Guillem Sorolla,"[""11"", ""60"", ""62"", ""73""]",POINT (-0.380412359239771 39.47271228635729),-0.380412359239771,39.47271228635729,emt
Plaça del Temple,"[""11"", ""16"", ""26"", ""28"", ""6"", ""80"", ""94"", ""95"", ""C1"", ""N10""]",POINT (-0.3712278016518398 39.47697902585149),-0.3712278016518398,39.47697902585149,emt
Poliesportiu Fta. Sant Lluís,"[""13""]",POINT (-0.3664446867397901 39.451940743698394),-0.3664446867397901,39.4519407436984,emt
Plaça de Cánovas,"[""80"", ""92"", ""93""]",POINT (-0.3658185852528091 39.46848898117759),-0.3658185852528091,39.46848898117759,emt
Plaça d'Espanya,"[""80"", ""92""]",POINT (-0.3810372751688724 39.46526988246608),-0.3810372751688723,39.46526988246608,emt
Av. de l'Oest  - Sant Agustí,"[""27"", ""7"", ""73""]",POINT (-0.3795578084269184 39.46949136427292),-0.3795578084269184,39.46949136427292,emt
Conca - Pérez Galdós,"[""11""]",POINT (-0.3885707407060946 39.46377446986934),-0.3885707407060946,39.46377446986934,emt
Fonteta Sant Lluís  - Àngel Villena,"[""13"", ""7"", ""N7""]",POINT (-0.3684030328771879 39.448583023433734),-0.3684030328771879,39.44858302343373,emt
Pl. Amèrica - Navarro Reverter,"[""10"", ""4"", ""94""]",POINT (-0.3658702891536002 39.4706842963996),-0.3658702891536001,39.4706842963996,emt
Mercat de Castilla,"[""71"", ""99""]",POINT (-0.4061690717084912 39.465459804945326),-0.4061690717084912,39.465459804945326,emt
Central de Policia Local de València,"[""70"", ""93"", ""N4""]",POINT (-0.3999233152564228 39.46855484215892),-0.3999233152564228,39.46855484215892,emt
Mercat de Campanar,"[""89""]",POINT (-0.3947695586673236 39.47777580159739),-0.3947695586673236,39.47777580159739,emt
Campanar,"[""62"", ""64"", ""92"", ""99"", ""N3""]",POINT (-0.3946933426654246 39.48439589204899),-0.3946933426654246,39.48439589204899,emt
Giorgeta - Albacete,"[""90""]",POINT (-0.3860026431579386 39.46154303335536),-0.3860026431579386,39.46154303335536,emt
Parc de Benicalap,"[""28"", ""N10""]",POINT (-0.3962106880814399 39.49567884866867),-0.3962106880814399,39.49567884866867,emt
Pont dels Serrans,"[""16"", ""26"", ""6"", ""80"", ""94"", ""N10""]",POINT (-0.3753595170469953 39.48164319706041),-0.3753595170469953,39.48164319706041,emt
Estació d'autobusos,"[""79"", ""95""]",POINT (-0.3877087530282515 39.480211915773715),-0.3877087530282515,39.48021191577372,emt
Escola Oficial d'Idiomes,"[""79"", ""94"", ""95""]",POINT (-0.3812053074435144 39.48298254491847),-0.3812053074435144,39.48298254491847,emt
Dr. Manuel Candela  - Port,"[""30"", ""40""]",POINT (-0.3509472577149589 39.46597126822129),-0.3509472577149589,39.46597126822129,emt
Dr. Manuel Candela  - Port,"[""30"", ""40""]",POINT (-0.3512720404620183 39.465908186544326),-0.3512720404620183,39.465908186544326,emt
Dr. Manuel Candela  - Rodríguez de Cepeda,"[""30"", ""40""]",POINT (-0.3502674310412221 39.46837632561385),-0.3502674310412221,39.46837632561385,emt
Dr. Manuel Candela  - Rodríguez de Cepeda,"[""30"", ""40""]",POINT (-0.3500404147013441 39.46811774168418),-0.3500404147013441,39.46811774168418,emt
Pont de les Drassanes,"[""30"", ""4"", ""95"", ""N8""]",POINT (-0.3299745828044704 39.45506261133725),-0.3299745828044704,39.45506261133725,emt
Sants Just i Pastor - Escultor Esteve Edo,"[""32""]",POINT (-0.3390583913822913 39.46691242145077),-0.3390583913822912,39.46691242145077,emt
Serradora - Peanya,"[""99"", ""N9""]",POINT (-0.3375800691131813 39.462791752047224),-0.3375800691131813,39.46279175204722,emt
Primat Reig - Xàbia,"[""10"", ""90"", ""98""]",POINT (-0.3565960883188091 39.47901319651021),-0.356596088318809,39.47901319651021,emt
França-Albereda,"[""19"", ""N9""]",POINT (-0.3521466572906376 39.46005182152625),-0.3521466572906376,39.46005182152625,emt
França-Trafalgar,"[""19"", ""N9""]",POINT (-0.3456023537080434 39.45861530746599),-0.3456023537080434,39.45861530746599,emt
Jacinto Benavente - Borriana,"[""13"", ""24"", ""25"", ""95""]",POINT (-0.3628317805160906 39.466328644711474),-0.3628317805160905,39.466328644711474,emt
Jacinto Benavente - Palau de la Música,"[""24"", ""25"", ""95""]",POINT (-0.3625584170618676 39.466837752458325),-0.3625584170618676,39.466837752458325,emt
Regne de València - Mestre Gozalbo,"[""19""]",POINT (-0.3676614927874143 39.46384499789331),-0.3676614927874143,39.46384499789331,emt
Joan XXIII  - Félix del Río,"[""60"", ""64""]",POINT (-0.3823089200493711 39.4912216304024),-0.382308920049371,39.4912216304024,emt
Ciscar - Mestre Racional,"[""13""]",POINT (-0.3638254251834878 39.463507844616686),-0.3638254251834878,39.463507844616686,emt
Blasco Ibáñez - José María Orense,"[""31"", ""81"", ""N1""]",POINT (-0.340052576937374 39.47216399351745),-0.340052576937374,39.47216399351745,emt
Ciscar - Borriana,"[""13"", ""40""]",POINT (-0.3651252342108836 39.46545629263329),-0.3651252342108835,39.46545629263329,emt
Ciscar - Comte d'Altea,"[""13"", ""40""]",POINT (-0.3663166285891424 39.46717694166819),-0.3663166285891424,39.46717694166819,emt
Tres Creus  - Llombai,"[""71"", ""73"", ""99"", ""N5""]",POINT (-0.4054479622256522 39.46410335444224),-0.4054479622256522,39.46410335444224,emt
Tres Creus - Llombai,"[""70""]",POINT (-0.4052608054741534 39.464397675087085),-0.4052608054741534,39.464397675087085,emt
Tossal del Rei,"[""12"", ""16"", ""N2""]",POINT (-0.3723487535040463 39.496316211566324),-0.3723487535040463,39.49631621156632,emt
Mercat de Natzaret,"[""30"", ""4"", ""95"", ""N8""]",POINT (-0.3341561776066225 39.450237298460074),-0.3341561776066225,39.45023729846008,emt
Pont de les Drassanes,"[""30"", ""4"", ""95"", ""N8""]",POINT (-0.3306578542809831 39.454493936024),-0.3306578542809831,39.454493936024,emt
Músic Espí - Gravador Fabregat,"[""12""]",POINT (-0.3741982329483814 39.49696940247059),-0.3741982329483814,39.49696940247059,emt
Port - Riu Escalona,"[""4"", ""92"", ""N8""]",POINT (-0.3526632875858894 39.46577323434218),-0.3526632875858894,39.46577323434218,emt
Aragó - Ernest Ferrer,"[""10"", ""12"", ""79"", ""93"", ""N1""]",POINT (-0.3568933589312843 39.4728157944994),-0.3568933589312842,39.4728157944994,emt
Arxiduc Carles  - Tres Forques,"[""72""]",POINT (-0.3964277824215156 39.46344373708717),-0.3964277824215156,39.46344373708717,emt
Cid - Aiora,"[""67"", ""70"", ""89"", ""93"", ""N4""]",POINT (-0.3923113127113459 39.46723397815293),-0.3923113127113459,39.46723397815293,emt
Aragó,"[""10"", ""12"", ""80"", ""93"", ""N1""]",POINT (-0.3578193955924653 39.47279886321418),-0.3578193955924653,39.47279886321418,emt
Tres Forques  - Arxiduc Carles,"[""71"", ""N5""]",POINT (-0.396888496609976 39.4637962038548),-0.396888496609976,39.4637962038548,emt
Tres Forques  - Arxiduc Carles,"[""71"", ""N5""]",POINT (-0.3968986906759247 39.4640549316569),-0.3968986906759247,39.4640549316569,emt
Tres Forques - Churat i Saurí,"[""71""]",POINT (-0.3919199326488302 39.46400204524694),-0.3919199326488302,39.46400204524694,emt
Cardenal Benlloch - Sants Just i Pastor,"[""18"", ""89""]",POINT (-0.3538671785622053 39.472140924152086),-0.3538671785622053,39.472140924152086,emt
Albereda  - L'Hemisfèric,"[""94""]",POINT (-0.3529621413320648 39.45943549573665),-0.3529621413320647,39.45943549573665,emt
Marítim - Serradora,"[""99""]",POINT (-0.336123890213226 39.46401999477247),-0.336123890213226,39.46401999477247,emt
La Malva-rosa - Mendizàbal,"[""99""]",POINT (-0.3292264613206788 39.483874084813834),-0.3292264613206788,39.48387408481384,emt
Filipines - Gibraltar,"[""8""]",POINT (-0.3788205964376223 39.4607583215138),-0.3788205964376223,39.4607583215138,emt
la Murta  - Cementeri,"[""14"", ""9""]",POINT (-0.3780329532518725 39.42507766761667),-0.3780329532518725,39.42507766761667,emt
Orriols,"[""11"", ""12""]",POINT (-0.3683987623827159 39.492895232988744),-0.3683987623827159,39.49289523298874,emt
Germanies - Sevilla,"[""15"", ""19"", ""79"", ""92"", ""93""]",POINT (-0.3746594381490225 39.46435627681756),-0.3746594381490225,39.46435627681756,emt
Cadis - Puerto Rico,"[""7"", ""N7""]",POINT (-0.3736885919328791 39.46186663193128),-0.3736885919328791,39.46186663193128,emt
Cadis - dels Centelles,"[""7"", ""N7""]",POINT (-0.3718067286186897 39.4592662745097),-0.3718067286186897,39.4592662745097,emt
Amistat,"[""32""]",POINT (-0.3498450829022355 39.47030864145061),-0.3498450829022355,39.47030864145061,emt
Pintor Salvador Abril - Mestre J. Serrano,"[""14"", ""15"", ""35"", ""6"", ""N9""]",POINT (-0.3709369933054984 39.46375709314925),-0.3709369933054984,39.46375709314925,emt
Comissaria Policia - Marítim,"[""95"", ""N9""]",POINT (-0.3284097712575996 39.46290421170919),-0.3284097712575995,39.46290421170919,emt
Peris i Valero - Pintor Salvador Abril,"[""14"", ""35"", ""N9""]",POINT (-0.3678117213164141 39.46042515743724),-0.3678117213164141,39.46042515743724,emt
Pare Esteban Pernet  - Centre Comercial,"[""71""]",POINT (-0.4125941963771926 39.46699042836268),-0.4125941963771926,39.46699042836268,emt
Albereda - Pont del Regne,"[""19"", ""40"", ""94""]",POINT (-0.3567920097923907 39.46097446479127),-0.3567920097923907,39.46097446479127,emt
Cases de Bàrcena III -,"[""16""]",POINT (-0.3573106563254098 39.522340052226276),-0.3573106563254097,39.52234005222628,emt
Reus,"[""98""]",POINT (-0.382808970297176 39.48572281620208),-0.382808970297176,39.48572281620208,emt
Joan XXIII  - Félix del Río,"[""64""]",POINT (-0.3824033616671084 39.49053076657013),-0.3824033616671084,39.49053076657013,emt
Illes Canàries,"[""35""]",POINT (-0.3491471614381523 39.463160710419906),-0.3491471614381523,39.46316071041991,emt
Albereda  - Museu de les Ciències,"[""94""]",POINT (-0.3502611281751168 39.45757031587636),-0.3502611281751168,39.45757031587636,emt
Menorca -  Centre Comercial,"[""94"", ""99"", ""N9""]",POINT (-0.345891153851769 39.45742892594355),-0.345891153851769,39.45742892594355,emt
Centre de Salut Assutzena,"[""12"", ""N10""]",POINT (-0.3907715436438417 39.494067113924665),-0.3907715436438417,39.494067113924665,emt
Riu Nervión - Riu Segre,"[""12"", ""N10""]",POINT (-0.3821985883275548 39.49565698533578),-0.3821985883275548,39.49565698533578,emt
Club Nàutic,"[""15""]",POINT (-0.3347437428105366 39.42797378068089),-0.3347437428105366,39.42797378068089,emt
Eivissa - Prof.Vicente Llorens,"[""30"", ""4"", ""92"", ""N8""]",POINT (-0.3395451078194701 39.461045542657345),-0.3395451078194701,39.46104554265735,emt
Hospital la Fe,"[""64"", ""8"", ""99""]",POINT (-0.3772749187754382 39.44545305953772),-0.3772749187754382,39.44545305953772,emt
Illes Canàries - Trafalgar,"[""30"", ""4"", ""92"", ""N8""]",POINT (-0.3446181307742784 39.46310543099896),-0.3446181307742784,39.46310543099896,emt
IES La Patacona,"[""31""]",POINT (-0.3253322064273052 39.49314485999567),-0.3253322064273052,39.49314485999567,emt
Port - Noguera,"[""30"", ""4"", ""92"", ""N8""]",POINT (-0.3418276582589269 39.46253756205425),-0.3418276582589268,39.46253756205425,emt
La Patacona,"[""31""]",POINT (-0.3267302018090434 39.492784956477635),-0.3267302018090434,39.49278495647764,emt
Regne de València  - Alcalde Reig,"[""40""]",POINT (-0.3611792781764825 39.462427716848396),-0.3611792781764825,39.4624277168484,emt
Regne de València  - Alcalde Reig,"[""40""]",POINT (-0.3608618180579194 39.46205693155921),-0.3608618180579194,39.46205693155921,emt
Alcalde Reig - Pont del Regne,"[""15"", ""24"", ""25"", ""95""]",POINT (-0.3601325706808689 39.46180729364421),-0.3601325706808689,39.46180729364421,emt
Alcalde Reig  - Pere Aleixandre,"[""15"", ""24"", ""25"", ""95""]",POINT (-0.3587170268205189 39.45986161104104),-0.3587170268205189,39.45986161104104,emt
Colón - Porta de la Mar,"[""10"", ""28"", ""32"", ""8"", ""81"", ""N1"", ""N10"", ""N2"", ""N8""]",POINT (-0.3691971220085118 39.47146724406039),-0.3691971220085118,39.47146724406039,emt
Peris i Valero - Escultor Josep Capuz,"[""15"", ""89""]",POINT (-0.3631775418983216 39.4621326934425),-0.3631775418983216,39.4621326934425,emt
la Plata - Sapadors,"[""18"", ""6""]",POINT (-0.3657443125431373 39.45584425932465),-0.3657443125431373,39.45584425932465,emt
Neptú,"[""95"", ""N9""]",POINT (-0.3254072584476352 39.463170553536294),-0.3254072584476352,39.46317055353629,emt
La Cadena - Progrés,"[""93"", ""98""]",POINT (-0.3292222208886852 39.47506479264544),-0.3292222208886852,39.47506479264544,emt
Peris i Valero - Pere Aleixandre,"[""14"", ""15"", ""89""]",POINT (-0.3656000725227582 39.46106784872129),-0.3656000725227582,39.46106784872129,emt
Escultor J. Capuz  - Pere Aleixandre,"[""14"", ""18""]",POINT (-0.3618095235619844 39.46034689684454),-0.3618095235619843,39.46034689684454,emt
Escultor J. Capuz  - Pere Aleixandre,"[""13"", ""14"", ""18""]",POINT (-0.3612957965284901 39.459867371474616),-0.3612957965284901,39.459867371474616,emt
Centre d'Investigació Príncep Felip,"[""15"", ""95""]",POINT (-0.3462388297099983 39.451893108982496),-0.3462388297099983,39.451893108982496,emt
Parc Central,"[""8""]",POINT (-0.3770001363599794 39.458250528158615),-0.3770001363599793,39.458250528158615,emt
Giorgeta - Ctra. D'Escrivà,"[""27""]",POINT (-0.3839337884209572 39.45799732092898),-0.3839337884209571,39.45799732092898,emt
José Roca Coll - Músic Gomis,"[""73""]",POINT (-0.3985895388020473 39.45929152242264),-0.3985895388020473,39.45929152242264,emt
Sant Vicent Màrtir - Dolores Alcaide,"[""27"", ""64""]",POINT (-0.384074137219023 39.45587046060732),-0.3840741372190229,39.45587046060732,emt
Polvorí - Campament,"[""62""]",POINT (-0.4251263966335924 39.50065830287195),-0.4251263966335923,39.50065830287195,emt
Orxata - Mestre Serrano,"[""70""]",POINT (-0.3541326622459023 39.495950606273986),-0.3541326622459023,39.49595060627399,emt
Arxiduc Carles - Músic Gomis,"[""72"", ""73""]",POINT (-0.4013184574177355 39.45880102403968),-0.4013184574177355,39.45880102403968,emt
Arxiduc Carles  - Fra Juníper Serra,"[""72"", ""N5""]",POINT (-0.3994536513013597 39.46102839657768),-0.3994536513013597,39.46102839657768,emt
Arxiduc Carles - Fra Juníper Serra,"[""72""]",POINT (-0.3992116222841135 39.46082093938832),-0.3992116222841135,39.46082093938832,emt
Inst. Obrer de Val.  - Autopista Saler,"[""13"", ""35"", ""N9""]",POINT (-0.3578379222926703 39.455811592703874),-0.3578379222926703,39.455811592703874,emt
Inst. Obrer de Val.  - Autopista Saler,"[""13"", ""35"", ""N9""]",POINT (-0.3567357484052863 39.45607640649157),-0.3567357484052862,39.45607640649157,emt
Actor Antonio Ferrandis  - Amado Granell Mesado,"[""99""]",POINT (-0.3581314902591134 39.45086711501388),-0.3581314902591134,39.45086711501388,emt
Actor Antonio Ferrandis  - Amado Granell Mesado,"[""99""]",POINT (-0.3579383170475219 39.45047567902353),-0.3579383170475219,39.45047567902353,emt
Actor Antonio Ferrandis  - En Corts,"[""99""]",POINT (-0.3624389000375285 39.448551757224315),-0.3624389000375285,39.44855175722432,emt
Actor Antonio Ferrandis  - En Corts,"[""99""]",POINT (-0.3626391341334995 39.4488487357999),-0.3626391341334994,39.4488487357999,emt
Amado Granell Mesado  - Antonio Ferrandis,"[""14""]",POINT (-0.3592014296563564 39.45064884159421),-0.3592014296563564,39.45064884159421,emt
Amado Granell Mesado  - Antonio Ferrandis,"[""14""]",POINT (-0.3593398778553022 39.451398438149184),-0.3593398778553022,39.451398438149184,emt
Gaspar Aguilar - Jesús,"[""9"", ""N6""]",POINT (-0.3886025161061958 39.459298257302954),-0.3886025161061958,39.45929825730296,emt
la Plata - Fonteta Sant Lluís,"[""18"", ""6"", ""N7""]",POINT (-0.3717963938996816 39.45289707459995),-0.3717963938996815,39.45289707459995,emt
Pare Esteban Pernet  - Centre Comercial,"[""71""]",POINT (-0.41286514104078 39.46706816175477),-0.41286514104078,39.46706816175477,emt
Puigcampana - Fonteta Sant Lluís,"[""7""]",POINT (-0.3712258287196661 39.45495005321587),-0.3712258287196661,39.45495005321587,emt
Terrateig - Jorge Comín,"[""67""]",POINT (-0.4035492720264716 39.481090336937136),-0.4035492720264715,39.481090336937136,emt
Amado Granell Mesado  - Arabista Ambrosio Huici,"[""14"", ""35"", ""N9""]",POINT (-0.3626746350495243 39.45552820643952),-0.3626746350495243,39.45552820643952,emt
Amado Granell Mesado  - Arabista Ambrosio Huici,"[""14"", ""35"", ""N9""]",POINT (-0.3623760500232643 39.45559519452403),-0.3623760500232643,39.45559519452403,emt
Fonteta Sant Lluís - Germans Maristes,"[""13"", ""7"", ""N7""]",POINT (-0.3695650149245823 39.45024206627388),-0.3695650149245822,39.45024206627388,emt
Sant Marcel·lí,"[""10"", ""9"", ""99"", ""N6""]",POINT (-0.3911919986708565 39.447297352157136),-0.3911919986708564,39.447297352157136,emt
Germans Maristes - Institut Jordi de Sant Jordi,"[""13""]",POINT (-0.3629140837498804 39.45341304988402),-0.3629140837498804,39.45341304988402,emt
la Plata - Poeta Miguel Hernández,"[""18""]",POINT (-0.3657236089736667 39.455462366463664),-0.3657236089736667,39.455462366463664,emt
Arquitecte Segura de Lago - Dr. Rafael Bartual,"[""72"", ""73"", ""N5""]",POINT (-0.4030875564782824 39.4535227230909),-0.4030875564782823,39.4535227230909,emt
Doctor Álvaro López - Illa de Hierro,"[""99""]",POINT (-0.3305380255434382 39.482771422307145),-0.3305380255434382,39.482771422307145,emt
José Andreu Alabarta - Mariano de Cavia,"[""72"", ""73""]",POINT (-0.4037437337433508 39.452580597064674),-0.4037437337433508,39.452580597064674,emt
José Andreu Alabarta - Professor Àngel Lacalle,"[""72"", ""73""]",POINT (-0.404771350758735 39.454266735538795),-0.404771350758735,39.4542667355388,emt
Uruguai  - Jeroni Munyós,"[""10"", ""9""]",POINT (-0.3859542145336388 39.459732341925736),-0.3859542145336387,39.459732341925736,emt
Malilla  - Bernat Descoll,"[""18"", ""8""]",POINT (-0.3788382745885845 39.4509575041895),-0.3788382745885845,39.4509575041895,emt
Malilla  - Illa Formentera,"[""18"", ""8""]",POINT (-0.3798615242635189 39.44688800067091),-0.3798615242635189,39.44688800067091,emt
Malilla  - Illa Formentera,"[""18"", ""8"", ""N7""]",POINT (-0.3802040087048436 39.446936692888585),-0.3802040087048435,39.446936692888585,emt
Malilla  - Illa Cabrera,"[""18"", ""8"", ""N7""]",POINT (-0.3797021986808435 39.44884847787071),-0.3797021986808435,39.44884847787071,emt
Malilla  - Illa Cabrera,"[""18"", ""8""]",POINT (-0.3792936765346163 39.44936088734793),-0.3792936765346162,39.44936088734793,emt
Cementeri El Palmar,"[""24""]",POINT (-0.3178360672833879 39.32145112079876),-0.3178360672833879,39.32145112079876,emt
Bulevard Sud - Ausiàs March,"[""99"", ""N7""]",POINT (-0.3695400495579194 39.44559227697989),-0.3695400495579194,39.44559227697989,emt
Cementeri El Palmar,"[""24""]",POINT (-0.3179182482280645 39.32144067346984),-0.3179182482280644,39.32144067346984,emt
Albereda,"[""11"", ""16"", ""26"", ""6"", ""70"", ""94"", ""95"", ""N10""]",POINT (-0.3648410986066368 39.47400415698762),-0.3648410986066368,39.47400415698762,emt
Jesús,"[""64""]",POINT (-0.3846089907321853 39.45907853140179),-0.3846089907321853,39.45907853140179,emt
Tres Creus - Gaspar Aguilar,"[""99""]",POINT (-0.395198205244882 39.450327556748576),-0.395198205244882,39.450327556748576,emt
Gaspar Aguilar - Calvo Acacio,"[""9""]",POINT (-0.3917382229399118 39.45411989967468),-0.3917382229399118,39.45411989967468,emt
Estadi Ciutat de València,"[""70""]",POINT (-0.3625443736449209 39.49101713643237),-0.3625443736449209,39.49101713643237,emt
Porta de la Mar,"[""10"", ""13"", ""4"", ""94"", ""95"", ""N8""]",POINT (-0.367746388686345 39.47167472901249),-0.3677463886863449,39.47167472901249,emt
Punta al Mar - Camí Canal,"[""30"", ""4""]",POINT (-0.3352189052532168 39.44483679710412),-0.3352189052532168,39.44483679710412,emt
Porta de la Mar,"[""13"", ""8""]",POINT (-0.3683482439350574 39.472403747576045),-0.3683482439350574,39.472403747576045,emt
Sant Vicent Màrtir - Altamira,"[""27"", ""64""]",POINT (-0.385278929091055 39.449146389388616),-0.385278929091055,39.449146389388616,emt
Carters  - Primer de Maig,"[""10"", ""N6""]",POINT (-0.3893862090608468 39.44834486776072),-0.3893862090608467,39.44834486776072,emt
Carters  - Primer de Maig,"[""10"", ""18""]",POINT (-0.3896869755569483 39.44826712893847),-0.3896869755569482,39.44826712893847,emt
País Valencià - Colón,"[""9""]",POINT (-0.3849761337051897 39.4278676053088),-0.3849761337051897,39.4278676053088,emt
Àgora,"[""15"", ""95""]",POINT (-0.3503647002582772 39.452904489979694),-0.3503647002582771,39.452904489979694,emt
Les Arts,"[""13"", ""15"", ""24"", ""25"", ""95""]",POINT (-0.3567639979063356 39.4567452306967),-0.3567639979063355,39.4567452306967,emt
Les Arts,"[""13"", ""15"", ""24"", ""25"", ""95""]",POINT (-0.3561727476391912 39.45709033185761),-0.3561727476391912,39.45709033185761,emt
Sant Vicent Màrtir  - Arquebisbe Olaechea,"[""27"", ""9"", ""N6""]",POINT (-0.387111395563098 39.444233429989865),-0.387111395563098,39.444233429989865,emt
Sant Vicent Màrtir  - Arquebisbe Olaechea,"[""27"", ""9"", ""N6""]",POINT (-0.3875334083863065 39.44368660183897),-0.3875334083863065,39.44368660183897,emt
Dr. Lluch,"[""19"", ""92""]",POINT (-0.3279746481730595 39.46940080239034),-0.3279746481730595,39.46940080239034,emt
Gravador Jordán - Escultor Pastor,"[""13"", ""7"", ""N7""]",POINT (-0.3675166120953084 39.44431934801419),-0.3675166120953084,39.44431934801419,emt
Blasco Ibáñez - Músic Ginés,"[""31"", ""81"", ""N1""]",POINT (-0.3429609389141424 39.47204948876648),-0.3429609389141424,39.47204948876648,emt
Pius IX - Salvador Perles,"[""10""]",POINT (-0.3937222206932342 39.44323189954128),-0.3937222206932342,39.44323189954128,emt
Blasco Ibáñez - Jaume Roig,"[""31"", ""71"", ""79"", ""81""]",POINT (-0.3655121170351207 39.47965702605211),-0.3655121170351207,39.47965702605211,emt
Mercat de Colón,"[""13"", ""40""]",POINT (-0.3678128308642323 39.46926220389207),-0.3678128308642323,39.46926220389207,emt
Gavines - Bitàcora,"[""25""]",POINT (-0.2799527151621057 39.281796902694346),-0.2799527151621057,39.281796902694346,emt
Cardenal Benlloch - Dr. Vicente Pallarés,"[""18"", ""89""]",POINT (-0.3528496963536356 39.47417337903859),-0.3528496963536356,39.47417337903859,emt
