"";"nombre";"tipo";"direccion";"geometry";"longitud";"latitud";"linea"
"1";"BENIFARAIG";"emt";"Ferrer i Bign� - Aiacor";"POINT (-0.385803848863486 39.52764376726197)";-0,385803848863486;39,527643767262;NA
"2";"BENICALAP";"emt";"Equador - Pintor Matarana";"POINT (-0.392778225524496 39.49607883121975)";-0,392778225524496;39,4960788312197;NA
"3";"BENICALAP";"emt";"General Avil�s (par) - Dr. Nicasi Benlloch";"POINT (-0.391460962857036 39.48803711704195)";-0,391460962857036;39,4880371170419;NA
"4";"BENICALAP";"emt";"Corts Valencianes - Palau de Congressos";"POINT (-0.401818139798389 39.494183715692415)";-0,401818139798389;39,4941837156924;NA
"5";"BENICALAP";"emt";"Florista - Carrasqueta";"POINT (-0.396208839095057 39.494049233440656)";-0,396208839095057;39,4940492334407;NA
"6";"BENICALAP";"emt";"Florista - Faura";"POINT (-0.39403448223015 39.49194918548131)";-0,39403448223015;39,4919491854813;NA
"7";"BENICALAP";"emt";"Dr. Peset Aleixandre - Av. Burjassot";"POINT (-0.388570246131688 39.48893270455264)";-0,388570246131688;39,4889327045526;NA
"8";"BENICALAP";"emt";"Joan XXIII - Germans Machado";"POINT (-0.384842300215999 39.497039556121486)";-0,384842300215999;39,4970395561215;NA
"9";"BENICALAP";"emt";"Joan XXIII - Federico Alcacer Aguilar";"POINT (-0.384097526225865 39.49502149111441)";-0,384097526225865;39,4950214911144;NA
"10";"BENICALAP";"emt";"Joan XXIII (impar) - F�lix del R�o";"POINT (-0.382403322625228 39.49053056749751)";-0,382403322625228;39,4905305674975;NA
"11";"BENICALAP";"emt";"Equador - Verbena";"POINT (-0.390771536735855 39.49406698764656)";-0,390771536735855;39,4940669876466;NA
"12";"BENICALAP";"emt";"Federico Alcacer Aguilar - Poeta Serrano Clavero";"POINT (-0.386254266776117 39.494982731923734)";-0,386254266776117;39,4949827319237;NA
"13";"BENICALAP";"emt";"Riu Nervi�n - Riu Segre";"POINT (-0.382198617977801 39.49565681483716)";-0,382198617977801;39,4956568148372;NA
"14";"BENICALAP";"emt";"Castellonet - Joan XXIII";"POINT (-0.383564556976775 39.49321953677064)";-0,383564556976775;39,4932195367706;NA
"15";"BENICALAP";"emt";"Equador - Music Fayos";"POINT (-0.390846013478566 39.494261177862555)";-0,390846013478566;39,4942611778626;NA
"16";"BENICALAP";"emt";"Cam� de Montcada (impar) - Alemany";"POINT (-0.381096509693065 39.49658988180053)";-0,381096509693065;39,4965898818005;NA
"17";"BENICALAP";"emt";"Burjassot - Pintor Matarana";"POINT (-0.393309681454328 39.49239327713208)";-0,393309681454328;39,4923932771321;NA
"18";"BENICALAP";"emt";"Corts Valencianes (par) - la Safor";"POINT (-0.399523811535687 39.49104606478308)";-0,399523811535687;39,4910460647831;NA
"19";"TORREFIEL";"emt";"Pere Cabanes - Bisbe Laguarda";"POINT (-0.378782914275381 39.49424173601723)";-0,378782914275381;39,4942417360172;NA
"20";"TORREFIEL";"emt";"Sant Dom�nec Savio - Alemany";"POINT (-0.376234033688455 39.49793924075617)";-0,376234033688455;39,4979392407562;NA
"21";"TORREFIEL";"emt";"Pintor Jacomart - Comte de Torrefiel";"POINT (-0.377254859522519 39.496467463898234)";-0,377254859522519;39,4964674638982;NA
"22";"TORREFIEL";"emt";"Comte de Lumiares - Tossal del Rei";"POINT (-0.372348746968391 39.496316076287215)";-0,372348746968391;39,4963160762872;NA
"23";"TORREFIEL";"emt";"Comte de Lumiares - Falcons";"POINT (-0.37273030705366 39.494718802885814)";-0,37273030705366;39,4947188028858;NA
"24";"TORREFIEL";"emt";"Dr. Peset Aleixandre - Montcada";"POINT (-0.37963338512161 39.490916501508266)";-0,37963338512161;39,4909165015083;NA
"25";"TORREFIEL";"emt";"Cam� de Montcada - F�lix del R�o";"POINT (-0.379046888587608 39.491601363680964)";-0,379046888587608;39,491601363681;NA
"26";"TORMOS";"emt";"Dr. Peset Aleixandre - Guardacostes";"POINT (-0.382922228294837 39.48998199984601)";-0,382922228294837;39,489981999846;NA
"27";"TORMOS";"emt";"Constituci� - Dr. Peset Aleixandre";"POINT (-0.374452740783936 39.49152962561542)";-0,374452740783936;39,4915296256154;NA
"28";"SANT ANTONI";"emt";"Primat Reig - Bilbao";"POINT (-0.371558840945691 39.49014270271203)";-0,371558840945691;39,490142702712;NA
"29";"SANT ANTONI";"emt";"Primat Reig - Almassora";"POINT (-0.369074074389299 39.48827489614073)";-0,369074074389299;39,4882748961407;NA
"30";"BENIMACLET";"emt";"Dolores Marqu�s - Benicarl�";"POINT (-0.363394609990823 39.48567424928379)";-0,363394609990823;39,4856742492838;NA
"31";"BENIMACLET";"emt";"Dolores Marqu�s - Assagador d'Alboraia";"POINT (-0.362043079748276 39.488281969006714)";-0,362043079748276;39,4882819690067;NA
"32";"BENIMACLET";"emt";"Primat Reig - Conca Tramoyeres";"POINT (-0.360474513075941 39.48228453283069)";-0,360474513075941;39,4822845328307;NA
"33";"BENIMACLET";"emt";"Emili Bar� - Reverend Rafael Tramoyeres";"POINT (-0.36205010254655 39.485119784431234)";-0,36205010254655;39,4851197844312;NA
"34";"BENIMACLET";"emt";"Catalunya - Guardia Civil";"POINT (-0.354269746778333 39.47969817836995)";-0,354269746778333;39,47969817837;NA
"35";"BENIMACLET";"emt";"Primat Reig - Calder�n de la Barca";"POINT (-0.366171259222875 39.48613270459626)";-0,366171259222875;39,4861327045963;NA
"36";"BENIMACLET";"emt";"Germans Villalonga - Enric Navarro";"POINT (-0.357189289950929 39.48549508398447)";-0,357189289950929;39,4854950839845;NA
"37";"BENIMACLET";"emt";"Germans Villalonga - Dr. Vicent Zaragoz�";"POINT (-0.35757404406791 39.484078559363404)";-0,35757404406791;39,4840785593634;NA
"38";"BENIMACLET";"emt";"Ram�n Asensio - Gu�rdia Civil";"POINT (-0.359174459578562 39.48177419707162)";-0,359174459578562;39,4817741970716;NA
"39";"BENIMACLET";"emt";"Mistral - Murta";"POINT (-0.357820588835768 39.48586627723645)";-0,357820588835768;39,4858662772364;NA
"40";"MARXALENES";"emt";"Burjassot - Marxalenes";"POINT (-0.386812966018187 39.48635749372254)";-0,386812966018187;39,4863574937225;NA
"41";"MARXALENES";"emt";"Constituci� - M�laga";"POINT (-0.378759298694314 39.48522530969868)";-0,378759298694314;39,4852253096987;NA
"42";"MARXALENES";"emt";"Burjassot - Dr. Peset Aleixandre";"POINT (-0.389068856411042 39.48833455459579)";-0,389068856411041;39,4883345545958;NA
"43";"MARXALENES";"emt";"Pla de la Sa�dia - Burjassot";"POINT (-0.381205289274826 39.482982409377264)";-0,381205289274826;39,4829824093773;NA
"44";"EL CALVARI";"emt";"General Avil�s - Conchita Piquer";"POINT (-0.390596854504333 39.48801933698775)";-0,390596854504333;39,4880193369877;NA
"45";"MORVEDRE";"emt";"Argenter Su�rez - Ministre Luis Mayans";"POINT (-0.372969998668439 39.485473749022596)";-0,372969998668439;39,4854737490226;NA
"46";"MORVEDRE";"emt";"Constituci� - Pla de la Sa�dia";"POINT (-0.378839939329111 39.48308799310452)";-0,378839939329111;39,4830879931045;NA
"47";"MORVEDRE";"emt";"Cronista Rivelles - Santa Am�lia";"POINT (-0.374011121268418 39.48090757992308)";-0,374011121268418;39,4809075799231;NA
"48";"MORVEDRE";"emt";"Guadalaviar - Sagunt";"POINT (-0.37549619662076 39.48200605885308)";-0,37549619662076;39,4820060588531;NA
"49";"TRINITAT";"emt";"Molinell (par) - Alboraia";"POINT (-0.369712257268435 39.48494105537715)";-0,369712257268435;39,4849410553771;NA
"50";"TRINITAT";"emt";"Cabanilles - �lvaro de Baz�n";"POINT (-0.365261896671986 39.48199409226757)";-0,365261896671986;39,4819940922676;NA
"51";"TRINITAT";"emt";"Cabanilles - Vivers";"POINT (-0.366183597378527 39.48014188377589)";-0,366183597378527;39,4801418837759;NA
"52";"TRINITAT";"emt";"Alboraia - Jaca";"POINT (-0.369378912664264 39.48413398096493)";-0,369378912664264;39,4841339809649;NA
"53";"LES TENDETES";"emt";"Pare Ferr�s - Men�ndez Pidal";"POINT (-0.384989740882885 39.483100789035255)";-0,384989740882885;39,4831007890353;NA
"54";"LES TENDETES";"emt";"Joaqu�m Ballester - Pare Ferr�s";"POINT (-0.386569219300259 39.4846303415136)";-0,386569219300259;39,4846303415136;NA
"55";"LES TENDETES";"emt";"Joaqu�m Ballester (impar) - Pare Ferris";"POINT (-0.385471613084134 39.48481366339586)";-0,385471613084134;39,4848136633959;NA
"56";"LES TENDETES";"emt";"Pare Ferris - Gregori Gea";"POINT (-0.384558994148234 39.48291208995815)";-0,384558994148234;39,4829120899581;NA
"57";"LES TENDETES";"emt";"Pare Ferr�s - Joaqu�m Ballester";"POINT (-0.386398991047368 39.484897947778165)";-0,386398991047368;39,4848979477782;NA
"58";"CAMPANAR";"emt";"Campanar (par) - la Fe";"POINT (-0.391946736634951 39.48372577931639)";-0,391946736634951;39,4837257793164;NA
"59";"CAMPANAR";"emt";"Campanar (impar) - la Fe";"POINT (-0.391507121534477 39.484112659277606)";-0,391507121534477;39,4841126592776;NA
"60";"CAMPANAR";"emt";"Pius XII (impar) - Monestir de Poblet";"POINT (-0.396103592058122 39.48504131725152)";-0,396103592058122;39,4850413172515;NA
"61";"CAMPANAR";"emt";"Vall de la Ballestera (impar) - Mestre Rodrigo";"POINT (-0.397790057418861 39.47915535179728)";-0,397790057418861;39,4791553517973;NA
"62";"CAMPANAR";"emt";"General Avil�s (illeta) - Pius XII";"POINT (-0.395881990513572 39.48558985228374)";-0,395881990513572;39,4855898522837;NA
"63";"CAMPANAR";"emt";"Men�ndez Pidal - Estaci� d'autobusos (riu)";"POINT (-0.387566268944343 39.480012419854894)";-0,387566268944343;39,4800124198549;NA
"64";"CAMPANAR";"emt";"Joaqu�m Ballester (par) - Ricardo Mic�";"POINT (-0.389696200404275 39.482990126740766)";-0,389696200404275;39,4829901267408;NA
"65";"CAMPANAR";"emt";"Joaqu�m Ballester - Campanar";"POINT (-0.391925494711242 39.48200173830809)";-0,391925494711242;39,4820017383081;NA
"66";"CAMPANAR";"emt";"Campanar - Tirso de Molina";"POINT (-0.394769553432147 39.47777563031264)";-0,394769553432147;39,4777756303126;NA
"67";"CAMPANAR";"emt";"Pius XII - Campanar";"POINT (-0.393283870955687 39.48223347469082)";-0,393283870955687;39,4822334746908;NA
"68";"CAMPANAR";"emt";"Vall de la Ballestera - Campanar";"POINT (-0.393545485113117 39.48091270611318)";-0,393545485113117;39,4809127061132;NA
"69";"JAUME ROIG";"emt";"Primat Reig - Dr. G�mez Ferrer";"POINT (-0.360317075555786 39.48181205051496)";-0,360317075555786;39,481812050515;NA
"70";"JAUME ROIG";"emt";"Primat Reig - Jaume Roig";"POINT (-0.363380335320216 39.48407378921563)";-0,363380335320216;39,4840737892156;NA
"71";"EL CARME";"emt";"Blanqueria - Pare d' �rfens";"POINT (-0.377758991438298 39.48037493312812)";-0,377758991438298;39,4803749331281;NA
"72";"EL CARME";"emt";"Guillem de Castro - Na Jordana";"POINT (-0.382931307860638 39.48002289886695)";-0,382931307860638;39,4800228988669;NA
"73";"CIUTAT UNIVERSITARIA";"emt";"Blasco Ib��ez - Dr. Moliner";"POINT (-0.361921106855253 39.478211909227944)";-0,361921106855253;39,4782119092279;NA
"74";"CIUTAT UNIVERSITARIA";"emt";"Blasco Ib��ez (central) - Hospital Cl�nic";"POINT (-0.363939496206747 39.478716980540995)";-0,363939496206747;39,478716980541;NA
"75";"CIUTAT UNIVERSITARIA";"emt";"Blasco Ib��ez - Almela i Vives";"POINT (-0.35607284780181 39.47689181946896)";-0,35607284780181;39,476891819469;NA
"76";"CIUTAT UNIVERSITARIA";"emt";"Blasco Ib��ez - Gasc� Oliag";"POINT (-0.357522461391183 39.477320637554044)";-0,357522461391183;39,4773206375541;NA
"77";"CIUTAT UNIVERSITARIA";"emt";"Blasco Ib��ez - Hospital Cl�nic";"POINT (-0.363076205992258 39.47899162010702)";-0,363076205992258;39,478991620107;NA
"78";"EL BOTANIC";"emt";"Ferran el Cat�lic - Juan de Mena";"POINT (-0.386131817645403 39.472321778587094)";-0,386131817645403;39,4723217785871;NA
"79";"EL BOTANIC";"emt";"Ferran el Cat�lic (par) - Quart";"POINT (-0.388011404888916 39.47494299203561)";-0,388011404888916;39,4749429920356;NA
"80";"EL BOTANIC";"emt";"Quart - Guillem de Castro";"POINT (-0.384671343399494 39.475720463105716)";-0,384671343399494;39,4757204631057;NA
"81";"EXPOSICIO";"emt";"Blasco Ib��ez - Facultat de Geografia";"POINT (-0.36142480369254 39.477484353947006)";-0,36142480369254;39,477484353947;NA
"82";"EXPOSICIO";"emt";"Misser Masc� - Dr. Moliner";"POINT (-0.362503803017958 39.47554944150895)";-0,362503803017958;39,475549441509;NA
"83";"LA SEU";"emt";"Pla�a de la Reina";"POINT (-0.375188769178854 39.473767246457165)";-0,375188769178854;39,4737672464572;NA
"84";"LA SEU";"emt";"Torres dels Serrans - Comte de Tr�nor";"POINT (-0.375251055121561 39.47909356777751)";-0,375251055121561;39,4790935677775;NA
"85";"LA VEGA BAIXA";"emt";"Ramon Llull - Garc�a Donato";"POINT (-0.346870129598771 39.4768142295909)";-0,346870129598771;39,4768142295909;NA
"86";"LA VEGA BAIXA";"emt";"Ramon Llull - Leandro de Saralegui";"POINT (-0.347545411094772 39.47521716927397)";-0,347545411094772;39,475217169274;NA
"87";"LA PETXINA";"emt";"P�rez Gald�s - Calixt III";"POINT (-0.391763547590034 39.469621437463296)";-0,391763547590034;39,4696214374633;NA
"88";"LA PETXINA";"emt";"Ferran el Cat�lic - Gabriel Mir�";"POINT (-0.387292949697452 39.4730321087598)";-0,387292949697452;39,4730321087598;NA
"89";"LA PETXINA";"emt";"Mestre Guerrero - Joan Llorens";"POINT (-0.391854648225837 39.473809609030965)";-0,391854648225837;39,473809609031;NA
"90";"LA PETXINA";"emt";"Quart - Terol";"POINT (-0.391280311524937 39.47461183487472)";-0,391280311524937;39,4746118348747;NA
"91";"BETERO";"emt";"Blasco Ib��ez (impar) - Jos� Mar�a Haro";"POINT (-0.336485827931609 39.47109810116613)";-0,336485827931609;39,4710981011661;NA
"92";"BETERO";"emt";"Mar� Blas de Lezo - Cam� Cabanyal";"POINT (-0.334274117863456 39.472427975985575)";-0,334274117863456;39,4724279759856;NA
"93";"CABANYAL-CANYAMELAR";"emt";"Dr. Lluch - Mare de D�u del Sufragi";"POINT (-0.328305619163158 39.46723349691897)";-0,328305619163158;39,467233496919;NA
"94";"CABANYAL-CANYAMELAR";"emt";"Mediterr�nia - Dr. Lluch";"POINT (-0.3285674534067 39.46757139797909)";-0,3285674534067;39,4675713979791;NA
"95";"CABANYAL-CANYAMELAR";"emt";"Serradora - Poliesportiu";"POINT (-0.335037187742865 39.46667718163825)";-0,335037187742865;39,4666771816382;NA
"96";"CABANYAL-CANYAMELAR";"emt";"Mart� Grajales - Serradora";"POINT (-0.334555285599325 39.4682547311923)";-0,334555285599325;39,4682547311923;NA
"97";"CABANYAL-CANYAMELAR";"emt";"Reina - Pescadors";"POINT (-0.328529587980686 39.469860907531356)";-0,328529587980686;39,4698609075314;NA
"98";"CABANYAL-CANYAMELAR";"emt";"Llu�s Peix� - Comte Melito";"POINT (-0.333448149959552 39.475144707608514)";-0,333448149959552;39,4751447076085;NA
"99";"CABANYAL-CANYAMELAR";"emt";"Marcos Sopena - Eug�nia Vi�es";"POINT (-0.325407253725883 39.463170373253035)";-0,325407253725883;39,463170373253;NA
"100";"CABANYAL-CANYAMELAR";"emt";"Passeig Mar�tim - Mediterr�nia";"POINT (-0.324575965523476 39.46830720500591)";-0,324575965523476;39,4683072050059;NA
"101";"CABANYAL-CANYAMELAR";"emt";"Pintor Ferrandis - Josep Benlliure";"POINT (-0.329575337440598 39.47194821277114)";-0,329575337440598;39,4719482127711;NA
"102";"CABANYAL-CANYAMELAR";"emt";"Esgl�sia dels �ngels - Pintor Ferrandis";"POINT (-0.331789863619322 39.472401501401905)";-0,331789863619322;39,4724015014019;NA
"103";"CABANYAL-CANYAMELAR";"emt";"Eug�nia Vi�es - Camps";"POINT (-0.325669345444872 39.47252133956445)";-0,325669345444872;39,4725213395645;NA
"104";"CABANYAL-CANYAMELAR";"emt";"Eug�nia Vi�es - Francesc Miralles";"POINT (-0.325700285899262 39.46959601771084)";-0,325700285899262;39,4695960177108;NA
"105";"MESTALLA";"emt";"Arag� - Ernest Ferrer";"POINT (-0.356893411175871 39.472815642538706)";-0,356893411175871;39,4728156425387;NA
"106";"MESTALLA";"emt";"Amadeu de Savoia - Mu�oz Seca";"POINT (-0.362098017249942 39.47361127252344)";-0,362098017249942;39,4736112725234;NA
"107";"MESTALLA";"emt";"Albereda - Armando Palacio Vald�s";"POINT (-0.364430697191043 39.47381491757256)";-0,364430697191043;39,4738149175726;NA
"108";"MESTALLA";"emt";"Port - Saragossa";"POINT (-0.360000123579523 39.46794684126069)";-0,360000123579523;39,4679468412607;NA
"109";"MESTALLA";"emt";"Blasco Ib��ez - Su�cia";"POINT (-0.356929923049909 39.47616124722011)";-0,356929923049909;39,4761612472201;NA
"110";"MESTALLA";"emt";"Cardenal Benlloch - Ernest Ferrer";"POINT (-0.354259689323291 39.47204888196909)";-0,354259689323291;39,4720488819691;NA
"111";"MESTALLA";"emt";"Amadeu de Savoia - Su�cia";"POINT (-0.359491458891524 39.47303055689049)";-0,359491458891524;39,4730305568905;NA
"112";"MESTALLA";"emt";"Finl�ndia - General Gil Dolz";"POINT (-0.360330836354344 39.47272269811785)";-0,360330836354344;39,4727226981178;NA
"113";"LA XEREA";"emt";"Tetuan";"POINT (-0.369882363789264 39.473944288271376)";-0,369882363789264;39,4739442882714;NA
"114";"LA XEREA";"emt";"Porta de la Mar (par) - Palau de Just�cia";"POINT (-0.369426641667578 39.472203205460815)";-0,369426641667578;39,4722032054608;NA
"115";"EL MERCAT";"emt";"Carda - Moro Zeit";"POINT (-0.380872996883443 39.47511258638515)";-0,380872996883443;39,4751125863852;NA
"116";"EL MERCAT";"emt";"Editor Manuel Aguilar - Guillem Sorolla";"POINT (-0.380412328784568 39.472712168556434)";-0,380412328784568;39,4727121685564;NA
"117";"EL PILAR";"emt";"Av. de l'Oest - Hospital";"POINT (-0.379805701663639 39.47143266594265)";-0,379805701663639;39,4714326659427;NA
"118";"EL PILAR";"emt";"Guillem de Castro - Torres de Quart";"POINT (-0.38394828314839 39.47501402357978)";-0,38394828314839;39,4750140235798;NA
"119";"SANT FRANCESC";"emt";"Guillem de Castro - Sant Agust�";"POINT (-0.380278288505877 39.46851572967579)";-0,380278288505877;39,4685157296758;NA
"120";"SANT FRANCESC";"emt";"Pl. de l'Ajuntament - Mercat Central - Llotja";"POINT (-0.376862598031618 39.4720853525868)";-0,376862598031618;39,4720853525868;NA
"121";"SANT FRANCESC";"emt";"Porta de la Mar (impar) - Palau de Just�cia";"POINT (-0.369568138618417 39.472075780989066)";-0,369568138618417;39,4720757809891;NA
"122";"SANT FRANCESC";"emt";"Porta de la Mar -  Col�n";"POINT (-0.369197149641258 39.471467127571806)";-0,369197149641258;39,4714671275718;NA
"123";"SANT FRANCESC";"emt";"X�tiva - Estaci� del Nord";"POINT (-0.37649527099215 39.4675144646991)";-0,37649527099215;39,4675144646991;NA
"124";"SANT FRANCESC";"emt";"Av. de l'Oest (impar) - Sant Agust�";"POINT (-0.37955776906375 39.46949117420052)";-0,37955776906375;39,4694911742005;NA
"125";"SANT FRANCESC";"emt";"Marqu�s de Sotelo - Periodista Azzati";"POINT (-0.377100515129238 39.46863035326306)";-0,377100515129238;39,4686303532631;NA
"126";"EL PLA DEL REMEI";"emt";"Comte de Salvatierra - Ciril Amor�s";"POINT (-0.367812813402364 39.469262050347254)";-0,367812813402364;39,4692620503473;NA
"127";"EL PLA DEL REMEI";"emt";"Pl. Am�rica - Navarro Reverter";"POINT (-0.365870260761571 39.47068412458924)";-0,365870260761571;39,4706841245892;NA
"128";"EL PLA DEL REMEI";"emt";"Porta de la Mar (impar) - Navarro Reverter";"POINT (-0.36774082986781 39.47182152734822)";-0,36774082986781;39,4718215273482;NA
"129";"EL PLA DEL REMEI";"emt";"Marqu�s del T�ria (impar) - C�novas";"POINT (-0.36581861288965 39.468488864689924)";-0,365818612889651;39,4684888646899;NA
"130";"EL PLA DEL REMEI";"emt";"Marqu�s del T�ria - Hern�n Cort�s";"POINT (-0.370766088693746 39.466443208149585)";-0,370766088693746;39,4664432081496;NA
"131";"EL PLA DEL REMEI";"emt";"Am�rica - Marqu�s del T�ria";"POINT (-0.364878991905582 39.46952681509829)";-0,364878991905582;39,4695268150983;NA
"132";"EL PLA DEL REMEI";"emt";"F�lix Pizcueta - Ciril Amor�s";"POINT (-0.372523147732682 39.46603439880883)";-0,372523147732682;39,4660343988088;NA
"133";"EL PLA DEL REMEI";"emt";"Hern�n Cort�s - Ciril Amor�s";"POINT (-0.370616847583939 39.467020448347206)";-0,370616847583939;39,4670204483472;NA
"134";"ALBORS";"emt";"Sants Just i Pastor - Llu�s de Mil�";"POINT (-0.35284872626788 39.4708923659718)";-0,35284872626788;39,4708923659718;NA
"135";"ALBORS";"emt";"Sants Just i Pastor - Duc de Gaeta";"POINT (-0.349070335343696 39.46978590365663)";-0,349070335343696;39,4697859036566;NA
"136";"ARRANCAPINS";"emt";"Giorgeta - Albacete";"POINT (-0.386002694993465 39.46154289038019)";-0,386002694993465;39,4615428903802;NA
"137";"ARRANCAPINS";"emt";"P�rez Gald�s - Mart�nez Aloy";"POINT (-0.387536069121874 39.463668586957226)";-0,387536069121874;39,4636685869572;NA
"138";"ARRANCAPINS";"emt";"P�rez Gald�s - Heroi Romeu";"POINT (-0.390179388201697 39.46739555821404)";-0,390179388201697;39,467395558214;NA
"139";"ARRANCAPINS";"emt";"Estaci� J. Sorolla - Mestre Sosa";"POINT (-0.381951740931186 39.46071811730741)";-0,381951740931186;39,4607181173074;NA
"140";"ARRANCAPINS";"emt";"Ferran el Cat�lic (impar) - �ngel Guimer�";"POINT (-0.38510279785219 39.46999048190105)";-0,38510279785219;39,469990481901;NA
"141";"ARRANCAPINS";"emt";"Ferran el Cat�lic (central) - �ngel Guimer�";"POINT (-0.385139373476827 39.470484897558826)";-0,385139373476827;39,4704848975588;NA
"142";"AIORA";"emt";"Dr. Manuel Candela (par) - Port";"POINT (-0.350947308600259 39.46597115226733)";-0,350947308600259;39,4659711522673;NA
"143";"AIORA";"emt";"Dr. Manuel Candela (par) - Rodr�guez de Cepeda";"POINT (-0.350040395912034 39.46811762414188)";-0,350040395912034;39,4681176241419;NA
"144";"AIORA";"emt";"Sants Just i Pastor - Ind�stria";"POINT (-0.343027377647489 39.46806668060438)";-0,343027377647489;39,4680666806044;NA
"145";"AIORA";"emt";"Sants Just i Pastor - Escultor Esteve Edo";"POINT (-0.339058419405388 39.466912295970026)";-0,339058419405388;39,46691229597;NA
"146";"AIORA";"emt";"Serradora - Peanya";"POINT (-0.337580109091982 39.462791617831904)";-0,337580109091982;39,4627916178319;NA
"147";"AIORA";"emt";"Serradora - Jeroni de Montsoriu";"POINT (-0.336183584916527 39.46457406781298)";-0,336183584916527;39,464574067813;NA
"148";"LA ROQUETA";"emt";"Estaci� del Nord - Bail�n";"POINT (-0.37771207576385 39.46724535782602)";-0,37771207576385;39,467245357826;NA
"149";"LA ROQUETA";"emt";"Espanya - Julio Antonio";"POINT (-0.381215670024839 39.46596619352814)";-0,381215670024839;39,4659661935281;NA
"150";"LA GRAN VIA";"emt";"Jacinto Benavente - Borriana";"POINT (-0.362831833422293 39.466328474745225)";-0,362831833422293;39,4663284747452;NA
"151";"LA GRAN VIA";"emt";"Jacinto Benavente - Palau de la M�sica";"POINT (-0.362558412244817 39.46683757217342)";-0,362558412244817;39,4668375721734;NA
"152";"LA GRAN VIA";"emt";"Regne de Val�ncia - Joaqu�n Costa";"POINT (-0.364236241923049 39.46321185480006)";-0,364236241923049;39,4632118548001;NA
"153";"LA GRAN VIA";"emt";"Regne de Val�ncia - Mestre Gozalbo";"POINT (-0.367661508806521 39.46384488114191)";-0,367661508806521;39,4638448811419;NA
"154";"LA GRAN VIA";"emt";"Ciscar - Mestre Racional";"POINT (-0.363825385525915 39.46350766354142)";-0,363825385525915;39,4635076635414;NA
"155";"LA GRAN VIA";"emt";"Ciscar - Borriana";"POINT (-0.365125264564825 39.46545610413703)";-0,365125264564825;39,465456104137;NA
"156";"LA GRAN VIA";"emt";"Ciscar - Comte d'Altea";"POINT (-0.366316646988388 39.467176761909506)";-0,366316646988388;39,4671767619095;NA
"157";"TRES FORQUES";"emt";"Tres Creus - Llombai";"POINT (-0.405260751754051 39.46439755677277)";-0,405260751754051;39,4643975567728;NA
"158";"TRES FORQUES";"emt";"Cid - Josep Maestre";"POINT (-0.402520515073844 39.46896508519518)";-0,402520515073844;39,4689650851952;NA
"159";"TRES FORQUES";"emt";"Cid - �nguera";"POINT (-0.396604094733863 39.46797568737925)";-0,396604094733863;39,4679756873793;NA
"160";"TRES FORQUES";"emt";"Tres Forques - Santa Cruz de Tenerife";"POINT (-0.399663939290613 39.46395120895064)";-0,399663939290613;39,4639512089506;NA
"161";"TRES FORQUES";"emt";"Tres Creus (carril bus) - Llombai";"POINT (-0.40544800341482 39.464103184193775)";-0,40544800341482;39,4641031841938;NA
"162";"CAMI FONDO";"emt";"Tom�s Monta�ana (impar) - Ast�ries";"POINT (-0.351917623016684 39.46329135610718)";-0,351917623016684;39,4632913561072;NA
"163";"CAMI FONDO";"emt";"Tom�s Monta�ana (par) - Ast�ries";"POINT (-0.352307636531053 39.46360780180353)";-0,352307636531053;39,4636078018035;NA
"164";"CAMI FONDO";"emt";"Port - Riu Escalona";"POINT (-0.352663236343778 39.465773052999566)";-0,352663236343778;39,4657730529996;NA
"165";"PATRAIX";"emt";"Arxiduc Carles (impar) - Tres Forques";"POINT (-0.396427778188286 39.46344353879806)";-0,396427778188286;39,4634435387981;NA
"166";"PATRAIX";"emt";"Cid - Aiora";"POINT (-0.392311273650476 39.46723377908242)";-0,392311273650476;39,4672337790824;NA
"167";"PATRAIX";"emt";"P�rez Gald�s - Lladr� i Mall�";"POINT (-0.387345196550586 39.46291467213292)";-0,387345196550586;39,4629146721329;NA
"168";"PATRAIX";"emt";"Tres Forques (impar) - Arxiduc Carles";"POINT (-0.396888480427216 39.4637960143069)";-0,396888480427216;39,4637960143069;NA
"169";"PATRAIX";"emt";"Tres Forques - Churat i Saur�";"POINT (-0.391919891236905 39.46400190918527)";-0,391919891236905;39,4640019091853;NA
"170";"PATRAIX";"emt";"Tres Forques - P�rez Gald�s";"POINT (-0.389069331431588 39.46411195382883)";-0,389069331431588;39,4641119538288;NA
"171";"PATRAIX";"emt";"Jes�s (Pla�a) - Beat Nicolau Factor";"POINT (-0.388743392832128 39.460240655941426)";-0,388743392832128;39,4602406559414;NA
"172";"PATRAIX";"emt";"Conca - Moss�n Fenollar";"POINT (-0.390308938188488 39.46172786341891)";-0,390308938188488;39,4617278634189;NA
"173";"PATRAIX";"emt";"Conca - P�rez Gald�s";"POINT (-0.388570690044697 39.463774270536945)";-0,388570690044697;39,4637742705369;NA
"174";"PATRAIX";"emt";"Gaspar Aguilar - Jes�s";"POINT (-0.388602566924827 39.45929814133013)";-0,388602566924827;39,4592981413301;NA
"175";"PATRAIX";"emt";"Aiora - Mariano Ribera";"POINT (-0.393327897761816 39.46467258467682)";-0,393327897761816;39,4646725846768;NA
"176";"RUSSAFA";"emt";"Filipines - Gibraltar";"POINT (-0.378820590564681 39.4607581682316)";-0,378820590564681;39,4607581682316;NA
"177";"RUSSAFA";"emt";"Alacant - Castell�";"POINT (-0.376955109546882 39.46614307452049)";-0,376955109546882;39,4661430745205;NA
